1312423,485608,1445259,-2603292,108463,-1866585,-13024,195376,-115650,690417,505700,2739404,-3268652,-343724,-1202592,4292970,452259,2167579,-3755545,-1623363,5420147,-1971901,1073053,477182,-2370893,-6799,-509864,-575774,54964,-798876,555313,1971686,-1058739,-1704818,-1232616,752068,1199110,-771222,-596396,-1009937,-75215,2960774,499198,-1014476,73435,-1042722,3112984,1148779,-1421316,-532956,610701,1568918,915380,-1269004,1480098,1173894,-736189,688128,-599797,961996,968954,-123559,-4388385,-762522,-129048,2297042,-2700109,-413365,1266,1949522,416255,-542809,1227277,-113413,1911645,-562631,1864311,1779310,1895257,1488048,59586,1013308,1566089,-574768,761245,339327,84597,306857,2730365,-1929872
614282,2361123,1840405,2010604,-1630859,100661,1000630,-464115,-3248876,-57172,-155330,-68385,-1173946,1538908,-2010344,2130835,1307895,1030386,-912286,380867,891711,576259,2802628,-1597763,329398,-1834988,863416,-1995822,-1827603,2365352,218588,518634,-3262242,1955041,215737,-1760795,816819,-1383816,1063268,653244,-295686,274544,42460,1545404,1659236,2274431,-1065611,1887320,1671048,1583688,2133825,-1136393,-2614165,-1985813,109859,-1097600,-1109783,-1423810,2064646,2391174,453923,1718896,-992640,49469,-1270185,-103272,-898026,2933101,2166200,614887,-2305297,1857251,825687,-2049882,105304,21693,-1165132,-2216627,149855,-2622135,1055871,2730243,1709952,1233977,658151,-1714353,1288734,510836,-159287,-400141
721129,-741957,1598822,2786684,1490389,-1318208,799254,-1965723,-714746,-1456227,-2790057,-987923,811925,-409853,2106541,570717,490484,-725063,-879684,-715296,-81734,1343045,-2531414,-2519023,-1252558,1766420,2428227,-1178216,275803,-353517,-1143146,-471770,597286,1201572,-661709,-989770,-2366620,1473061,484679,1678020,-372086,14951,1397305,-1558330,-266667,1406194,-552452,490037,1778703,640798,-3999797,1526948,1147279,-1069277,-2326126,-351791,1348683,2083361,473448,-463458,19864,-2373163,-604925,2752628,1702719,-767393,-680231,-451879,-2107375,-1776754,1817040,-690560,-1593622,1254493,302047,1143075,-1670411,2085105,-1792721,-882391,586500,1891554,-625702,-317752,1347616,-1326776,3215060,1275731,3867731,2812923
-734865,-566377,-1718513,1745361,2923475,393642,-1588461,-3519505,418831,-642922,-2142409,-235935,266454,1767198,-1628780,262315,-798179,-2434015,2014048,-3882194,-344076,-956703,-2695837,-1828268,-3069782,-1626075,-1923091,3015783,549677,-526978,-1217745,-1316746,141265,-85078,-2031524,-943347,-2663488,-1388798,824599,2169067,-2415914,998009,-1201765,-1025971,1296227,1818921,-849126,-416452,977892,-893604,-1592379,30040,5451488,399040,935671,-644802,1682605,3399816,-847413,1630241,100915,1658682,2221022,-1949106,2523688,371714,2594188,1413268,-648894,-2051057,-1618143,948628,-389089,-1644600,2407995,1300622,-449338,-930771,1675563,1943408,466510,-34882,-2029508,-1445981,109614,733753,-633423,3322261,-157702,-1533607
-1498700,869122,-219433,848737,976679,797407,82480,-4044172,-568622,1622509,2488590,-2202525,3036036,2510468,58482,-160972,-1783081,1457422,-889003,-1510757,2188106,-1604321,-333278,-2532124,226070,4861466,2354243,360876,-105700,450316,-525388,-1356951,2272371,-751762,-3000514,-688157,-1216037,269984,203730,807279,710556,1606630,612645,179434,796422,1259318,190471,2224407,-1390577,4192670,-1138162,-23245,1348176,-933595,865702,-1552929,1738856,2190307,-979678,39247,1908449,73708,-606061,1069424,315422,-2843153,-612150,1588060,-112696,457552,1945239,44921,-777808,-2319493,-1552605,427479,-762552,2950385,-331842,643956,1320992,2075436,-1298947,-1885154,-633162,279007,565645,823743,-493325,-2301046
2102117,3483810,3931278,-513721,-1059097,1361386,-562657,-1440101,-601219,-58510,1781600,2451204,-2424462,1187793,1394776,2126682,-1998118,-371404,1544212,915321,-1517293,1081272,-1734123,509493,-3408170,-1081458,68934,359577,419997,-1836593,219278,2048470,1962591,2103407,-1774184,1807986,-1078097,1158321,877359,-696067,39501,408403,-452925,-3215094,609327,1404026,2559482,-1327473,440566,1751517,2614828,-862988,-1834196,-2861843,-182071,1946547,-1026783,2107327,-3002231,635097,1772354,2030347,-1083390,839939,1827208,-1212332,-1228202,-1223462,-4907,-387162,1683486,859120,2649894,-319567,-889700,-2178702,-709196,1534330,518955,-872026,-3119218,4726997,977366,2094037,-700451,-366741,818954,-2262014,568459,-1386825
-2398311,-775618,-2014966,1420490,390527,-760543,32743,-4274763,3178977,1629,154908,-246448,2607942,-1033404,-607992,-1783290,-386570,-526163,1983046,-2176370,-608284,1364025,1465406,976810,-398831,2135311,-1128852,2475032,782025,444742,-259719,-2931957,571928,-2524697,-2885885,-916401,-1480371,552863,367629,912467,2251875,-663748,-1372441,990852,-846226,909461,-892646,2569647,191851,981088,-1089556,-981967,2264560,2214472,316354,-618527,1131560,1576864,733460,1000359,2141536,-1933625,-1199313,-2427447,403080,-496865,-357296,-226503,-2441016,-3160928,325552,-462553,-2409087,-4018395,-1793064,-769874,242159,1486169,486063,1349564,2681903,461178,-2199592,1176442,-2137144,-2517211,-1710140,4086744,-625578,1169540
1390366,-576603,-1116922,877263,2234482,-1340308,183441,-7557,2300701,-393809,-2066544,-250882,-1021612,-627356,1067422,-1548650,-1894868,439101,1126191,1135091,-1686959,2197937,-1485676,3020404,-573774,473239,-1117667,293342,339439,-1170560,600638,-2663108,730834,-325195,-862994,546275,-630530,-455889,1380247,-3364578,2266529,615411,1280989,-1893984,349974,-2193911,-273177,-2169818,1132059,-4072053,-55687,-448188,504645,2068641,122527,-17961,-213908,-1185965,574246,860394,-547903,1269953,490246,-2125437,1146454,122230,-544280,-1208331,844861,-829659,1123749,-2698658,59256,760530,-1739675,-252820,866673,-321647,-358585,741227,1053093,-405139,-2561172,2814242,2248011,654449,103544,-1179633,-1089836,-1284970
-213740,-638258,54818,-875230,-1404965,15133,646256,2331801,-991346,362125,1400137,-420768,945620,-2370583,-455911,-1403598,2473112,-1293767,-339574,-1147636,-995597,711112,1261741,929201,1179629,-70490,2456066,2259887,-21115,35000,1360816,1998163,198389,825395,1342495,-87192,896714,64322,-342314,1514387,-1780691,-1395172,-879098,2235787,1349829,1926702,-1153304,1400026,576182,-807019,-803502,913571,-753462,-2018090,-2307644,-42782,-234680,-863224,-145770,-419875,-457598,-722233,1801088,719758,335144,781487,183929,676820,862875,-291640,217027,1705173,-700935,124321,-386886,-861541,-1635624,1058504,-1068474,-1896374,-4076046,665955,-170547,-408292,-527331,-1147678,-92354,-387187,-744338,1269879
812018,540197,551134,1454152,-470153,-655034,2959249,-1536516,-578960,-57446,804080,1015416,196727,887301,-804981,-52334,864008,-1448911,-1123500,923956,73259,-2869038,-1910261,-1670807,-1404203,790068,1401851,-749817,-1613424,3816348,1003381,-81686,-3238514,1543614,-43032,-1626025,1781892,433933,1659688,1103376,-231610,-619001,-2090244,1846011,141250,1673135,-2238368,1364329,206914,802663,-1451194,-1293383,-1019414,-1760333,-921749,-357502,171500,1595524,513290,-800326,-1784724,-480100,-459705,1302178,1032429,-1650190,86479,2308129,639917,125944,-1085409,-1946147,-386790,1058490,-1612240,-773502,-717316,-1789603,-1925541,-1106309,-1359681,963289,-2815824,564026,1217829,-2785021,-789880,-440599,5456,764561
