202432,317263,-89990,-268818,-348035,347682,51972,60751,-236585,-184123,-187236,-38200,301906,-444760,6066,123393,135902,-233545,-112136,-395643,205672,49316,309583,2925,12540,-46235,14990,-373737,516503,86001,-57703,42794,378917,128778,-112615,-158807,44283,13866,147635,341494,43256,-334175,-206588,-78092,-244658,26812,325511,-84307,-256770,99325,-4045,-140672,374278,166082,-191366,-12837,-181213,-150058,-343639,180598
46441,-259537,-126495,-75177,55760,-118086,101876,124129,184231,-120297,-122716,-160474,-326412,-135350,-128378,-89922,-211980,-367881,-74436,-119393,250059,385396,-4507,53822,157281,-148385,-55995,83520,-145590,119768,291282,222182,71284,91233,136427,-133053,91642,198510,142725,211549,156353,254904,30426,-415489,-20661,4688,-226000,48283,27235,160950,-15800,-168928,-52646,-22676,243765,133304,96618,52871,102886,182248
242070,21762,29064,284014,-209164,-182574,13091,-476967,-128424,228308,117093,-285567,377531,-91750,162251,-67064,-851,-63512,239756,316318,-294988,80551,241112,-17722,-337684,-362033,260926,156114,17292,13611,-235088,61284,296285,-357624,313958,-63118,-86665,-232135,-55936,-124691,-539603,-220542,292210,150995,-657767,-512999,213931,-189688,-109148,147502,109623,-222408,367576,-125726,-81489,-27516,-332008,-352262,341014,81904
383171,235197,58159,528670,413929,334,235843,-379330,64319,-416752,-9154,-21622,439597,-110894,110718,-439731,815349,-46509,-250248,828806,-87807,517710,-2991,-316508,189347,-151726,-62263,-455168,-204412,768944,351793,-17901,22620,-58666,540695,-34789,-150151,-141098,-55725,-294624,-418651,75304,209418,325695,-61928,-393075,116015,-337133,11242,-111111,310017,-116792,-63960,-308698,-43832,209728,-472028,263953,-401962,371273
-7181,-526364,-131787,281788,27999,-110316,-308739,15119,-154943,30063,298722,-42706,386093,-176268,30534,-123986,-536293,468372,58560,43503,-443604,-154386,92040,319555,-30638,-247393,212088,535552,260688,-417636,-163430,538004,862322,136063,-342156,-53444,243668,187233,140702,-251303,-167235,-133337,98725,407089,-129571,-247066,-230994,-127616,-441309,354872,-111304,642319,88680,-163269,-177854,-62014,143172,-293431,321413,-222086
-154458,-80763,-318641,298219,61833,-8192,162778,-203849,-390630,342395,-365995,95806,-196110,-12371,-117067,130438,-275913,221865,-116389,421020,-219567,-520021,430206,149677,307861,-226397,507437,492387,-261712,211520,-40941,118017,-244815,-73322,101257,57299,-369428,-16267,-392673,-192321,-104046,-219174,-141137,110443,-257762,301571,-160559,239082,50870,-105729,-108366,243532,-124302,-310333,380432,162982,106199,-360762,314578,77985
-113177,-54772,211097,-47486,140639,358700,-57782,366464,-498456,-56983,-53133,92562,-873,-210694,2779,-439969,130080,64004,-304690,613007,85600,292733,123132,331992,-227812,-189993,394743,-41264,181844,33383,72743,136509,42346,-72985,-112802,-214978,13299,179050,-361056,-16087,-91938,-64890,-171094,-159455,-455507,-118132,-194069,185769,-90691,189254,232197,87178,-67319,-140364,306178,210333,46861,-227199,-26393,192806
39932,-43144,-170051,-107858,-200439,159468,325252,184267,-237657,50472,-480652,354449,-132416,344095,-381449,-103988,160851,-329274,-193042,-331098,-298659,-140192,-26852,262987,35831,-278956,-54539,222428,-163132,-12399,156720,-135247,101959,106491,42599,-153319,24458,230394,-124090,-188855,166552,-158151,-236904,-41881,-31270,534862,-21160,17531,-146347,-211280,166714,-63249,290899,-39451,90691,-182813,119149,60194,-28884,-233877
-324589,123544,522496,-501871,89326,240827,-83986,462787,11293,-221574,195340,-7367,-642086,325930,94762,-127059,-98643,-398295,-443,-333014,508978,217190,-51251,109338,-64243,281130,28193,-60902,-180362,-48914,216597,-19586,-136747,132868,-272739,120703,145225,205452,57734,350877,301808,230276,-314328,-306391,217722,127856,-98596,-142898,203081,-176636,-210361,-203910,-225371,311763,18250,-671616,-305107,103906,114431,63394
-97192,23858,152681,-79872,88976,-224694,198319,-60191,185112,39608,126351,-195503,-377032,-21240,310132,167237,215843,-176948,-214285,-211783,183041,101732,-41753,-552931,58181,156706,-100634,73133,-468510,305320,32488,46372,-246342,202874,-64398,62598,208580,55940,183742,170545,152405,124023,311336,109366,273905,103812,40433,254074,-13041,-159341,96836,153118,-259196,118391,-497212,-187904,-230438,486636,257623,-208918
19781,104230,258540,-246157,191714,56639,-6489,138992,-137016,73575,-107831,-198974,-19370,211047,-105051,157880,-14031,-21906,-134473,-144336,-302191,134592,-299028,-807,326892,44647,-274313,131599,51566,197539,274134,-6280,109582,-215669,403214,222943,-226566,-312948,-286908,104778,-138660,-186152,-153543,-609711,141287,-426182,16729,190968,244302,103581,37497,-257923,160895,-420557,234853,244728,15524,43981,-7354,-424728
81040,183582,44375,-368767,-404475,79438,-95394,-189889,323278,292672,86784,-225936,47442,-29362,89405,153096,342295,-422931,172838,23251,309131,133491,102711,5566,-361672,137687,-279968,-203642,-79064,-29039,-199351,-295213,-371668,-364899,-364437,-195877,472448,-150781,167352,-217231,54187,427,-132816,-38923,44524,199953,131881,-315236,-182561,-144931,100675,-570131,312698,340897,-116059,-47265,-158322,135629,-24873,52252
156764,351749,360552,-309303,-224397,133899,244810,194953,-503286,-366154,136754,263323,221817,-124994,-36392,142233,-295629,81657,-167612,-202915,149689,-181406,-232986,-498420,-106501,48438,153095,-669649,81365,76154,-23821,421703,198110,-64163,463513,305750,127260,177583,-97360,279714,-490276,186280,-127683,-20269,236996,-197871,200284,39490,-597078,-166763,212904,81973,513994,174048,71366,-78954,-249954,21444,-425430,363028
103805,-90559,-330912,658049,390395,-1971,234528,-32665,-89385,-195566,-567393,95914,-330460,29650,485058,-205742,158211,481285,-271073,189364,57940,533663,111964,-553881,83588,-233285,178853,131482,-187540,158410,-135574,-222608,-533244,190965,631046,-553459,-113706,-464919,-96468,81421,92902,-423419,-318952,-294581,33075,-199939,44842,-99440,167889,-88635,213645,-289343,-566925,-82799,35211,33214,295796,506916,561494,270822
-92355,114885,407903,-248915,298913,425944,-171905,575830,-288888,-3830,360484,108889,-363378,77335,219214,184823,95979,-285747,-352621,-196347,-51032,-140132,-125986,300650,-507180,481371,-227332,-573046,-123098,-42440,-239005,299004,96115,-220063,12986,-408360,-6691,37380,-263259,432117,-69666,-49435,344209,-456474,352617,380300,-402482,201991,157201,-337762,558506,-536380,191383,-67707,379533,13069,-2266,-258016,70533,243589
28804,224431,-468388,122890,-406689,142540,330480,-196035,-384060,64061,-390481,-148448,125094,-65856,-15240,128330,60660,-149877,-405124,259335,-3745,12730,653170,19414,211865,-226922,54881,-72707,298374,-5603,510225,-361475,-405799,-86310,121069,-188533,11944,-237292,192565,-40443,134442,-631650,-164225,161154,-168271,395263,153813,59388,13696,-188646,-64337,-21253,-190226,-469349,-6678,246639,43627,-189962,114991,-63823
233552,-457415,-358833,506664,-62961,-384505,-12051,-476094,664084,-327032,467647,-49888,-177779,-5709,-22938,237765,38753,-17710,329133,123238,176076,361466,555727,-423302,-384725,-215102,82676,363131,-600490,551904,-213250,152241,170054,272351,-404945,-615510,-68873,324868,352161,-187305,104570,-56240,104853,569044,61872,41473,-31952,-178188,1387,30443,-94232,210828,78803,-52450,-72545,-155503,68064,-90922,154696,-107635
-86315,-111608,470162,259436,464178,-368006,100073,8134,-491282,158133,76656,-250419,-3367,176132,176755,-491450,-202942,445489,608,389678,-290474,-111810,-233786,-102006,279542,1668,-111319,-59320,-232008,28907,-19406,343240,-71060,-200830,235606,407428,-387878,-280487,-458183,-380823,-109036,56482,-69561,-481809,-222798,-654232,-113626,568630,-236937,61830,-69450,-128108,-194176,-194150,293979,-25845,-25568,-249848,145891,-45631
-42421,-97315,-7024,-71612,166094,226281,-438919,38837,148066,121766,61037,-432587,51471,-562282,265561,-51307,-201847,57489,-209854,306498,174604,195186,236361,25447,-75519,50262,498441,296269,243053,-77723,-119304,-41179,-202480,137521,-40668,-126933,-9146,446793,-302373,547896,-224743,103631,231418,-150232,-149998,23458,-170632,239725,340627,-142452,117413,257969,47064,-115204,158045,44197,-99281,-166038,74788,256926
285730,108423,305947,-449141,-306569,-162505,42348,-129788,151503,125981,197477,-489851,-133569,249205,-404888,-20316,-332549,-501013,-290473,-185424,429036,-152397,246817,-184675,-129919,241708,-166315,-289563,246728,174847,-120885,-187984,-62576,-230423,88589,441007,-93255,173236,-7533,393655,7892,292453,403956,-219574,194023,-12201,53707,-99514,1229,151607,-312926,-406136,12461,346199,361474,158940,-388704,-18358,-95393,-258269
-222006,483414,313696,-97386,210245,141109,-404687,-532769,-47253,444311,-249560,15532,312612,339744,-60196,238232,181810,379878,494789,336767,-299335,-239602,37036,108526,-55123,563047,58301,-156726,-416976,-107426,-443290,-287612,-704490,93311,247708,241897,-351480,-945919,-387621,-88312,-356824,-148362,-31534,89607,-300859,-122929,592008,-48874,-91734,292687,100706,-282538,226563,105630,147668,-177664,-538056,-186381,-218341,260561
79214,-284395,26791,-88953,190208,-151022,-327040,84170,203598,186564,236901,-418430,-157179,-506315,7443,-21386,-14991,-53873,300041,-89335,-69629,379803,84077,310296,-149853,-153849,-27669,98597,92079,-489158,-5405,63678,-32400,-330536,-14803,21522,-116496,58815,376601,9622,-112642,-115000,-245906,-174691,-44566,-163543,-8093,-76738,113634,-68961,24813,-128991,277742,74923,104950,101585,52770,-80858,-19824,-291747
254657,-438579,169695,-190430,76000,-342249,-291667,-138151,265850,511894,413820,-466932,-27666,-428261,-57562,28340,76206,63629,179172,-71566,-109368,25315,-56775,349694,-733808,-105469,-205321,-113338,94835,-490559,-602808,113220,75312,-217423,-112097,41537,-59489,79659,181137,-236644,138749,237637,453169,-44055,376529,-91848,-1829,134372,-347745,415749,-274151,-89050,534825,380930,-27548,-13594,237656,-327266,541241,-374509
65924,68247,150580,-187980,52007,201272,-15506,-108670,95938,310080,-250755,-216883,248452,44763,637917,-41045,-13046,-144341,-219802,16312,-155996,237735,133941,-299856,-20512,-98906,-167659,-66446,-54220,-257415,-16173,-159072,-111584,40245,-37378,9040,204057,33637,-71193,35120,-339946,-239866,46480,-407337,59888,-124546,194765,-29601,222662,-388500,360642,-364236,-20739,187682,61621,-156062,-112174,47858,7880,301484
14376,85062,595982,-454245,68214,-109297,-259146,-173780,242597,621889,217178,-225298,121132,233071,62379,441072,283765,-471610,-49913,-44196,-954,-105489,-155975,303905,-572342,245328,173680,36189,-117190,46518,-381778,21659,-107741,-165949,113334,287028,27529,98392,89458,53794,-165299,140138,769902,-125463,162317,-40357,59853,154400,117279,257517,59786,1033,131344,352304,324096,-88265,-730383,-613088,199777,51359
-114427,-141890,-112724,-215286,110251,-225931,42169,298210,71802,149557,106119,-293554,-354822,-180545,-147345,171810,74302,-82260,-160602,-374157,245250,-136595,253556,-644,112291,-327161,-435616,32837,38401,22294,-55981,-27781,337062,-9028,-373931,62263,22268,96943,196172,-59204,763830,-63519,-274756,-275955,137613,-192848,-116502,250978,407300,-432931,202732,-645746,-24530,89398,-99664,339876,363771,5415,-42100,-431477
-225984,-174519,-166278,86938,-232555,-255669,-180546,-242306,111765,384110,397845,-354176,61249,187420,-104096,413461,-62412,-347824,187585,112962,-363845,-215582,445240,135162,-47945,24552,-281018,419294,35451,73218,58698,-409942,322420,-251491,-569564,-409785,-63712,-310138,43465,-356354,91186,-388161,-32014,196105,-430006,-353042,-80611,93513,272879,102470,-42355,6061,-90941,-570522,70342,-144183,-107074,-354620,489186,-519515
55998,267165,-49134,-276437,-586092,-165863,328992,-92313,-137911,389243,-324669,-16867,283883,225929,-150610,13376,-70060,-365931,199595,-264924,111953,-209844,-28971,-8910,98898,-441423,-423194,-157515,303699,-193623,79038,-157934,248790,-286798,-71704,421688,117467,137736,-156370,-338889,-355398,-191885,-332692,-158419,-238891,24328,415441,-70765,16242,-157350,126858,-484533,-96783,613724,-48429,286424,-69908,-276003,-332783,-95657
199614,106500,-131577,-65612,-303972,111688,-59328,20822,27064,-230659,-199568,49703,20634,103656,-478152,-144700,-157965,-179740,-132599,-212098,-74079,134289,80206,150589,-120792,24530,267442,220478,255379,-95600,132153,-596429,18212,100932,306522,-194660,-107880,205994,-212446,322907,3841,-12703,100691,-289444,-235121,-102464,246385,-193951,-184636,213534,-22179,-16956,279843,40351,-304587,-405475,-113037,215185,-4908,-218374
24995,58238,107698,-73660,-320642,-757,-214276,-345920,-25257,-180595,221222,-8001,138531,281303,-233447,498516,-350084,-89146,83093,208188,206782,27339,473742,-58766,-145754,29911,648250,218017,-193254,79200,76812,-88095,174453,92896,165625,281122,-125790,-91377,-45843,476009,-400338,-23254,-52080,231471,-199615,-276332,-61128,-606372,-192900,379658,-116305,299385,371784,-65840,117359,-239110,-553227,-123125,107017,193759
233044,-93037,-303694,103056,369406,-98752,224476,-19921,291080,61846,-448679,106524,-100719,-207401,-161666,-212134,320862,165197,-60437,-147115,-251350,-7376,-260222,-7964,479109,-241093,-231940,-32152,-262459,291804,-11746,127516,-78368,145678,188293,106096,-283564,184338,7441,-247811,74679,330783,-43703,-9008,191449,234138,-125496,134943,254891,-321710,408606,-389650,-134079,-139815,57156,358559,469999,220630,-580255,-355718
-199790,6406,137101,-201747,292241,261090,-290976,63601,187427,-216423,19286,175965,25290,-10455,187212,375607,44272,136459,280158,-109204,172616,-161612,216286,-57312,293255,148872,410377,-172060,-169869,-79724,-201745,-107923,-74917,248508,-246755,310416,342010,-131706,180759,59518,69752,321986,-119276,-59065,150524,317694,107560,-163896,534373,41128,-168038,347646,349696,-237567,201004,-313269,304779,71431,-175860,-44897
72440,148169,-137733,-342260,-222976,598948,-62154,-143129,-202216,179915,-286697,11047,779131,-105102,50170,-15153,83445,-257113,-737962,518218,-353226,-159830,687928,66127,479934,35367,87349,-222201,397264,-101336,117197,-470496,158308,132176,-167833,214063,314226,-75595,-194190,-12393,-19705,52647,105413,176990,-325044,629352,-219998,-40746,-528611,-225579,209943,81162,416789,-355882,83514,563859,304166,-127573,-154276,-17027
-94337,127331,-490707,325356,-245101,-23076,29917,109365,-77482,123900,-181174,-48299,-90431,-348055,-37620,-229792,126824,-18301,-289994,56633,294749,-481681,271159,-100026,-155688,436791,-46546,7954,427840,10952,4876,-398689,-257315,-46369,-394883,-477520,217467,179041,174892,-77191,300560,-161799,-132790,558747,-83728,461436,164000,264522,436228,-369130,139606,12780,-555876,-305562,-35894,254466,273882,4426,110471,52706
154085,147558,-89178,-39343,-283587,-52140,188956,-136717,-138418,43237,38502,-84975,-17696,370333,-295327,523931,-301606,-40737,-471298,-152539,-115926,-326173,233408,-578138,-97663,299414,58389,414459,52479,361086,-320888,280501,282262,231446,12864,-125123,152377,-414414,280208,46653,-103385,-68431,125022,34238,113360,149577,179056,-115031,-332266,-137157,189675,-112465,1877,-99867,247647,41244,-296638,-178683,234119,-181962
-301967,117179,297610,-166670,282132,383839,-213586,184910,-299028,-142727,244381,-314757,-281479,-208499,539063,86232,-63083,-41312,-66479,-82848,168275,112565,284947,94105,132920,61949,391309,-37304,-155708,-128210,77426,87939,-155997,-263054,390374,209041,429187,-187028,199028,652288,10067,-383367,68918,-133738,68263,129991,-242465,162528,324240,-179856,16255,-317246,190760,-298868,-108986,-242285,-387707,94987,190327,-14793
-114418,321773,-440101,-66471,-186090,-112545,-185661,-322008,118035,63849,-5282,-144235,-226295,-149461,-668554,841264,14110,47449,-16917,6223,120159,-410806,324015,277769,140159,152305,155370,373137,-58515,471865,230111,-31244,-375998,-243351,143128,241333,-394424,-471951,151654,164733,534705,-74887,-122356,47315,-100120,177636,334509,-32362,284278,-91526,-282903,-103224,-384059,-338221,52258,333535,-131667,96147,19732,-57253
-55518,191072,-208159,-283456,-159064,271397,-197363,391248,-297251,91018,-519095,-26295,-72626,-542492,-322310,120467,-140304,-138085,-304955,-151767,94311,-412062,151972,384307,228479,-50553,273648,447894,503008,-380547,281961,-235870,48248,-222566,111235,171948,-50849,5545,-153222,645257,170086,141965,-354402,-363171,152734,98795,-432630,474733,333338,-327924,-121800,274337,205892,-291459,377882,74919,-10358,280047,74050,-50403
281103,158666,-246037,119457,23709,-118991,-55158,172986,-56988,-70077,-96315,-11670,237983,-649120,-252727,-150458,478029,196726,-368011,44509,240294,-634299,179342,100443,-126957,30288,42528,-47879,248896,-252635,-83526,-386788,57360,-142747,-234498,400196,86048,8211,104680,-186948,374504,163056,-235726,370207,195749,41048,-58352,199695,156363,-427996,-49155,-92275,294256,14524,81286,413520,80439,694640,13208,-279926
6177,32247,7566,-86863,126293,143050,116254,137080,114982,-71541,169721,-75096,-264634,-285204,-162616,-352631,247637,-121939,-107955,-65085,10887,-69303,-439416,-151417,-165189,378853,-336768,-227414,368179,147292,82080,34764,265907,300102,244900,-46302,266080,238711,-57465,89737,485580,218626,584158,313427,154630,364663,128333,219082,148432,230253,-328548,143651,-79142,-178338,-21974,261805,2745,-37200,-217594,-324552
78956,315848,189893,152426,-211423,-288732,318605,201695,-538539,-82547,26453,309441,-381769,469154,-502914,-22883,68526,-21671,100459,-204792,-132569,-387976,-448781,377304,-158601,110761,11809,-311054,-241414,-111373,17808,329380,-96205,-431859,216363,-147694,-548748,25964,-257771,-232328,-552859,416501,-217728,-50318,-78696,-134993,-41645,-157912,311752,149267,270964,-291771,-278887,-240955,200245,-336389,-545295,-88490,296550,26627
-585161,140244,225818,-69797,52405,134652,-365998,-54040,-148201,91888,236100,176477,-59680,26733,261553,384832,-42936,374698,723006,25821,-193132,113414,-492562,290885,-31769,256599,321845,239261,-35466,-265971,101133,279940,-177578,274716,-125327,-119159,-70285,-505636,76687,154905,139408,-219532,-152452,76541,-549880,-613155,45555,-246702,34424,509757,-282192,556225,-13675,-72246,-183297,-341527,-213139,12251,9217,408598
-414405,280652,47368,-142829,-19303,153132,-118229,71921,-225967,-42044,220415,-350777,-97736,-321386,250043,13539,-52019,345741,-168080,99684,-102704,-59115,92535,-302062,301639,292490,-38912,286366,181615,164674,540721,-83986,-622848,34946,-13730,297609,-194748,-514705,92985,-185784,655468,-65,-282946,190038,-303387,-204450,83025,366125,20586,58933,-124264,151108,-201308,-269755,-300892,236890,142362,395144,224471,-257245
-4287,303354,-62239,17041,45760,305851,-187956,-109648,267226,-222,-3699,65358,143984,72864,-133980,-34793,252000,64688,-8570,255291,-406244,-282129,-54938,-64927,79350,279389,-105305,281797,231556,410078,-180732,-495406,-77253,-43120,-80975,-203037,-212522,-257662,-324356,32506,92725,234632,375460,-156474,-396594,240320,27113,149318,423500,-146935,-84233,650,-112830,-409643,-16566,59170,65280,78335,-2767,154078
-73435,254618,119594,207467,-136240,-73532,270515,-73468,-244367,37606,225480,174169,166425,150145,507735,165291,286949,-293091,100021,-48727,-386825,-206892,-302756,-208127,-164500,-54660,-34713,-516860,-216319,-136093,-163659,-200018,-75857,-382992,132647,-246657,164199,-9769,-303903,-396402,-316421,162143,-9699,-70337,-343773,-227841,119231,-85856,1405,-252778,366943,260395,-169263,-54963,-358307,-562635,-178490,233532,271650,183592
-462954,496834,-91436,-458542,-366587,330534,44694,367805,-395368,191668,-111244,153146,68703,-335943,206466,568765,313263,-13576,-149091,-115354,256340,-155736,-97143,197666,207541,222056,-67010,-265023,316292,-75205,225020,107108,-350210,-142251,-397268,74188,69986,-165495,311826,329253,306595,-277445,-446657,-125134,-305606,245749,-48760,293561,205171,-318495,88190,153452,-27813,-19965,-224403,189047,158136,106480,-393672,109913
57651,196343,146044,-414703,-219191,330439,284776,184861,-143418,-132536,-246055,104893,17208,535281,-9,-45490,-492688,-76866,-179896,-171750,154623,135752,268172,-198878,529651,-216923,-159393,-114413,389841,-47636,316413,25530,239255,109931,103662,476157,-72139,202460,-279310,137793,-379536,60878,-157069,-245113,114823,96173,112938,-231985,29654,-305237,414640,-389777,-207423,15120,114933,285760,358749,-281335,-206082,-167707
