-22610558,-23658211,-1121991,10690326,4790326,13038071,-10923009,-26253442,-17243011,-37711406,9462174,45595157,-12878389,13533934,-37395516,32615268,-44813411,-36394720,-32845189,-19031052,-12454892,-7812422,-18243358,18591046,-955265,2726734,31204578,18817769,-40454907,-27841298,34157195,-18240850,-2631895,14609073,2929991,-30726643,-8561393,-17364246,-10136900,-17535696,-16704056,29910183,-9822160,-30131162,-21628398,-6815965,-8417940,-9550689,18728574,-40714718,50306268,-8970059,16807711,-28804752,8204713,29038495,-47472426,-19497977,12665807,16865597,878562,13890126,29705560,22651781,6122899,17301264,-63236372,19488616,-10630899,-484283,6898115,18766135,1922081,30830644,-11530605,1768580,36404750,-3635196,46164547,-8419853,-7742322,-1045052,-10975358,37973701,-14131001,-33227916,48942190,-8247504,46513861,-25707974,-916373,17261794,-16418115,-8268859,-27956528,-7746112,11517404,6385165,-8264288,-9312058,-23700998,-11217439,-1679214,-15220313,3931223,9380352,-22941811,4958289,16338030,3536711,13675135,-7060167,6566175,21968237,19987877,-9253255,15747467,-40112667,14274875,-4093073,12125389,8849733,6877881,-10240022,20043310,-23637777,-39300372,41597180,-25528901,-30297703,-30029101,7432031,8711237,-20242294,11374403,-17528791,-4580392,-28422519,-14720269,-9261672
3402064,44159183,-10369864,19291806,7878439,-14137408,24358701,-35950394,-25639440,-31178727,-23968756,225476,12603336,15677720,-690916,-19769263,-3293489,23177502,17815053,-17106763,9898490,28113734,-9676034,-2379596,-29765693,-433663,6179527,-8395081,-21005957,22017900,34641039,20748112,4583319,358720,25896473,6495589,-25407208,-19200041,24430003,-40819052,-12861561,-6671791,6057708,-11478349,-6197160,10479796,16721434,-19647674,17569418,49223488,-29609795,22301965,-5419642,49937262,-18039092,11893706,34683530,-7180158,-17532601,-27042094,-11901858,-24741013,16871230,-21424837,-12147332,-16566084,1027643,-19439175,19316352,-20776577,24067519,30902313,11803985,6066170,-18191878,19002591,-6524229,14914849,-14701721,-39272274,14597967,4359916,39031644,-4562415,25647734,-10673477,-17846943,30669789,-4460426,-12059459,80413,17450705,-8376879,-21636436,10747428,16827419,-10525149,15263824,-19558417,-9175867,-24649856,31353405,-11908776,8005429,29270144,8983074,3611815,-10509266,15002567,27350135,25243501,4041945,20083626,-18936696,11421377,3826368,17036635,5076104,-4018668,2987130,8887047,-20236315,-15121518,-23646202,-4859335,9711474,46237350,25603416,-10770786,-24011287,4383856,20215971,-703890,-19195346,-9313666,34670042,-7946429,16707475,-11012250,-12599899
8706444,14388077,-423591,35801782,-4321958,-5139667,-14958801,4871920,19109726,5276356,12448201,11597833,-4846395,-24413705,-806724,-4302826,9972288,7465940,18886712,-9366531,-14303899,-4303628,31149137,4438495,32715131,6642474,2051557,-23829793,9122448,4942030,31919487,2550407,23043411,-15325782,-4965140,19673119,-3529825,4474137,-16852269,-6666229,17616125,35334669,9333445,24081770,-34656915,6547528,-19959417,14097952,9185778,6078301,-17930898,37933509,-38546859,32127771,9036231,-9161961,4445802,-17684102,-1024250,-39501560,3978118,-8543730,-6730348,-5375307,1057409,-32996392,17217802,8652503,15588613,-2155255,22416131,7382357,15303408,-25539961,-13640820,-5551096,13877057,43243694,-26901948,-1118163,24185316,17711331,-25082380,-7405992,-3106294,6097371,-5679561,11568970,24194353,-22691105,-2848699,4646682,51530535,15947530,-18900258,-8828442,-42231327,5462671,-6959957,-25601660,-3211471,-11658532,29448166,-1208663,20278273,6713794,10560647,-26375945,9823041,-11722792,-5652967,-18388446,-4581254,15252820,-24032950,18937893,-10615447,-2995599,-25170358,-16656770,-17595989,-4918635,10669488,7347214,-4598211,-27858309,69498,236078,-7293127,-2492331,1856462,-1977221,-3116633,-2865171,11294733,8186725,-15653985,50869419,-13965008,31092977
-14258642,-2280645,10746578,-19525782,445853,16920539,-718449,-1362609,16491220,-21302774,28797934,36826810,16712128,-3913093,17582465,16374085,16411662,-11974474,3995693,-6075001,7494047,-32582419,-944086,-14032261,-4916466,13242340,-10319329,31544801,-22332463,-8148597,23467733,-9766703,22473537,6457554,-12669273,-9406123,-18835933,8468260,25994882,23287745,6130477,-8089533,16148935,21617366,8722597,-2692131,-8782747,-9001745,-12929962,-761439,-1727889,-10965831,21119713,-19136437,-1109472,14154073,16013238,-16601797,-31490918,-9115025,-2657271,21501353,11609411,-840281,-39419501,1922838,5343083,-10856432,9169595,3886223,3492801,-15534643,-17040688,19430781,-3441840,12290724,24786311,22129415,15014293,2971166,-45355797,-15625348,-41457587,-32543124,21470341,17086374,8795227,21928095,-3475293,2309669,1803404,28192429,-6124924,-25112349,-20011934,6306302,3019112,-2422118,17312476,3874088,-624958,10136605,7238356,9688624,3235387,24500153,1716429,12085446,15056489,27695742,-100890,33127787,22042503,-30444701,11770620,11697167,-19666244,181942,-20441542,2012255,-4706095,-43691272,13056102,15600976,-21930584,-6337139,-1436475,503468,21289381,-20119434,11009500,721620,-4448589,32621619,16519620,14612073,11366065,-53334130,9370891,-14040954
-9849287,10054619,-36071333,10928060,-37872328,27169134,28428929,19815251,24043294,-11967752,13193426,15025464,-10255127,-9412744,24799473,-1220440,-8353363,-30650116,16484772,26405236,31104785,-6714334,-7090557,-7963299,-7834437,-21464086,-5775091,-21562234,10882669,-9511769,-8343067,-19063562,-13656188,-39595620,-20662081,25194792,-5990105,24926217,40891713,-7749388,33152753,24037008,4560121,35319227,-28881096,-7473358,-33470594,1279729,7115475,-3504990,6489990,11565071,-13137145,3578641,-6882815,27772897,20408199,26765746,3705205,-926063,18936865,-13375501,22294191,40971815,12655112,5925402,-13403824,-40136892,43454106,12614614,-1227282,-11340340,-9015000,-42157524,-15861902,10620478,22415314,13763973,-9755212,30154290,23513950,14034383,-10866752,-18261045,39971062,-11216487,-25640409,-6398073,19868421,13113673,22243176,-5024380,-10322700,-12741298,6835301,-8457136,6163162,-29956060,15968757,-39091527,44121844,-16151343,36476973,-36357464,17496162,17451602,33507496,17605151,-14081681,32701863,25396902,28112715,-13847736,10805982,5277324,47721145,-37846146,-21276297,-44696309,9683296,-35203168,-14341205,-24206627,4275443,8491981,6379311,9035313,-7267428,24615569,-14733776,-9723308,-19295940,-3610775,16362778,34314169,-8215254,-40332698,6197673,-31578827,-9665025
-47167102,-8032008,-6558218,23781564,-18760951,-43185164,-38907627,23447047,12991485,15154417,25409904,-5580570,28878140,17941311,23206485,-3054124,3542130,-11850765,11984429,61397311,17349233,22293490,-55403531,16865972,-41368127,31895316,6643366,-11467504,-42876943,-3770199,-29487347,27053393,-18434843,14572364,-29342484,1796067,-53827894,25890340,28898221,28623969,21935615,-10129435,-1566184,-6948139,31201684,18739663,4442456,-1765769,5967620,5946004,52615331,2618795,-16235206,-30029466,-9833470,-43263407,-25711851,13809167,-3940197,14614514,-40465604,13504545,-274939,3811288,9728219,10424434,-20587496,-43750536,-1417216,-40838847,-25732872,27668469,36633820,2190654,56210465,-14310051,-35860647,-2241116,-10516406,22687341,17906668,-2124147,-11581800,28240677,-11299854,14799997,19855431,-21530521,-4741590,9024738,-11264874,11947064,33080175,11664527,11107760,-5944729,-21601031,58443451,-9747907,16660725,-3258918,-10971158,-8537194,7074494,-24851352,-34205419,-12954695,40900252,-25951949,5882967,-4677282,9374896,2486410,-11596039,-32665981,-19878625,-19262341,-35208658,-81758,3566828,-37779488,-23035848,-18339101,39549735,-27657448,5042072,-32813215,-23985413,-13345253,-21152535,30070141,430733,53848190,26144399,53822166,-59386143,32211841,-3761877,1699808,16568919
18506547,11548910,-16648423,163662,14536837,-33159975,13638051,17467879,5245213,29389706,27758634,-5689992,-22793506,-13009200,-10832550,-20576532,3946072,22971411,12608241,29702112,31795665,-13435333,-21251298,-1514498,-17761301,-14393644,19632551,-23018745,2044478,18208728,-25730742,-13619194,-19909533,4438798,-9880153,35773476,15552584,51410953,21304209,-25859041,65710202,-29934927,-36971573,15926682,-13074857,10826455,2806473,18213841,19193818,-6816659,2717340,716987,5428246,16474294,-22399848,9290481,-5526621,9590870,13065166,26333565,6081469,14551477,-8368112,14105773,-1087752,1611281,-17130290,-7902863,-8263574,12064481,-10668385,-23770014,3361514,-20036922,19612430,10752819,-29068409,-34093026,-12681702,3769963,8416676,-4966853,20484284,-16235735,10455597,-31752971,-30357734,-15038175,-2895787,6277833,-9626728,-3033048,-14937560,20444659,-3457150,20547651,22929297,-12578509,-6687670,-34637288,33118020,-8873000,18392662,-8865736,-17630526,-20562721,-5903247,22848395,-25402411,-2694916,10895072,-22254964,-23463164,-15857025,-19215561,5250293,363299,11960277,-17878624,967279,-7393979,6688976,10512091,-10582744,2631431,2196908,-14441102,-24729040,6997977,33956762,10653127,-33097424,11765676,1808440,-24539076,-46086012,-11486055,-18050354,9269125,6357425
-23499898,17799149,-12138876,9596751,-24315678,6920269,22420739,-20400355,-13709012,-33812753,-13427949,9453589,12519005,41199709,1296721,-32274718,-12753082,-9525644,28933421,17614937,35057612,10290872,-2466036,-8726085,-18214429,-21010519,5083617,-12071285,2044372,-24575072,9473512,-10279246,-38021547,7104558,25128087,4641418,-44509407,-8087816,59410351,12615055,5452499,17208658,-12525873,-284319,-31583006,-3844916,-22875266,-11503332,20351047,20902626,56285709,19780832,15089601,15772753,-19923674,24309829,12189897,-6496741,-3882479,-24655214,3488018,-19616374,6380468,8065592,-16783031,-27713758,-46034843,-42606936,21179224,674071,17467008,33443219,-5513813,28069964,34169402,41935662,-1379457,-18391967,-5742542,-16113833,12148556,-7547876,22102961,-13273714,46801377,-4811560,5677364,-785552,3104637,16407456,-944816,2398831,-11438312,-5823690,18918328,10464736,7861441,11684278,28162107,-45378912,-21408504,3914224,2568354,-23768618,-4996662,32821496,18523568,23588793,9304884,40756088,44034006,39959670,8396003,-17560272,8979790,16691190,32741015,-14581331,7714189,-13179682,11911837,-8791127,-23893464,-34879780,22224542,7994643,13831366,44531629,8966722,-44517672,-10589625,20276847,12315787,-23873833,47595331,5384756,1846585,8284360,-42903928,-23661000
-13168585,-29262509,-11200381,19657709,-6144773,-12115967,-28820686,13657124,1022904,19020022,-18885873,-6465782,5844457,28205682,21063249,-1404684,312548,18960620,-15482349,25104558,-16470018,-20253661,26140402,38397882,-11630859,17422714,898197,5874724,8534122,4646729,-23901245,24082492,-7037623,-8498677,-24050460,3364978,-23481504,-11811573,-38973286,24201596,-5769858,3362581,26998921,-20496773,6605152,20514175,-11222920,-14394612,21574297,-7927643,47373804,-11506836,-849260,-458912,26662,-30469009,-43575234,-15154825,26199073,22521401,-1716406,-17980183,2383975,-12504707,19325758,-3318983,-11465167,-21251347,-43309723,-10288124,-5764240,-13588496,38460941,-10693459,4213295,-23662987,24930084,-14221340,-15286767,13387762,1795110,45515552,-6360570,35310980,-24553264,18697494,52588411,-47211772,13701224,-25002719,-56525499,-5671125,42298488,56285766,11540898,-34346642,-37417432,19018124,-22097634,29823367,-15346830,12207460,5084614,10298368,6424129,-32871416,16608934,9619192,-5005016,-21256549,-1092335,-48159449,13940144,13839100,-32039713,-4566716,-12997010,-33338317,6947999,-27221901,-11183700,3951479,3220948,11701148,2986782,274875,-21686628,-6875767,-50878779,22099754,3242637,-8040629,15780485,8909627,26329563,-59366987,4533398,13091945,9302829,37005262
27132116,28858715,-19280005,-291614,-28702781,7453877,18119814,-3308295,-19446171,8201320,-22914571,-19049765,-13108355,-13517206,-9732451,-30421206,8252473,7182258,-32198357,-37916519,3631643,-1491513,-1222286,-1083577,-7509472,-19352067,-9598784,7051665,15740076,-11760049,-15577296,-35359858,-13329825,-33096658,-773487,27232867,4236384,-11797971,31520615,-6184247,16093506,11750568,9574114,-2049968,539139,-16461479,4711731,23924660,-18010173,-12390390,-45863110,14639038,1356239,6166872,-16618370,-2897372,2038196,1998448,-10729474,36684995,-6893080,-18959237,10902853,6199546,-4490035,16237416,14770659,-20334399,-12567944,32390621,1318274,227461,12147637,1826945,-11870720,-16506580,12768736,-1379548,-18277380,-12653666,1808542,10949672,39779264,-24228350,2099338,8021951,119307,8536572,-14563119,-32176390,5536545,-7047355,621424,17956018,24709352,2186859,7207108,-25432092,-3005021,-38452799,-1220731,21217498,34207905,-9118516,14991982,8056668,20195451,5202619,-29830286,-13592175,31625928,3499637,-16891540,15429510,22933532,39730474,7033078,9646142,-4095614,17524047,-22433248,9118197,-16236944,-10215162,22948184,11087818,1594793,558548,830550,-3049084,10945854,-4334116,-37665991,8234167,-21959856,2846440,-30962637,22732301,-8426462,11174090
