94658000,67009271,97637695,3512463,-15261764,57666057,55774615,-35060506,-11319500,49199737,-34465500,1878036,-41757474,7841785,21419216,-88494539,-6518209,127558283,-11129450,-39365641,47892188,2858340,6299609,-29967781,-21829371,-53453476,54134830,-49277697,22316776,-62908761,-84733761,-80631119,-67323691,57476847,46673280,-33868027,17884708,28743592,-19606813,-62729045,17419515,30273929,30368453,33071534,8211983,46348127,-51483866,-4504441,-122524569,-4413727,2984603,-20093816,19635552,40507549,71142964,-41988706,8289663,-53647613,4527693,44374734,-19046894,28803761,-1242862,-69634726,6509234,-35984746,57375104,8225382,-77812168,-50835158,-42966632,-65194923,-11169038,30603966,54654088,-46488023,-12765911,26920432,-65464203,-54594426,14999701,36683923,-33700711,19054645,-28901682,-41649926,-8011702,29155511,-5621123,-20293471,12327489,68794993,1754593,32605700,38163128,23322581,32888943,78386826,60182352,15851947,20031990,80816824,-14122337,-28152586,-64477737,48081749,37891920,-35743009,10791209,13562247,-50236862,55677863,22225917,-48070020,-11159061,71481559,-48208975,-22140579,48038607,-38581033,-61583344,57077764,51776415,48349187,-10939362,-2264742,23280761,11700335,44311594,77744139,2602659,71384304,-8635764,10486663,2050965,-105957314,-8755593,24248338,7775999,-1957283,-21123227,27540303,17733077,-104141468,-30353440,4683688,24102792,-64617387,-58675575,-76889226,107597812,-54511652,-41348405,23883905,81013168,36495999,68120982,30823986,-13663634,55355165
63436517,1411678,6700910,12330582,-38992753,-21496970,-11852967,2551872,-37559578,-19418807,-163720,12974771,-8415916,106223535,-5905801,32176393,55547465,18760494,-54634785,38910793,74472543,62444395,-59572158,9939335,58858686,-11201486,-11792029,-15481131,-9828358,-61462840,-23881458,-23677960,-31552846,41580545,20568479,70219112,-17753880,-39406180,12970793,-16764278,-38744984,52675700,20473384,-45922871,-72929144,5685358,-45342591,-20874713,-41860372,-79328399,11012975,-36608815,8340477,-30979636,66849154,-113131393,14018508,-81839736,810393,39144722,10849780,-18743360,9994184,15189767,-33949772,-21941747,-902758,34744515,20105629,75737769,-22131954,7743214,-94990,15383909,43875338,47913750,42586405,39196047,-7656947,17506195,-67157336,46050610,-33048686,61768262,34884505,-26841675,-60046779,15679319,48734247,-25193118,-36274360,-48675987,-91200859,-39178446,100297951,32083836,51624612,677669,-359591,37048872,41731219,37676133,-14234127,-23263140,42369853,-41094532,12190535,3072153,71835060,-17571064,-13360201,33911592,-21962888,-24741885,-7573654,6252904,-34379346,-10829610,56860666,-32612488,-14608070,-25722537,-14708467,2068386,-54222448,-35483199,23796451,-19522958,4392260,13840747,-25228643,54889792,-27573004,30219289,59813153,-38933919,17676403,11988799,11642563,-27227649,54859258,67894938,-53667236,-43875854,-13332859,-16141108,-18657121,-7070314,2378072,-80346346,33508602,-9537867,-8893712,49777085,45921374,41365716,-52605913,-62026455,-14561683,4608510
-37596887,-9932461,5294570,1004298,101109478,29011234,-15829471,83720042,23701028,28500821,-72030877,43301114,63315621,-9597065,-25423649,3124458,-32306999,-40411034,55744025,-23998624,-6755184,87643516,30400646,-70720035,61396001,-7235592,-12079817,70023314,-45538041,57319196,18833559,-42673089,17329220,-42474570,-54256358,-14565255,107811433,-75782629,23090513,-25073202,71325485,-117025722,14984686,50600167,48970936,-12151055,51439315,7544371,12413075,20358111,26691689,-103131029,-4152556,8409521,-47147325,58292570,25582350,45474956,24727906,-65136771,-33551362,117170262,2818922,-96540098,53350733,4310909,24965602,-73854864,38781514,-5003441,-37355372,-50157498,34435875,-11420176,-37539739,-21535537,-28010737,-12448601,-12248667,61912828,-53154885,-40321326,-33401820,-29311309,38138297,46415174,39377654,-49749564,51799900,76929404,55548579,-93066874,6548176,-11503455,53491095,-42868678,-48017149,-43184783,37926715,-19743584,-29857268,-29995500,-56455043,46182784,14114388,16360117,4695364,-122723601,-23896806,-38898926,74175707,-71214821,12689572,-6617558,-14906056,-35591188,9899852,-4153682,26722808,-12122945,56952882,-42786411,-56296454,-52718128,52693077,22442367,30349125,2541437,-7438093,-62845448,-1964640,-11112188,1556884,-34098231,-1859831,5619290,-22827761,11892639,-29164244,37396397,-3527284,-33849263,39165743,57966684,-16380082,30855837,-107848878,21413395,-16167350,-37412840,-86649303,65540021,85805246,46589356,-33377381,3398782,12308579,74550682,67875900,22560845
-38366299,-40680719,-36808924,15110931,-18172917,-18210293,20087218,-62579113,-62989521,-47002736,71336985,-10030876,-52257165,-26695979,-33355243,-61789329,11069509,31037265,949066,-10618867,-35760295,-76966806,-11106721,8384653,-44124229,25406953,37731444,11912464,3189678,-46413900,48910942,34325174,4357421,-10716224,11137012,-39599125,-50753486,87619580,42687229,-10345309,-36926289,38866976,6047674,63777562,-2304617,14742759,41540296,57082431,-16237631,37037250,-6769498,71768977,-4121985,43420855,14762266,33818805,4731433,1104895,-43936087,-21494770,-24833867,-55857092,-21195222,51419256,-9309469,37130045,56214417,24176456,-417552,-21819504,-18763493,-34635713,-74720995,-13302366,-1943950,-25755778,-41741938,11509972,20835390,-26091879,39942827,8277567,47873727,41590054,6970603,-25370579,-48861046,-1872469,14627041,-18981660,53954936,36926979,8308431,56078873,-67673738,11452715,52962017,32814045,-46148400,5663754,-50824386,-13261899,-4184639,42656393,17471504,24049871,17469962,30188139,-16834805,14495072,-49926885,46191477,-26759228,34437601,-62183233,47706411,-24464702,-11318348,-16571698,-22296394,-10301208,20718652,21142328,36081094,-8321959,2798063,-9190955,-46878558,-4253022,94055799,19555602,-42757348,10772984,-25228436,-19620984,-2482913,4781020,25763153,6625204,-2960158,-31554708,-32954462,-20374425,3871093,39867185,-45615872,33457932,-4997258,14855279,2158618,80597702,-14697986,-64307513,-40815118,14703585,-9184317,-17130327,13281454,38918536,28738118
-10448951,-38507414,18967680,-7825152,-49344408,-53060633,-7866915,14256159,-16514626,10495265,-29268950,-24595223,8711525,-27158,18038287,2722388,48984485,47080486,-44451887,-34003577,-64159607,6246603,-28721903,-29705505,-57421504,-19925545,47227727,14889832,-3716492,22827580,-106072707,-72990092,-14847946,49169593,-52667003,14483002,-24435556,-38611449,-60530965,-44363655,-19839528,-2166534,-50945638,-60104498,-82898402,42343619,28145103,39445870,-63456089,-18836417,-27341707,85642419,28928927,-65223967,78233355,15792301,24908013,-19781424,8063652,55904251,14779424,-7037363,9427093,-865688,-39039197,1093333,56450904,15599165,2668560,417929,-19654065,110496408,-15119964,14240754,-11474981,877492,10210680,-15054919,-18935540,24899999,-39747799,-86440862,45795608,70429231,26976789,25577343,7531195,-79247706,-20679620,-6449312,-51526580,22540725,-34258719,5078680,-9695572,-9084955,-379403,40473705,-62311210,-30859039,56280362,-7802325,39926653,4665521,9453598,42526478,-26012300,32132436,-14225514,-13124283,16737638,-9216881,-6916161,-30672042,38945480,-4054089,-22203265,15100439,-66557941,-44147348,21508222,-45226232,-35975201,51868995,18554237,1222920,34066635,31330382,50335492,20384832,37770694,-14295412,76380324,78333362,-53463022,-56304826,-22932553,-20949436,41407368,-105238597,51764364,-24096824,-1492727,-35660614,50109183,-84410269,46776507,73827643,-30559887,-61020208,5995279,-45398536,-18355814,-51047729,62623323,81953077,-22834862,-16912742,-40537752,42249537
52015960,8129224,19101678,39579835,-47527832,-30312812,-41857951,51695777,19614517,28944614,-16847768,-56706024,7588839,31418411,38596617,36351948,24187620,23308762,-75250229,37994018,7241605,23232127,41108797,-50379122,-49328403,-32245652,76731534,9895230,3798569,24728603,-43439903,-84640403,-22109590,22262975,-38236765,68201216,-78589244,-17907739,-8367477,17591622,-29127777,2796803,19382968,-43625388,-59442994,7410176,-27535924,-78952633,-10008673,41036857,-15831476,-5407288,-5043691,-8698084,1568550,-38944721,4738054,-71152107,43765814,25579142,68571533,-35869287,-24950858,-6685905,6671167,-36698828,-57614126,20213519,-14981055,50597028,36487207,79794057,38911285,48315149,26072484,-10268618,1398571,-9533027,3350426,-23667026,-25846964,-46857126,-37746428,-35950415,-38608512,46501266,-60200972,9333033,-53033722,-48371407,-37436705,37380092,-93410070,20519856,12489529,52521734,5804713,3436633,-31289760,92373888,39629806,69869331,18715423,-10974525,-23027711,-36318697,-17955925,54508018,83114857,-702230,-32704657,38792571,23592329,23531221,24427183,-23149919,23089491,20094479,32179035,-15471844,26711979,22619621,34048886,20118609,-15945199,-6648623,-33261402,11883224,14864134,7893364,-26185667,14577292,54233258,682562,42153644,-8038423,65420510,62464700,7579088,-17239807,33054654,-20713269,10047578,-41815091,-23554143,-82290383,-40530491,-28010664,-16226671,4177431,26906336,-71485656,829939,55325042,-16430672,48485941,39189634,-22611942,-6896170,46112242
-40698426,-22348018,-41459537,51198106,-39133975,-51123890,84831200,-13474716,-79274887,-67428608,69151238,-24224746,-4543667,11171297,-116774658,-46722703,73211174,57298558,-5394948,-36371635,-1947628,-25514911,-3468065,-66261614,-37196023,-60023151,-8762038,72350784,-65959436,-21188446,22591920,-97598963,-29085703,-29370522,-50171373,-17333930,45435697,-43111518,-391900,23262534,-41852672,-23749393,-27084051,-17787149,-48608692,20821127,59485202,75939072,-16326961,-46590549,-33857645,76256758,27429581,43910837,10108866,29432756,-74972833,-928854,-224490,-8473654,58126729,-58885149,5813618,20516723,-11640804,72755944,69443906,-48648608,496205,-54501378,-44459108,27868267,-34232053,22830065,48051864,-14418222,20792832,12586220,1414923,21901874,-27865736,-61657303,55626816,162276752,-15561911,-12921781,-238711,-85465623,27195023,35343913,2753007,-15772793,6035265,18047349,5293466,-9229777,-20776424,-30454156,-64640522,-28601745,-2273738,-51002457,-48084662,-24815825,42994453,68516731,12405630,374618,-61571045,-88650244,21559100,-28443233,89443445,75993953,-53994553,8546181,3692340,-64921366,-21602256,24489911,11841117,-58873830,721961,77471388,-24320765,-47908269,49677276,-60482879,-4477172,54936323,-68587651,-54905552,-10122306,-28113784,14238831,-28237837,8412862,16837247,12250912,-32851962,51090106,55566432,-56002889,3597947,60293240,-18678564,51719499,58684724,-47403010,-7889113,-62231829,-331655,73945284,27328152,-12502011,-13956328,-8729584,57765034,36796557,7217885
59390495,39784684,-42114657,106801991,-66691133,-22977307,1036575,-24553383,-2978785,-34984910,41736000,-67358080,-81401462,75422403,-29856143,28022443,132060859,127157074,-146141300,64460943,30482497,-84686800,22427667,-6280453,-36411579,52329321,60427525,25335857,61499755,-36229098,8434730,23741963,-105269553,79444029,1979172,30779045,-74479545,-12325892,30697954,50884612,-24635983,77094284,25796623,-24040869,-54905397,-9425250,-4398025,38856341,-27251576,-18696841,-29171276,-17941764,25888583,75611964,-36119618,-89241245,-115202015,-107515709,93381760,14283750,99672373,-124629934,-39346205,98500320,20582773,-38026743,17525987,92670572,20035329,-18390798,-2420379,57305655,-79105524,-17135872,143261341,13093759,-4712266,33642529,-29223254,-83919889,49623464,-53976816,-4527797,26984945,-80391097,-31695503,-85726656,13348933,-3091521,-105319537,-23721512,28855903,-48665974,26775560,-7286585,56620929,97369937,-97266406,-37266812,58426584,73644885,22488171,30333300,-14648900,-1027332,-81864078,41554382,57301761,6016068,-6989840,-108267303,98957710,-35120726,63155872,60792137,75568921,54223556,-60058024,63535971,-104757010,-19012936,72254602,41398152,117615090,-102180934,-35314031,-10768445,-8675557,35118377,131012340,-6798229,-3936139,-5734150,-14467985,37055637,-7911019,-937545,58743657,27740839,-47052668,84018340,23990451,-64694291,-41186437,-53470541,-25637988,82884203,-11137125,838438,1184225,-1601314,-104423227,-9598604,754855,22315231,31022150,23926663,-56557266,-23461752,13926228
-36825142,-58708199,-31062245,45296366,29311806,24725940,-52034452,-14708214,-37365249,27489500,5313043,-52190575,-34593196,-5190706,-76817089,14197452,13506555,-55751080,74088825,43653898,-1698480,-35467347,40015292,24760949,9733070,31627907,-24512465,-18160853,-44054750,5820287,-45089650,62622234,-58350385,-27661565,-29819958,-18666040,5098087,-40699905,13984246,80999553,-41609231,-32960473,8165864,11142850,-6298083,12328461,28087466,30681518,97168005,62407489,-25269949,-45137470,44179974,-28408721,2635338,-33742,-2018737,20697868,-27612358,21865269,-30509947,21632246,30321371,24112570,-6207186,114582574,114389336,36451649,37526419,-7334637,-76685807,1666201,-10972849,-30606574,-22761510,-2208260,32467612,-50845823,3784411,55438550,29312989,-49621139,-878135,-28394718,95244069,5638559,34068784,-40385895,-31691764,30769570,27627369,-22354565,-48660288,43935099,-12662110,-17753159,40445077,-67298737,-40803225,-27832279,-5676247,-72752646,-13684958,60355348,56326678,57521241,1397039,625849,-50048303,-26413859,-38687991,-99399922,11965905,53924456,-56783193,-11485568,26858968,24122666,14337042,24803873,785051,-59900985,-55740285,-21620105,70493954,-81932782,-17073896,-25003781,-28118579,-41529221,49165734,-12172099,-136880262,-11941097,-31475470,29816198,-41778098,46178233,-9756005,36021321,-27172688,28967970,47253349,-1969002,18602459,-1730727,-30510477,-45858177,7822072,-9766934,-96285597,63441646,48086718,-5713384,-17145821,-36811329,-45066417,35637895,29545755,-74045032
-56486794,717325,-48049234,-35440231,29784006,-3766047,-46440844,23678407,45189924,9456831,-25211087,13191420,39321969,-38209913,3051069,77061718,-45839591,-38422869,-25578203,54496248,54747128,-62491543,-25042333,54655524,89582284,59317569,486118,24860900,-1443189,169652,2807739,126975460,29605243,27991101,30223039,-339051,69509868,44980257,54824242,-37822529,-1992974,-29973461,-81989109,-8087475,-55865174,9749636,20202336,19520491,91744142,1663145,41695215,-40400946,9658138,65567834,-955744,-3167665,30262422,25762695,-20483454,-16645982,28425486,118320314,28909516,26486445,-29299462,14733823,-29868091,-6562278,31346326,-2970060,33137169,10188032,-11823071,-31080399,-78299777,11027455,-6768786,-21692798,-6504351,-4104280,27383186,46732729,-4396925,-1070589,7420060,-1306772,19941228,-44018009,29983370,-39089587,-31630475,-29650624,30621442,-26472010,-67280160,-27600128,15678032,-58152790,22517257,-68665493,7299327,61828866,9963791,-32601563,16707514,-48374542,-58829854,-1048913,-22291264,3178195,62450858,-733684,-4120782,31410179,16184514,-3341888,59919122,39396862,23906938,27123272,-13128631,45497888,21272966,-53284787,-38072910,53006863,-16419772,41535106,-230205,-106150417,20646402,21459820,39947960,36419187,42902718,32519741,23199573,-74623115,35737194,-41718956,-37857545,-48151372,17655092,58469855,44539513,19792880,4483696,32526446,-6576493,24784891,-2341875,65014810,5396936,-52111078,13136011,-23026790,-46976119,-16814229,-38182453,-88868422
