67168221,46716867,58976550,25166031,82124412,31885023,-48834585,-37279455,-60849021,6253162,-149491564,55910124,-32353008,9471710,124392784,-108275321,-22011820,-122294732,39183969,-38975201,-46579088,-118895156,-101973872,19483178,9383686,10670977,-69349383,5693050,18275084,146566993,26700166,85179062,51965143,33569487,-134654225,-80368967,-28572694,28543595,71939681,27994243,-33164033,-135155943,-13526794,28237441,102169095,14667387,-39175730,50920110,15240952,12401136,-16834743,54487660,-58659391,-60407461,-93763941,2574330,33367348,13247637,-53749590,-41567790,-124900330,-5528899,-114770452,37413776,28508423,3845097,54329659,40659010,-39307676,-32543659,59978234,29558296,55630522,-44459492,-25202020,-113453046,-14591558,-26558254,83708916,18017284,-92876457,-117327988,-32697421,-30721571,87551865,-3268151,59886447,-31378453,-88884258,69554978,8107913,-2493055,96745120,-3885997,1221826,53768462,-11421734,93501290,-76042748,83215078,-120417140,-96010237,15762813,51520317,41676324,-64017574,-19298477,-93282874,17482448,-45794099,71178754,-44291177,38316513,-89759302,88011480,-24343833,76886323,-50363374,7461577,-11673979,131675765,-42934936,-66105240,-20552528,16632308,69668775,1791769,3811427,26718366,-84038740,-32052311,9028739,-45430111,550337,-21879883,-29811772,2904108,-3994396,22407678,6018572,117473911,4923198,43161242,-55502858,20824893,27320271,-113202812,-45312909,-67981195,107291400,36268207,68804690,11379907,26506082,-4768189,25975996,58972698,-23952505,13110595,67362648,73074240,44621091,16039338,84704984,-65921265,39948423,160887533,121002597,32415524,-86833565
81593141,50636524,-4863952,-79190796,-53576494,6832899,-99763053,71661883,-26798168,70234407,-7228191,-33124616,23296145,-127592765,-103910627,-24939173,-38112068,47312613,-50447380,91331565,-1994122,-16127900,-42926519,11991084,181733804,70475699,-182863211,-24862126,136137578,60419396,-25662996,53542782,-23814425,52463094,28127638,22143361,-9274491,98077791,52371526,-200077001,-55749419,100830001,-120304484,-22152352,-43365950,17162688,-41406013,45097233,96929187,83613220,-162835630,-87700925,-26180748,18216449,76149203,-131802444,1355531,480492,44208871,128143751,74251077,-141773044,48789404,-148729675,-26575519,-88316066,-13121888,-66516615,16243378,-33615905,41786297,-180449591,1886106,-53699381,12996871,-35819157,-12279420,-166371386,-93899106,32083845,177517359,-68808672,-29340003,171555221,-80944506,-49092441,-36576815,-92398983,39530723,-25462704,20344165,10443736,69752436,207904304,-93490025,1707309,3593624,35905966,58034976,-113926125,39575260,-79444470,-79079244,-36778345,-22855056,-50991590,-20350210,-44009761,1796069,-41678793,99442589,24060122,640529,7785881,-7023336,119788391,41006055,-125708776,-40197100,-27549223,11523148,27276536,67660277,-39189135,-3511707,35484434,-109554119,36260898,-84492644,-11351919,-118355513,2893582,-2667646,72414837,-13076677,30757438,2953847,-87922882,-72155988,-29848547,-21228593,-48207475,-1826891,57254580,-9349601,-58450305,-17432964,19057402,55593355,63997717,24528789,3089533,-59242579,86407284,62654474,-34214084,44010044,12291292,-87770053,-37024053,-55511996,-8732956,97842791,-41773405,89125253,62685018,12405909,88971743,79210934,-128904672
37471516,111844078,32610903,-76604583,-45552933,-17133809,51883339,-135166568,-99413438,-241120,-35306535,8037171,-7326420,-21295318,-26205856,-3078952,62913503,78337997,18189847,-85431602,-45408381,-84029183,-137894125,36992821,61530443,45981748,-58010370,41705486,-59348014,135235877,100922373,30059038,43002122,27138486,-50004452,17170567,-19803728,118708139,28481947,-16860940,43132132,-76783219,91740806,22199757,60846281,-52915600,-33984878,-61638373,9362828,-95279956,71062006,-5645770,17286660,5657147,42387805,-58038294,98693059,60093433,-29620804,-110894145,-29991309,49229406,-119096045,12232007,45255424,19572137,-37011947,-40849055,41523492,62848067,-45737411,46891731,26781489,-60430551,10498050,-31135477,-88220005,-40364348,43493683,116154336,76867495,-61160165,134455886,-16458654,-16557076,59331142,41808984,40711323,-60237771,-31285088,46581240,-60475630,-34892698,-34587484,-12552728,69721662,8656776,20559629,23319681,-30568883,-7337266,-79096925,25844690,50355729,9294073,-62427216,-33968282,-37181583,-292786,105577275,-12411497,-25658056,-96553912,-75667609,-27747866,20037612,49442005,-33538076,65191360,10964680,96047971,-32737271,-104023539,-67251670,-86830544,13579157,-68393628,-62572471,-2621099,104029581,66840827,22167696,-93908984,16673286,57688429,46713231,-109515552,81936886,48745536,-104361272,66571702,40808264,15975213,29998375,54556175,85891327,-179813768,25376077,-52998096,42065644,-68651265,98539957,47439605,-28818679,-74940325,-3094922,74717714,50740308,18601380,-71999255,-75142510,-59775193,-105007283,-24766078,-9677278,-35477230,2522402,127104054,-84979247,-77854063
10713251,-146613712,-122618081,111608110,153789133,5530452,-113711285,108922844,52398688,-74004429,6322872,63366366,-111051965,60781436,54259066,58279705,-41356632,14081673,-18715276,-36266406,59651380,-5452936,62065270,-97424614,-44115141,-93595581,32409421,-89430805,76652473,-165026043,77784502,-85659443,64312643,-87358392,-26544314,28210746,-31639986,-5107323,-77086615,30534717,-113588719,58419190,-27467236,-201841523,-99684664,101119893,139220416,-21385190,23923715,27638142,-50640295,50863481,-124305761,43411246,-376997,167115626,-151924121,-30128088,-8515759,72073656,-44066020,50761850,106036085,52347377,420244,4276264,73651977,-11889276,40594669,-119777971,80983758,18577445,9996815,237067825,74575998,-50552487,72792852,-21694903,73514465,-150671660,-27141784,-3896253,-55567129,32439844,68176174,-181982865,44247633,-131608766,74824710,82333867,-68216764,21479587,136748851,92080793,-77984679,93722837,9524283,-31145186,-25909343,88382130,30217465,17126843,12022103,-44557276,-72143522,35554818,-18815596,14490746,49421054,-81889299,-3324911,-7647975,159650014,81751864,-47208692,-35302618,98371922,151311815,1645585,5434025,-60133107,-59387585,147260136,14847855,83245594,64660426,2080642,184376511,108951408,118357602,-90209832,-72396230,-49373763,111875255,-5828587,74814971,-43292164,-209798300,-199309736,36940920,-23708808,-55207148,51423074,41569866,73698882,-74242799,91127899,28032817,18308883,-5023171,68348417,-1690360,59250720,-148117564,-47279893,54489526,-145784056,-179577700,-61667852,134975166,49315932,-11427121,61575151,58191368,35978480,-82787250,64211695,-67952564,59607122,-33712183
-20588448,-58106800,-68195374,-60764481,15849562,37184163,29445475,-120729467,14593677,-111817595,56189239,51557277,-133698749,1492908,48568482,110967937,4777188,-81589555,60289092,-9060897,1791104,51669736,-36678269,-49040226,-102073412,11301280,135260624,-36744440,18177164,-41859700,18804653,-38390330,71145286,-152856006,-164637932,-29905049,-3129990,-80120710,-24010146,-24409112,18345573,43647789,72764001,-49038242,41200402,73854636,27127089,-156482432,82448359,18485561,27602529,75723089,51999090,-85203006,-40155856,19814121,-44202576,64448136,-25001477,-56301414,-87066446,-26369785,25497620,61799510,17162743,105657529,-3601199,85571344,3892489,23185386,29479281,137563296,34779860,75205250,-18806139,-53347632,-133686821,63684644,75056094,134482535,-48006731,-49708421,148266623,-115295732,-25115333,49580752,-11783404,-38647523,91104280,31747276,64034693,11548761,29108889,-106113980,20839135,54909024,-100119388,57504764,24488160,26547024,2366416,-44383995,67864968,16517418,-15407225,32440833,-45571321,103292274,62892529,72373577,-20434744,-56014983,-5537765,-37674537,-21890584,-71186900,-76733643,37039886,110442869,-41267965,99488720,-10364868,-56746309,-145136404,41546557,4531898,-68373080,-81114731,-17622422,67299452,58247200,-94472666,-50627626,-66834678,-37045393,22486021,-97712888,15549472,75688098,20849196,-98715851,187776301,-17986441,-9468174,-8683215,2036194,-32414707,14287823,7313929,-7812096,-29733261,-13174048,58612131,-47926024,-78971835,157635844,-12401938,-32731763,-7363887,-77042556,31399332,-67227949,-168500621,-65317560,-51305871,-69001082,56608053,-39503466,2092732,64719537
28530221,18373297,-20592657,21388284,90575157,52973569,-100127126,-38295231,-103757994,77324513,-86731906,-48344902,-87657943,-51699017,68457514,-46590502,10121440,21647711,-3121565,47026621,-883712,78618000,-63775893,40372491,-6002162,-56338031,66557887,-42967041,19956485,9159175,761850,43588951,-6665536,-2913269,-52830536,2315093,104614449,-5521588,58864923,33603068,61573095,16903213,-2162396,-13719766,-8063035,98952798,-29596176,71783091,109452278,-40601965,-59495300,-40563999,15714517,20733837,-15744841,6419048,1227315,36719365,-11796929,23193564,46645696,-34224035,-17207322,-36015324,-31074027,31061626,111252094,69502759,42989864,-5398754,63657894,63559193,26154471,46175009,-35597227,-153956383,-58356489,5230957,63400057,-21380112,-19974368,-85909889,84702561,-69535311,-24319128,-61848564,423438,-23814728,-102770617,96616831,77431965,30304350,7033021,77099116,26566517,34530804,-56054614,91522583,-44154331,10726097,17669249,-98880675,-61393809,-32809351,-20027929,-21943466,-36267134,-104674806,115065278,-52577136,84185222,-16227094,3563701,-25047477,-54002638,-1917149,56740842,-24503889,96459380,44425397,30118345,-28643469,37582238,49827659,-24660359,9639411,-109203886,-216200,-13350629,-7803346,89193120,24138352,-108980228,9852442,-74113107,32697906,16251292,-30005603,38182798,-107722993,133912854,-34001465,91642403,-59590143,25370773,-24689713,35515226,39251788,-24853226,55539134,24466047,-52119173,-682305,19402918,-618950,64989110,59168012,-70519490,-41410905,-11438364,-25293877,15269240,23500620,-38000536,76092820,15544392,43962083,-16291002,27461450,-50851843
-123635285,19291011,-40537440,-51386166,-35067397,16327831,3707576,-90710066,76106058,-93831689,-26420400,-87705093,35146344,38590972,-19173646,42071088,-32412193,-29660919,11308124,-7659971,-97647906,48235963,-123549365,59198793,-19154164,140547294,85832805,-139726107,138780659,5490727,-107265159,-97241198,202642292,-66666390,-22723778,-66230288,1863292,12832050,-114813194,5685046,118161661,53542331,107002136,101354898,123635640,-98122520,-1521770,-78791966,-4192366,-17035094,18185991,16031839,-59714781,15022124,82789880,-103479912,-19670116,-38138103,124561467,-71557406,-10226095,87899304,92206474,8462999,-44541741,19659984,27084685,-111086434,60511296,-28081572,-75474426,80010357,-7494977,58516833,-72468094,-23866712,-64226165,12568802,66289963,-50901935,-54932206,-44236929,42684463,-73277164,21840963,91305371,-52184034,68788268,-14548460,-50774535,52097623,-30825620,-1767409,-95939107,-12352613,188246511,-97963141,-48403263,-111661276,37079780,-81893536,63459712,-103372249,134058279,17975200,3971655,2152378,20567205,36681438,83735086,76616447,104499250,64602991,6944321,-79848779,-15877585,63790137,-26618791,1593616,-80244977,41688526,100977353,58355728,117432521,91802463,-204321153,21662935,-142813571,-92018349,63124011,-85393588,111077230,-95896907,6154255,76080243,17438290,-64163260,75142709,94338159,-3286287,-79654024,149970461,41409503,22323801,-26548755,-84823343,39785405,-149105059,37448669,-39574209,-113864220,-12286155,1174019,39139660,-107451387,75504427,-861876,-24917955,-9418509,17000754,-1483051,-94700912,58889899,76911206,-135471050,6841207,58927639,-3736652,-52622791,69136075
-127770526,-49607848,-6232513,54757912,56754177,100045586,-79461867,25798603,68559403,78111805,25852944,-153107755,29053164,15358091,1797963,-89168191,71942725,66312080,-73288998,175817950,48206016,17275873,138745633,39034648,83601358,102121160,-1900250,-148789000,83134869,-34942122,46764721,-44018036,35724074,-46504913,62561748,-22112333,96634032,-11723540,-177257301,-61558662,31273412,-63089321,-1645561,104142125,26333581,-59746631,58328018,-56181036,-27565834,39696086,102643590,-84287270,-54401030,35884858,48325163,-124612251,-63335502,-72899087,59904296,-5686113,67139012,45347946,46582222,36485390,29567300,-7700224,-731242,-50423516,129086599,-7241808,-106231709,56418924,46233931,31351299,-102371599,-60384706,-12814914,-14538702,27031094,-71296567,-62317006,8390108,97825570,-24507512,-19929119,75845909,-120020877,36519842,22605710,-9871079,17041734,6627315,30846018,-89366225,142931527,115869345,-13596355,18578966,81151194,-113517896,-20327268,-28828379,-89893378,31906224,5557970,121549340,-41601826,-21938002,52341318,-108644481,-73199940,-39373643,-64899395,156421220,-59289557,97388320,-37252833,-71631052,-14024786,-89848429,14173540,42271851,119824893,72017734,-37543872,-48710516,-114619877,-89071904,-115358037,55287354,32246257,131212649,-41292158,-91322623,-168188099,45139227,-24189144,170054106,15906593,38342004,-31458196,36531353,-18603498,-75400538,-99886894,-5308131,71564926,-55559453,-60632393,48870100,628850,-98933241,-53802506,26911969,-63734861,9098814,-36721771,-53186613,-89898545,1672369,-89878773,-72953579,43741418,-113279572,-38457712,87687820,15510850,-16775124,72110634,19393778
1288503,25550536,-117719477,-22469967,-62194692,106527912,-28408999,-89692863,-107124025,-81579527,-11824896,125025790,-32221964,71755601,30773653,-6406308,-96643878,-11997139,-34439457,-118649998,66879184,43353965,47635153,-32239505,-123803736,-58027325,153361816,51484496,6675950,-24478817,-86269404,-50744757,-113518047,-35893605,-56149371,121974084,-92698,-3866005,147883059,-48759477,105087587,-14915333,-51720808,-114223658,64273384,75154943,1282768,-101021824,19316776,48842093,-108246800,-115955056,6836465,-41533788,-4659648,25783813,74513008,-29157662,-117745884,-8273337,-3463426,51698544,-20750788,24619499,-66480095,-12969043,68251610,20964955,40312865,-31896871,71292663,-20047151,99931511,4705782,25514167,5071155,-48322643,64948484,-29524348,60250342,150274705,-7127007,166189816,71871259,-115404878,26237442,-47730385,39717567,56910981,64899451,-10312460,35318360,-53664148,25019187,-29821787,20222985,75237610,-60271890,-23769081,145609807,130491014,-59549908,96945589,3580487,-35127015,-46717219,-126020965,50005719,-112585248,176487191,20811295,-77152327,-209584226,46035785,-95784247,98875601,3707219,13124622,144463351,-27114082,-68114657,-28478328,45812528,-4198876,-51683712,66448064,-12848675,144393820,-42104907,-17171982,101038645,-123736533,308598,16213522,30049609,-35048926,-2117609,-16309323,90371228,-57651091,-25070657,-123387095,-43833648,45225534,46256474,20164758,-77982866,20335985,105390183,-50687616,-238599746,95951240,3806951,-40865775,-46220627,-13812796,-76985130,65052497,59693011,-28807725,-23162401,-86068237,-138788812,-101969036,184628795,-83634915,-56131050,75984860,43211395,-112801191
30554639,-39502001,23116769,-10098851,-29369675,-3741924,-41823535,-91019441,-30472091,-26791384,-13917244,-82800210,118925442,34201457,-43969511,48572157,-103286062,-18213013,10446110,48128356,-59486151,-57087279,-66793589,-21895098,43698224,59215843,-16246736,116404997,37729802,125309058,-14523961,-11278931,-11880106,-1696083,-171331417,-51619977,-76594460,13478330,180440077,715459,6472339,-23570996,48232732,703270,147125183,-44206206,-81851064,-15471169,-98957111,44663149,-4441292,137691776,-175937764,-89353036,-83883474,31910347,346089,-3852076,-95248237,-51082230,-11701847,33673127,-38179962,146204911,93830843,-8026,80365722,57579490,-68554042,-634026,66655814,8316416,-57480538,84187987,-42178537,-6870559,15475389,-42402569,-23567796,-14957841,63604408,17407105,-86213733,-39172635,188251276,36441754,91794290,-33074955,-6281369,-63939953,-5473685,74446041,74454510,-19343491,-73330739,-37984415,58422346,31307759,-38347321,-66692003,17103285,80310960,-30234287,-48486771,73265367,59055397,93882016,-7910681,15801727,63404587,113969436,-15641162,105850261,-53538452,37761154,35763490,75144550,-26945215,-28924456,-2470409,73948148,-32374949,-44638821,-21705901,41064374,142579172,57963319,77845196,-45394384,24692590,-33537548,-44748603,25392783,-25177379,-45336590,-37820519,-29483463,56905082,8830379,-75362959,48220864,41416777,-5871476,69196741,-35184872,111657383,-22583473,28141294,-31319801,-14760653,22561721,97524562,61283554,5832028,-142952794,18423207,-53496840,-65470309,-66979053,28969385,-117723727,91096270,-477074,187718567,-70186429,-106040617,111513462,83752595,-90819764,-19065859
