184,276,-210,801,-515,49,210,420,404,-822,796,642,549,1144,-599,1156,823,-402,431,-128,-686,135,-147,-97,288,109,-199,504,-288,-517,-875,-482,-5,615,47,336,384,242,-320,734,-231,706,204,263,223,-370,-43,-43,573,246,339,-896,197,106,35,155,882,989,-568,1283,212,346,-390,362,-131,-156,-640,400,-449,-829,547,732,632,-178,-708,-54
387,1360,204,991,673,-255,-105,456,-464,-50,-56,747,-492,1243,-244,-1222,-187,728,-174,-756,-171,-144,333,-306,-713,-14,-178,-476,750,-689,394,-248,-31,411,-652,777,-359,-340,-518,93,942,-438,812,89,623,-120,-505,-972,354,-490,352,-282,903,923,-837,-147,117,1302,19,364,-126,1031,-566,660,340,1225,538,48,-442,-733,237,-242,800,1064,-22,974
-1001,-321,919,-341,-262,568,-809,-297,-172,-658,-373,-228,-539,451,635,3,-19,-1615,409,-550,137,364,179,275,-1115,-373,-598,-97,390,458,746,-420,148,700,-253,389,139,127,-931,-562,-316,868,-678,-686,-131,164,182,1121,522,-134,800,-831,247,-137,-1154,-106,-443,560,-1,-53,672,-518,73,-530,12,214,942,-1160,402,236,666,-21,-622,735,-393,-765
101,-687,-275,383,-271,90,-737,-443,-379,-497,-214,-571,510,207,-663,315,131,495,-753,408,241,-971,-841,484,610,406,-29,371,40,-77,112,-1060,544,45,-518,-699,1040,-895,39,59,915,522,437,-454,-880,29,109,126,-677,-1094,396,694,38,-148,-118,-379,1080,-319,-470,-295,1222,419,-701,-411,-330,-228,-117,638,-693,885,548,-26,320,192,-153,-509
39,-109,625,-381,267,-94,-1161,353,476,-339,-584,670,-71,-265,229,-283,-1149,887,-333,-938,-527,657,-61,88,-1398,1049,-165,199,549,901,739,10,-769,776,-769,398,-234,308,372,402,374,464,-817,639,610,403,-1522,379,-1054,-35,615,-381,-39,144,184,109,333,-1072,-590,-639,799,-466,-733,190,307,-33,-1,346,-770,622,-1005,-155,-293,-453,-67,1
209,421,70,235,-941,-377,96,804,394,90,111,-630,-305,-557,126,-61,-45,-512,536,-213,404,-76,-439,52,595,220,-392,-840,-1507,-77,1319,669,-562,407,958,-543,-1092,51,-272,633,23,-6,261,-643,928,152,116,406,506,579,-620,557,-573,-413,-9,442,532,-563,-1133,31,91,-857,123,-161,-267,-24,536,-134,296,430,1142,-595,242,150,-369,442
-601,-252,211,-687,233,522,-784,-106,366,134,-92,-90,660,-228,247,-89,-533,-97,323,387,421,249,826,703,34,-112,-823,1045,7,49,95,-494,-335,460,-242,-144,-163,-602,-477,-392,-198,903,-939,197,-64,-133,261,514,38,324,301,411,554,-76,765,868,66,-442,-99,731,138,-83,798,-186,-440,-135,-81,-280,106,-177,651,-159,-193,-486,8,-955
-708,617,804,-432,1201,1376,-572,-902,-432,-979,385,103,-694,587,1678,-1277,-68,-1001,-410,-146,-277,370,499,730,-651,841,-569,349,732,197,-538,-22,-356,-2,182,1055,-394,-838,-1174,-239,-1232,383,-1142,-175,-477,-747,826,155,255,-1226,990,130,513,1142,41,704,-821,550,-279,901,314,385,20,-197,306,289,738,-1021,228,-134,-611,-126,-622,-592,1722,122
476,173,240,-750,845,-592,93,376,-1066,546,-120,900,1153,-554,29,-406,-94,392,864,863,-568,927,146,-190,10,-837,-161,536,153,-32,-883,-712,1057,-681,124,-614,-71,109,1064,561,438,-165,-445,867,-134,-772,-225,-634,-613,15,-1010,376,-325,7,953,-351,-227,58,-807,-384,-921,1045,-439,72,1000,26,-1144,-244,-1314,-650,-45,401,110,57,-620,-442
-240,275,1712,23,-245,333,-1021,-242,-205,-763,629,669,149,-362,-127,606,887,-41,629,660,-550,1602,-163,-300,-708,312,-224,153,951,-350,533,-182,361,1377,230,-273,-950,557,346,414,-1771,-419,-58,196,-183,1403,800,245,501,-101,1029,-1392,1006,602,-1386,-453,-12,724,-84,-378,129,-1326,-1166,-24,926,-1007,-638,-598,-221,961,-347,773,640,413,-399,-1158
1303,1111,-160,122,769,-7,282,950,-247,127,-85,593,-50,322,176,-666,-473,64,862,-561,-852,-569,-239,-190,-117,1606,-24,-407,-41,432,-170,766,-509,384,-1049,-820,-442,-240,600,-15,962,187,-770,1283,519,-569,-1233,-1542,-400,210,-1001,428,-53,77,817,201,193,-220,-1066,-779,-406,961,-144,42,-504,658,-786,-387,-637,-1089,-1263,961,101,-186,305,1754
682,1178,192,-21,261,-785,1127,923,-651,-60,152,108,-455,-349,70,-703,-442,-32,145,451,399,908,-157,138,595,423,-164,-319,-105,626,1177,1288,-223,-132,-486,45,-426,-138,-431,134,-262,-1170,871,471,1392,-223,-806,-641,439,818,-367,856,-471,774,48,375,420,60,-596,-401,-930,1093,-684,-197,-173,897,143,428,1594,-749,629,135,342,734,69,1632
-59,680,390,818,255,-268,-333,642,82,-358,-263,992,-41,993,-89,210,121,227,214,-750,-85,-176,-422,276,-416,417,176,-325,1206,-77,694,-241,-558,80,-667,-262,489,-25,63,-120,251,-875,124,10,329,389,-171,-737,227,408,503,220,795,660,-675,-376,187,328,403,-183,-132,499,111,-423,-444,-88,254,-285,54,210,-427,600,142,457,-83,-3
-839,537,628,154,530,197,-460,-589,-544,-313,-57,-762,-372,270,-350,-904,422,670,-453,-467,34,-1,880,-291,-609,61,-456,-1100,619,-353,613,-173,806,8,584,313,206,-190,-597,-324,-96,-63,933,-280,-285,895,530,3,308,-833,-170,-126,657,41,-904,-25,-503,1575,-109,1082,-346,327,-312,-502,-191,249,896,63,913,388,319,-891,375,400,320,817
513,-237,-703,869,-366,192,-188,-1161,-685,142,-709,-1201,91,323,-713,335,100,528,-848,227,875,-1227,-27,590,-430,440,135,-354,269,-519,-129,-42,332,-134,113,151,571,-288,743,55,1078,78,614,-286,-81,304,549,-182,-506,303,199,1044,126,703,229,-468,364,163,-337,-1063,935,987,410,-389,-934,-189,427,682,170,-158,-416,-281,-158,280,241,-186
458,-131,-546,1052,-543,-486,365,582,881,901,-921,-421,-129,-223,78,-37,938,500,-1129,-29,393,-851,-1369,431,655,105,961,166,-342,-1150,263,674,-325,-506,531,405,549,-185,614,718,42,-243,946,-837,359,-564,65,136,-974,-221,-54,593,-843,446,879,240,1691,28,-57,-800,311,-357,-287,-475,869,5,-193,620,-1496,437,520,-599,643,140,-737,160
85,-78,364,-936,-235,570,-91,365,-379,43,993,-105,786,-400,47,-581,380,-1122,1211,1402,-244,-168,73,593,548,-354,-1219,229,-687,88,-324,315,-112,219,148,107,-546,-428,-147,339,-1059,1385,-20,-468,363,-713,540,-119,-458,-155,-592,-109,-161,319,939,993,148,545,-697,936,-419,-237,303,83,79,664,-663,-490,-382,80,878,573,595,-226,-504,158
240,342,893,336,-548,-475,-1021,12,335,-204,-310,-222,-673,307,-453,261,-812,395,99,-362,-6,36,-219,-34,-1083,290,496,107,814,-802,933,-493,31,803,347,-361,-1207,593,486,1345,589,235,528,63,304,854,-448,504,-433,-186,890,-935,352,-302,-1651,56,242,-361,-856,-1586,-465,-870,-1229,-158,-792,-162,828,-18,-792,123,79,-219,627,1434,-64,-836
98,170,-526,1039,-947,768,-600,-93,603,-461,1047,-289,505,-106,-68,491,371,-157,695,-74,596,-153,1053,1125,449,-284,-51,-567,-950,-343,150,645,-439,636,835,822,-868,603,-225,514,-264,443,-10,81,504,124,1013,105,1023,552,492,239,482,-248,357,72,447,65,270,365,825,-1022,243,-131,465,-337,1224,751,783,106,1338,-682,589,-988,1058,28
8,675,-275,41,1202,-259,375,-30,43,-252,-398,512,-297,1083,882,180,-424,-293,-581,-951,-239,88,-151,-591,-181,162,874,-154,387,-1212,-139,-227,-70,-165,-790,22,-76,-195,19,-471,762,300,-446,215,-312,108,-269,-1158,-403,-471,-392,-190,-355,-186,-1089,-49,-896,278,-601,89,-299,770,413,442,-1197,376,448,-129,257,-1260,160,-82,-515,1028,680,-376
-788,300,-50,711,-12,-71,-56,36,1233,-176,-667,276,-183,611,445,223,304,-173,-331,-1076,569,509,35,-62,-660,726,515,507,176,-451,466,96,-74,351,-509,652,589,-68,-466,54,-193,627,-1062,17,397,434,-127,480,-138,454,1243,-1303,156,66,-621,-188,-96,629,-399,746,592,-686,-494,334,-699,-276,458,121,591,-564,799,-664,322,-164,10,-662
262,595,-768,1427,457,972,-321,-705,592,-323,179,-382,-218,874,145,-108,291,439,-85,-368,305,-376,602,-173,525,510,1338,-266,-41,-488,-752,-535,-191,267,-168,440,333,-559,429,-91,802,-33,-780,269,-74,-814,-256,-702,425,-423,-78,28,656,-97,-350,-150,-434,470,554,-701,-221,475,-493,466,-69,249,243,579,487,-476,520,-1084,651,-257,740,251
1616,257,-516,576,162,477,309,-1044,-575,-428,885,-57,-576,56,-103,957,-788,92,-348,738,-159,-339,-306,-215,407,255,996,505,-462,365,-4,-33,-626,1102,56,-481,-1176,371,588,240,120,-784,323,520,-39,647,-297,-930,892,193,187,214,168,237,205,-626,42,-814,43,-1628,-12,474,-783,1350,808,431,-1279,875,15,-712,-1216,1090,-898,-720,930,36
50,824,280,720,321,286,1082,-898,-200,519,-646,-569,-817,870,-475,484,489,-453,194,-187,64,353,-222,-779,-1029,671,364,756,693,-712,-471,-106,-152,767,-205,295,594,16,-366,-311,-85,-817,414,99,1754,877,1216,-1760,1012,330,-398,278,535,1062,-539,-206,-1229,1492,16,-411,-254,798,403,230,-492,-384,-739,-37,997,-856,-548,289,-33,182,251,-227
664,-9,-897,45,406,408,444,-474,-431,-246,527,-148,-803,297,587,-271,-438,-518,-713,239,212,-326,499,-169,600,-614,527,-769,-651,-280,-904,-10,-610,-65,103,927,-1219,-450,124,-638,413,223,-583,-261,-318,-530,-90,508,445,-106,-375,373,-604,59,102,153,-192,-662,151,-414,-292,632,554,954,67,990,-51,-373,-64,308,-768,155,-762,-399,1021,-296
-89,278,954,-262,-45,-863,43,701,-492,-43,-225,845,-332,755,59,219,256,49,61,-342,103,450,-871,341,-603,-873,4,316,839,318,5,-57,-3,-545,-139,-323,146,383,-217,725,-294,-1149,418,540,-27,-146,-71,-21,-670,-124,845,-338,291,842,-716,-671,-498,602,-351,-676,-953,-428,79,-838,434,-291,148,202,-817,174,-389,415,-218,985,-377,-842
-498,-125,150,246,-377,-151,338,-737,32,93,-488,-647,-731,159,-497,141,-579,-347,-83,-474,249,1,-212,158,-750,50,-210,238,204,153,284,-503,-8,-19,363,197,550,436,-410,484,170,14,693,-211,837,709,156,-319,578,396,708,244,-101,197,-733,-282,-770,228,560,-183,260,-347,-64,-574,-631,-79,197,467,787,68,118,-767,-495,-445,248,-397
-1049,-775,-71,-325,-430,-510,-60,102,699,814,-1395,-829,-203,432,-1157,-332,-166,861,-730,-628,1066,229,117,-549,-1170,181,209,112,860,-518,349,-59,-607,-951,115,-169,1538,664,597,-778,937,1087,28,-1105,221,790,-588,1253,-926,-384,465,-764,229,-87,-367,758,-242,-564,105,-924,-688,-441,432,-535,-1047,477,164,-406,162,238,-98,-409,535,362,-1175,-836
-656,143,1058,313,292,998,-1295,-547,779,523,-524,-296,-552,-732,1084,-677,443,110,200,1099,183,562,295,-739,-182,51,638,770,963,-376,1078,-689,13,1354,847,-401,153,-908,-517,-91,-1201,-1001,313,-1988,-67,-612,1115,277,942,-1419,811,-8,307,344,-218,555,-213,554,1057,-458,425,-958,-1203,678,1413,-345,34,-1354,-166,986,753,-81,973,477,-496,-617
-456,-1249,-895,-301,280,183,662,-835,-222,220,-795,-1001,-346,-349,24,328,-218,-550,-1120,129,602,179,-188,-196,227,-390,566,31,-127,127,-334,-599,239,-790,-140,559,947,-1002,276,-1120,-188,913,-275,-1339,-74,-2,-175,452,-568,245,8,471,-1307,-532,633,-645,-18,-838,317,-791,262,397,-45,105,-129,209,-1114,592,242,335,-410,-429,-427,-1039,269,-459
356,-236,-660,-397,149,-824,445,630,-621,-411,42,439,-380,422,140,113,-1097,-134,-228,-671,-83,-113,21,379,658,-979,372,-422,56,1074,-132,-151,22,-1172,129,-170,173,442,-130,-423,189,34,-260,-83,-685,-944,-903,354,-53,-358,71,55,-619,-284,371,708,916,-1284,-376,321,-655,117,212,671,212,1033,615,498,-793,-1168,359,312,-199,480,5,210
-41,1039,-230,-953,1565,18,-83,306,-583,-605,989,1129,518,-67,926,-677,-1038,290,885,-41,-586,1083,1775,-752,-246,-211,-494,-1445,-540,353,304,345,143,63,354,-483,-1112,87,-167,-853,25,-26,-1583,977,-634,-700,-391,-551,794,405,-300,833,-216,129,-203,908,-1047,-207,-677,638,-82,1464,182,578,-477,1002,648,-1264,863,-1314,-60,886,-399,-383,583,42
541,1080,-1116,1239,168,758,-509,69,1209,-492,843,249,476,1488,396,153,393,101,96,-14,850,-475,983,120,190,-272,1256,-477,-1107,-771,-461,1336,-1336,106,256,344,-250,110,609,-362,-273,609,-721,797,-64,-565,-361,-530,-101,297,198,-563,121,544,-18,1233,-513,219,-1496,-481,-351,29,203,862,-732,1319,472,-467,76,-1158,1145,-789,706,-50,359,-344
-762,-649,379,-209,-318,501,-1486,-766,364,184,-854,-798,927,-715,-409,-328,318,-119,190,590,-222,-459,31,508,87,-688,-1305,351,-697,10,243,-167,747,-431,609,-1700,100,281,1149,253,-732,1722,-375,-12,-573,-50,826,660,-677,156,476,-457,98,-488,302,566,682,833,-278,765,826,-938,-496,259,-255,-42,-412,-1113,-343,461,376,-916,-183,40,-786,-667
-860,-258,-199,290,40,215,70,-813,356,-112,-525,-332,530,-289,67,114,247,250,-335,-716,-488,531,-59,176,171,676,-221,428,-142,-1483,-652,-474,362,-845,103,518,340,110,118,90,86,670,-646,-165,914,771,242,-15,-349,-82,406,240,-924,337,-783,136,-199,170,-83,721,901,-170,72,-441,-887,-1257,830,151,700,-140,338,-710,-278,-1412,613,19
635,-161,611,-185,-611,-636,140,-220,-869,121,-113,-348,195,-398,-645,1113,109,-168,337,617,396,577,-22,261,-1354,383,-274,221,-119,342,-101,83,360,406,193,-557,-116,590,461,1429,498,-92,785,351,-122,628,328,386,-447,53,-467,121,-530,481,372,-856,-227,1032,-1371,-968,254,-25,-769,-257,-155,-756,-284,1299,-465,554,-761,586,542,1046,217,-166
-1237,-218,656,-676,-29,-668,-368,297,117,902,-665,-91,516,-517,-198,-656,21,1261,314,-368,48,578,49,-1098,-993,-363,-394,-613,-115,-614,914,145,-218,-1252,423,135,231,269,429,-525,157,10,470,-372,188,38,-154,-115,-618,-576,-217,-165,-383,-172,-1323,101,-200,396,-104,337,278,-33,1047,-355,377,-279,1008,-443,-386,1345,1443,-1544,673,481,-1261,116
61,651,-85,80,481,-85,-597,732,59,-88,-76,680,337,512,833,-318,162,869,-18,-284,264,139,366,-63,8,-233,-2,-343,424,-289,235,916,-613,-816,-365,-620,-535,-415,227,-209,245,352,6,294,-53,-700,293,-9,-199,-496,285,38,217,105,-232,942,330,21,-367,-535,-15,411,885,206,408,-418,372,-955,314,233,370,-44,257,883,299,-207
-680,-441,-241,-352,-333,658,43,-249,726,546,392,-1354,133,-741,-313,196,253,403,197,276,425,77,1297,-660,25,427,473,165,-734,-437,-37,217,-185,-155,1021,-203,285,184,-347,-1222,-153,551,561,-1283,-30,534,739,354,502,-785,-360,-185,-455,-676,293,513,-141,-242,-14,107,239,-258,388,-251,-169,-239,293,-274,959,721,581,-221,632,-1002,31,396
267,210,780,528,-1281,-295,307,484,-51,151,-287,-550,-148,107,-1239,624,1165,149,564,-112,-457,-246,-1019,-295,221,84,90,398,-231,240,386,318,-380,174,227,-1128,443,1220,486,280,-83,-768,886,-11,649,758,133,-257,222,-411,-916,-103,275,797,-180,-741,867,715,-592,-327,-314,-270,35,-89,680,-686,-315,347,471,36,371,27,632,1015,-1163,906
-87,77,137,-12,348,-278,698,-380,-423,62,84,199,20,-230,-387,-153,-553,-527,846,218,-216,347,-714,-400,217,1176,273,197,540,-226,422,-1407,-96,15,-97,-16,385,-330,-338,49,-420,-26,-190,-702,517,17,-374,-852,-123,78,-29,-618,474,61,-497,-581,-510,-56,-499,1037,-79,667,-808,317,-349,397,-488,142,-1182,-829,210,142,48,-859,-303,445
-108,-1137,-294,90,-798,-372,34,-449,-760,768,-709,-58,721,91,-923,-13,444,210,-143,752,1051,-483,-755,803,-410,-1017,-595,693,569,-211,16,-336,-2,-300,219,0,1445,51,254,-104,6,306,754,-494,347,-440,184,152,-1185,230,828,-285,443,609,199,-990,107,239,563,-26,1413,155,234,-474,792,-543,-30,110,-1133,357,-174,-100,298,-734,-342,-461
-564,2,521,-269,211,769,-379,-106,68,297,-80,-40,98,68,905,-496,-162,-717,570,-168,94,-78,-94,487,-415,88,-19,921,-47,-419,256,257,-1084,-706,-296,243,-148,-730,-521,138,-660,874,-378,-247,-129,-56,362,-419,-723,-882,695,-245,192,600,174,446,-754,121,360,-116,982,-105,659,-528,330,-214,744,-980,-408,634,608,-832,-103,-349,312,186
-51,-107,432,651,-1027,275,-630,-353,465,-35,-753,-1118,-988,78,114,293,670,-462,-238,-176,758,-240,-422,-176,-751,185,351,-601,278,222,1025,186,-915,1014,1101,-200,334,21,-152,552,-596,20,857,-1132,588,-31,714,832,226,-153,135,-246,178,-63,171,144,196,471,-483,-652,329,-1040,-346,-68,462,-690,332,-529,-12,853,-112,-829,278,753,-224,-647
-779,-418,576,-1382,1050,788,-779,-396,290,308,-829,-477,610,-1230,230,-871,-881,99,15,319,-1286,617,401,-421,-240,541,-727,562,190,471,12,67,696,-287,-416,-409,-335,-85,751,-465,202,1164,-1273,75,-387,380,-616,349,-643,-24,-1102,688,-871,-311,383,1540,-857,-483,614,-95,25,74,162,-194,-776,410,-247,-688,470,-801,-304,399,-439,293,-819,-328
822,279,-1272,493,-41,291,988,-517,-254,-603,1154,-491,-415,967,-855,311,61,-134,-60,432,365,-902,772,-240,827,-12,657,-748,-384,-26,-556,109,-538,554,-150,308,-11,-461,-739,-620,615,-69,725,422,-105,22,-55,-248,966,-103,-643,153,607,-167,101,-397,-114,-617,-675,409,-696,1567,20,374,-816,612,-546,365,813,-515,-682,268,217,-863,943,521
231,-269,-374,292,108,156,-396,-629,100,-212,-298,-419,-1,-384,-52,133,262,740,-738,-586,-414,-544,310,51,-126,138,613,-828,67,-257,-21,-51,389,240,109,-4,-11,680,397,167,817,-36,254,-30,-260,472,121,128,-462,-727,-528,316,-417,-300,-141,-828,325,-146,-301,-607,190,4,-793,65,135,-510,80,488,200,193,-846,-45,-432,-551,983,38
