-517,219,1200,324,832,308,-71,1048,663,-325,-662,-834,1319,-3245,1777,19,799,-720,281,-1390,249,-707,-186,1066,1146,502,-61,-762,1023,486,-382,522,561,410,-756,-1688,-1062,-2076,-1910,-59,-1193,-3073,-1970,-247,-583,-1791,-445,-1140,-1577,-1309,1528,-59,-1235,349,924,1486,2599,1755,1345,-458,-493,-664,-1233,13,-1857,-1545,869,-128,925,1544,-2278,1601,408,-236,-634,-1267,-132,490,972,2005,1436,1155,534,-980,776,-526,-2293,-234,-1184,798,2046,1463,1256,-262,-1133,1141,105,-1618,-428,-520,348,-1466,214,-1034,-745,939,1111,42,-1039,1488,338,-302,-1078,-82,-264,711,-968,95,668,-691,-646,2155,808,-1129
112,-923,2072,-1454,1133,-1986,117,-593,-972,-409,2680,266,-625,-1672,278,287,960,-29,-1229,-536,-1240,-913,-859,916,1421,1035,-1587,-1611,1168,-365,1583,1580,-796,56,-3280,222,-993,-1198,1369,-520,-3470,-144,-37,513,-1183,-680,133,-555,383,707,94,-14,379,-920,-1769,1151,1454,-2477,-776,1638,443,-143,8,1202,-368,17,288,1220,1287,1774,-467,67,-758,-964,-1999,614,-733,-141,363,1446,918,274,712,-216,-1174,2156,320,-3304,-861,959,300,883,-1224,1529,414,1135,473,-1561,1754,373,117,-632,1167,-1206,-175,-433,427,695,-2656,-1729,-941,1857,724,626,-30,1089,738,264,152,-2020,-700,184,-705,-428
417,1725,262,2428,2358,-598,214,1196,-302,-1003,-3482,-2067,374,-2721,-1026,-1237,43,2436,590,46,-601,767,-1490,-1086,-1131,1252,-895,889,2911,1760,62,1027,1398,-1193,-643,610,-451,-1556,-731,730,293,-291,-1269,-141,834,-1413,-40,2759,575,-807,-1987,-1842,1457,88,1665,-561,-1,2419,1364,-765,-1672,1140,-1768,631,-1056,258,1526,2424,2056,1679,-192,2447,-1439,-867,-683,-1065,-2178,-128,1080,-214,1560,921,1732,3288,446,718,-939,401,1569,1537,243,374,-1832,-64,347,-1746,220,-556,-1334,-283,167,-2008,-1327,-3545,-1037,492,1391,-432,-2658,87,-359,-792,-890,-1239,606,1275,-846,-568,11,-224,-1831,-73,-189,-374
-415,494,637,1626,570,-1,989,845,-1306,-2048,-287,1091,1058,-530,-1210,-2099,-768,782,231,-616,-680,3975,996,1452,927,-210,38,-1627,771,2775,-1711,-831,-1353,-610,-1648,-554,-1154,162,-2025,331,270,-797,-688,1169,-1871,-1171,-482,208,-1089,-404,-87,756,1031,-995,-533,-910,341,-525,1653,-1080,1127,434,279,2044,141,807,1355,326,1952,3190,37,755,393,-550,60,-10,364,-1391,-445,1618,668,669,574,2089,-2066,773,-1363,225,-1257,980,-1140,457,-4279,829,-455,1582,889,917,1018,411,957,-526,-851,-640,1269,-1231,-1083,-1915,-615,972,1228,715,447,935,-230,2733,-928,383,505,309,-634,36,-88,125
243,372,-635,1354,64,1107,-1688,649,-1272,497,-511,-477,572,405,-2709,-1217,-1606,1935,1396,1212,642,-728,-1358,-662,86,-656,-476,640,-544,1305,-2504,-1004,3284,1401,-533,466,197,50,916,-1175,-379,-794,708,1089,2108,-160,1443,644,-103,-1474,384,387,-1164,-449,1551,1038,-550,1177,553,-173,450,-2140,345,2618,-1469,1458,1155,-103,-231,342,-1807,294,-202,-1277,554,704,-462,-419,671,-14,828,-833,-990,-260,1116,-154,-1592,-304,1160,1040,966,-682,-641,325,293,-1059,-606,895,-1785,1720,-2543,-1039,-1238,0,-1378,989,1568,961,-107,446,2439,-2091,-831,-2560,-527,491,824,-1104,-70,-649,-254,-675,-1062,-726
-867,-439,-1030,-601,623,1152,-892,-2001,1212,2626,504,892,-313,-671,1339,-913,-1277,-559,-1978,-2232,-85,680,-1239,716,263,-2519,1035,-496,2097,1061,-276,-472,1434,2020,1090,2132,-485,5,-541,-90,499,-69,-1371,361,224,483,64,-1793,-592,1439,-663,624,-663,-349,-605,1371,-1052,928,979,-1420,-447,31,-42,-2369,344,-1038,-1283,-1804,1335,209,-495,-1023,-866,299,-1547,-39,1448,-84,-488,-1267,3142,438,-806,-1587,-991,-82,445,-1599,1306,-127,-468,966,-204,2922,-2994,1432,1534,-1589,-139,-1637,-1302,-536,-137,3866,-1245,2589,725,712,721,906,1648,-2849,327,-586,1235,373,987,-1896,-795,-1127,-937,576,-1413,-656
183,1960,519,628,857,-1766,509,-132,568,151,21,765,113,-78,-1497,817,-1040,570,734,-2540,-1281,66,1149,-985,-2602,1133,759,-754,1044,415,598,-482,61,-3101,-183,2612,2107,692,-812,1282,-27,368,-465,30,-1227,1221,-1388,1265,-266,-44,-1784,-1118,729,767,1618,-1242,-990,240,-690,-438,-1650,1438,-1389,0,-741,-2141,-616,1313,2205,1232,1006,2199,1250,1541,-1356,-579,-704,-1213,-176,1433,388,-637,249,1178,-1527,167,1182,3736,-1763,-530,-1901,-2129,-2103,-1136,-2041,2336,2449,71,-49,655,403,-246,-903,-679,-490,119,-513,1392,-1341,-1694,1162,-53,214,1442,-914,60,-1672,-379,332,2444,1323,1484,-468,-1328
921,-84,-978,21,-1108,-328,292,93,-634,-1218,744,68,-59,-934,-2245,-1097,2282,513,-967,1135,-1619,393,104,-2028,-921,-1508,94,-317,388,-1137,499,408,-552,697,1361,1670,-271,1588,841,2995,-1140,1482,34,2911,1364,-266,1612,-251,621,-2479,627,-185,1143,-1175,2008,725,-603,-1525,753,1021,1310,-697,-538,-519,95,-159,-1667,-194,395,290,187,1465,335,134,477,-302,1019,-884,2433,-760,575,895,-575,-1610,1098,887,573,418,287,1255,1490,-554,-1153,1322,-1586,-290,1050,-118,-356,-960,-1014,90,1507,-196,613,-1279,2324,937,-1130,-3265,722,-2174,1153,167,660,1617,-234,1722,-1466,-190,-1500,-1825,100,-1118
-1942,-842,-1134,-637,-133,1200,1564,924,1686,-1574,54,-832,2426,-94,1841,-782,-213,-1298,-280,-548,314,1646,2257,385,-560,-892,767,-1280,-89,1125,525,59,-1635,634,1650,-1386,-1794,-125,-1533,983,1909,-2111,-1406,103,-576,58,-584,101,1538,755,2139,-895,-2304,-1692,1753,-904,934,680,2192,719,1106,380,-661,-654,-451,592,-2934,-177,-396,498,417,-47,152,863,595,-529,-733,29,174,1272,-400,2555,-1366,-772,-17,-2621,1285,1402,-1890,764,718,-2014,-1076,-712,-1367,1249,-403,691,-638,600,34,2944,932,2344,2893,-243,-49,539,172,-1039,1439,-875,-765,2083,-89,-752,-1018,426,-2021,218,313,920,2720,1759
1220,-2360,-2616,193,-1832,248,2048,-1405,-2335,2087,3087,-150,-747,108,-999,24,-1165,1942,-3091,51,-1383,1091,-311,1488,845,-1860,1412,-31,-3361,-603,1902,-2486,311,3446,-1348,-863,-665,116,790,624,605,521,1405,1170,775,990,444,-1204,-277,-52,-542,1467,-351,1088,-3050,-107,81,-2283,-2294,-1047,1369,-16,220,-294,1774,-961,-930,-1089,-1039,-2632,-1008,-1670,-1201,-1523,648,974,1538,-1094,-1271,-1934,-587,626,-2433,-2050,76,1850,2428,1196,1263,-108,-1555,1897,765,1557,-669,-466,-950,-637,-977,697,-817,278,698,4395,1963,81,-657,-1710,1001,-1921,-902,-18,-731,1835,-2881,431,2679,-942,133,804,-277,378,-1570,-2679
-981,-14,-296,-317,-792,1163,-716,-588,288,-31,588,1027,2513,796,-778,1280,-294,447,1017,84,-62,193,-574,-1144,-770,-963,-903,-574,1270,1375,-113,296,1210,191,636,-501,772,1761,-989,778,-30,198,-216,136,366,1132,914,-325,-1513,579,1519,-138,-1868,35,168,-976,589,2210,286,614,419,-1575,-534,-315,-949,-434,-29,776,437,1017,-574,1423,583,765,-279,-1263,96,995,-288,1576,110,-539,1236,-304,1522,-2135,1701,-350,-1180,161,-1739,-1447,-972,-30,-1177,243,1370,162,-1249,-276,-1061,-1233,-776,2321,-379,1456,1192,1105,-277,625,2224,-1251,-183,-581,-25,-921,21,-1333,-701,2060,1521,-1802,1266,-1160
-1183,-1562,-732,377,648,730,1411,2366,1548,1133,-1056,-3598,1247,-1313,2886,1797,581,-1106,-477,573,204,-902,-736,983,-104,3651,-1315,1452,-2067,-1108,1271,696,-729,140,-1418,-1923,121,-2483,-626,-1031,3,-1317,-585,-2528,-1268,-2086,-2459,1046,1759,-625,826,-2078,863,1501,-91,-1248,-824,731,-519,1228,-321,1062,439,-483,-886,-572,-755,1925,-1936,50,54,488,875,-294,-1107,-1628,-1967,341,-1245,-117,241,1523,197,-666,663,-995,577,-773,-326,-2218,49,-9,2039,-1746,1821,-2110,-2142,-160,232,-620,256,1153,192,175,371,75,-689,-1043,1193,842,-3692,1552,-969,947,-1395,-1386,-726,-70,-163,-1750,306,1004,106,1277
-1508,124,602,-1512,2051,-1901,-729,-1227,-985,-789,825,526,173,2118,-818,522,-1213,-155,-1052,1240,-3483,-581,-313,-278,1200,1470,55,-16,2385,170,-1037,943,-511,-392,-214,948,155,784,479,-80,-861,-117,1140,538,-2623,1515,438,-896,-884,2293,-134,-586,866,-865,-720,369,29,-1260,873,80,-732,658,-1209,-1088,-1275,914,-873,448,-102,-868,135,2077,-45,-2232,-1389,-195,1490,-1164,304,2279,587,295,2373,1205,-3505,-334,718,-2126,-1505,-893,-882,-791,-639,654,1490,-132,1603,444,752,314,393,1948,-240,1348,381,229,817,2464,-21,-212,-1228,2218,3117,160,816,-1374,360,1282,827,168,1155,-2873,2091,1151
-989,628,1219,183,254,1806,-1060,1204,2355,-1782,-2013,223,763,1444,1497,-1390,-174,-287,-479,1134,3329,-201,1561,1576,1028,-1043,1842,-890,135,2276,-746,-877,401,-1644,692,-2608,906,-1508,-1553,-2464,2306,-27,-730,-36,928,-2365,-672,-405,104,1678,-485,2501,-904,-137,-787,-1762,-1313,435,2476,-1757,1305,-183,1869,1054,2183,1226,-47,1182,-485,261,435,-1969,-311,1158,-496,1621,-143,993,228,-725,165,433,685,292,167,-2251,-2681,-1080,280,-666,68,1029,138,-382,221,828,-1442,569,61,367,1993,598,-330,-1750,65,-241,-514,-1862,405,3928,1339,-497,-754,-91,1884,1302,-904,-745,-693,-664,-1747,1070,-164,853
-934,148,-662,-77,350,86,-823,-891,-655,-775,-454,-1452,315,385,-921,220,-1278,-2089,-23,621,-2387,-1169,-134,-93,-1478,-947,75,634,964,-615,797,-168,167,430,1287,2026,-1545,-4,1117,1334,1525,1664,632,733,433,217,-2165,359,1228,-372,-846,-728,1019,7,3545,270,-480,795,172,-1065,-1307,-923,-200,-2294,164,-1860,-2064,-250,42,-1291,1896,1636,-1328,-406,-1734,-673,983,-3333,296,-866,536,1436,-781,-189,-674,-272,379,79,-25,1009,712,850,1651,1184,-1133,-1042,278,1026,381,-721,-768,72,1019,810,1121,-504,2224,1102,-2060,114,-718,-926,175,2178,-870,644,1739,1405,-2026,60,-1413,-1230,-182,-1373
1256,-348,655,1880,-663,1761,-625,114,-1079,1383,983,279,654,-1481,-126,2453,1437,1020,317,398,1119,1352,32,1487,174,684,-1658,-77,-309,-1156,225,-1604,874,-1059,-2658,345,513,2683,509,-967,8,-221,-201,-278,491,-347,3082,713,-1300,-565,476,-877,-879,604,-2416,1054,1683,-607,917,-1206,456,-1756,-729,1341,1947,439,2369,1431,1108,-80,1208,-1920,-451,-49,205,-780,-1310,2126,-1613,-707,-10,401,1119,867,223,1066,-802,362,-348,-860,-1023,547,-628,1139,1578,720,-1018,-1309,-1776,1349,-1362,-2184,-2059,-821,-404,517,-16,-1786,-133,-1194,-1410,753,-536,-707,-432,817,-1938,455,-244,2186,-305,814,-1644,-1647
-53,-757,-655,483,1659,-625,1076,-125,-75,367,-562,-2468,-407,-1300,226,-574,523,2031,-1980,-217,8,-608,-1144,1290,-415,-928,-467,1337,-76,1032,3170,2817,-155,87,702,-541,-1287,-1326,-106,1517,223,-802,-1686,-1643,410,-1182,611,742,1189,1023,-89,-869,-274,-509,-805,-1952,594,-183,954,-1518,841,730,769,-400,-500,521,-431,945,1359,-487,-1000,-1191,-1621,-1546,-620,214,-1570,-498,1190,-537,-729,867,717,-1850,-100,2065,2052,-1382,1322,-2,-1034,1089,-387,-1475,-1591,-2301,-1520,-1413,-2325,-262,-80,869,-1552,-525,796,1180,-1086,-1200,660,-2134,-858,-694,-340,200,-440,-807,1587,-1289,-505,-485,-1216,677,-1552,-364
-1954,-1464,-1115,-698,1097,224,-684,-862,1209,1839,154,-1522,-323,611,291,1158,-1004,-967,-487,661,-2283,-1851,-816,848,-494,1346,-1247,233,1264,1162,-1054,174,1809,1501,-328,478,-1033,-179,-1637,119,871,-808,103,-543,-44,-1000,-2012,-933,1196,-1457,2330,-495,83,97,2341,-114,-1577,424,515,584,75,-1612,-37,-1146,-948,277,-1982,-550,826,-2070,30,681,-207,-503,-1603,308,-110,-2124,748,-1464,1545,1070,-904,-1742,289,-840,1296,-1532,1502,285,1871,225,663,597,-42,-1963,-71,650,-627,523,-1862,1058,672,2219,184,2351,2273,1971,683,988,-655,-1163,981,-278,427,-1302,1060,-166,-2843,-351,-418,78,-1370,-1324
-992,-681,487,268,495,1366,-544,2358,1674,-279,-922,-708,1596,677,387,9,806,1030,518,1009,3807,-1111,-340,1123,1202,896,397,-916,-649,1333,-676,-428,2869,-461,140,-3190,2254,-1276,-955,-2094,363,-1150,-1356,-1601,68,-1719,936,147,43,331,505,-129,-840,1257,-125,449,-1742,485,1362,1012,1247,-321,895,1698,68,1669,-729,2179,347,-457,-2428,-969,-960,-67,102,-334,-472,1618,896,455,-536,-189,2450,-331,700,-1835,-779,-1267,-477,-889,664,-77,43,-468,514,-747,-2423,192,-2777,222,67,1230,607,-264,175,319,183,-2124,1728,1610,-932,-261,-1106,-1755,-353,22,-1915,-2243,-199,-720,781,1061,809,1903
-1439,-1266,-1166,-62,476,1180,1480,2651,1146,-353,-63,-789,1536,179,507,-1792,-455,510,-622,1631,54,-47,676,1174,1048,37,-927,-1594,-1343,1804,-631,-961,958,1965,131,-1485,-1367,-703,-906,-697,88,-2177,-2472,400,642,-2077,-870,-104,818,-401,1561,-23,-607,-645,-123,152,-1370,-1328,1264,-864,2456,179,1895,1171,-372,587,-472,2288,-2043,-444,-1884,822,571,-556,2183,-44,390,-1051,171,1441,-1103,741,526,-1662,182,-1098,-547,-686,-392,-692,879,856,-808,394,-83,-472,-1451,1102,-449,607,-915,1145,230,955,1044,383,335,-921,557,-327,-217,-1114,-134,937,-906,663,516,-1419,13,524,-253,229,677,419
-87,-849,2370,-1017,-1097,-398,-2517,-3566,-1425,510,1651,1483,-606,477,1237,4131,1202,-1353,578,-2321,1408,-456,-440,1834,612,11,352,513,897,-946,769,2172,-1850,-2051,-484,-1726,1581,413,120,-160,324,613,947,-740,-2184,356,-940,-972,-2922,1472,-525,134,-881,226,-1414,546,2559,1392,-1767,377,-1070,-1655,536,-1015,876,-359,1618,-859,-486,567,1580,-3139,378,-176,-3140,1225,-917,272,-553,-286,626,-71,69,-265,-1081,-871,706,-1504,51,-462,-2911,628,2821,-998,-524,1988,367,-1870,2117,-571,2073,185,721,2221,98,-59,-2558,704,278,1840,-1139,3553,-18,-704,-145,-319,-227,-175,1289,-33,1404,1405,-58,-189
-723,1552,318,1114,2051,805,77,3686,1246,-997,-332,-527,450,1178,-593,-1087,-1996,-479,2389,-77,1168,419,1219,707,484,950,-1238,78,574,2074,-885,92,1581,1258,-22,110,-212,-237,853,-1439,934,-1917,-1660,-591,-732,-95,-1274,237,680,-968,2981,-1654,342,1635,1673,1259,-1158,998,2329,-980,477,40,36,2623,-2199,66,-1076,31,1077,576,-218,1593,-782,1354,100,-1349,362,-564,10,2844,-487,814,344,350,-1785,-2757,39,2413,-3128,1588,1208,-2433,-1510,-939,55,123,-640,1425,-1234,3232,-1079,1590,-788,-1011,2353,-477,1258,-1592,-145,-300,-47,-1175,-576,-380,404,-1551,-706,1140,426,992,1036,-164,508,2693
751,-25,-316,626,89,-958,1299,-284,-111,-87,136,468,-1782,-559,276,569,-27,161,837,-621,719,897,651,1773,395,236,1515,-409,1745,-1545,1300,872,-797,-269,1203,1878,360,1147,451,634,2297,2631,-1260,-197,-143,1544,379,-542,1999,-84,543,681,1467,357,-549,398,426,-343,426,665,-1519,251,-859,-1095,-348,-230,-1599,-1048,1381,-51,-746,38,-717,321,-17,1116,-342,-127,-647,-832,587,224,18,1070,454,2291,459,305,228,359,-89,74,-770,660,-239,944,-943,-1794,-1285,677,-812,-661,-627,-421,1697,-2344,-449,-2159,1401,-911,-415,194,-444,830,631,-666,-20,1044,911,-19,-156,1230,-307,309
-220,-523,-1046,-401,-1779,549,404,397,123,757,-976,-632,188,477,1000,-136,-335,-2176,-149,1755,377,-563,-841,-654,-371,-13,-202,2,-2519,-2879,-142,-1131,-276,-1401,707,1593,260,105,1558,-988,131,726,96,-984,557,253,-410,-863,910,-705,-998,-53,101,226,481,-268,-63,392,-1226,1812,-869,834,1105,-1659,528,-720,204,-901,-2986,-193,-578,639,829,-161,768,-363,-110,-819,-2448,-1306,-323,-300,-69,518,951,896,-1229,503,218,-2128,860,226,2873,10,2159,485,331,310,1375,-1428,1567,630,543,-300,-1882,432,949,457,2028,592,-2354,689,-148,175,-1383,-112,-971,1848,1430,-1019,-797,101,90,356
701,-752,-80,1642,-2024,374,-2641,-721,-1392,-236,518,407,-658,707,-2131,1565,-474,276,855,94,2169,788,727,-1455,862,-1318,1577,228,-232,-237,-594,598,601,1193,-117,-399,3184,-320,842,-127,-436,3146,1512,1110,-47,1101,176,56,-811,-1426,-1347,353,510,1311,1752,-869,-687,1242,-931,1169,1381,-2557,938,-1006,1221,449,874,171,19,1773,1348,-1221,-1191,-1174,417,318,277,-897,-897,-2036,1270,-467,-1584,188,2099,-2059,-1354,1045,1030,-420,-1300,946,549,1186,1180,-843,-409,83,-533,-1939,-695,-79,1669,-773,217,-1336,2576,-259,-860,1529,952,-502,1152,-667,-926,574,-1068,537,-677,-1336,-1279,17,-39,-2079
-243,229,-146,-1319,-2493,383,-173,-1855,-26,-2109,271,1548,2696,335,-110,-254,1924,-1781,-56,274,-1819,2611,1332,-2267,-2895,-2166,764,-2646,-914,-877,-1849,-1593,-1313,-1828,2364,386,-407,2007,-1221,1158,-238,351,1900,1711,-856,-130,995,-561,-381,271,182,-856,-1874,-2505,1482,-818,907,1196,586,1010,933,836,-1565,-1213,1707,75,-538,-773,-496,322,1410,-144,1899,246,623,1164,-34,443,-628,-1088,954,-520,-951,456,35,-370,576,-1097,546,76,1186,-1932,-1491,351,-1664,1521,2178,1497,102,-1462,421,114,353,2526,-496,-479,-20,1422,-506,-1157,3125,-2062,2488,237,703,750,-1329,1936,-1924,617,924,-2155,885,-1123
