69255803,-71507630,-62226767,-35369087,75913708,-3914172,68084933,-16744357,-96000390,-132472948,205071805,-85319701,194992383,-14057416,69376016,95010749,20364148,126785544,115395713,-109606074,-114287376,13052938,-112695080,-237059508,-8491699,-95753924,-34737247,-206190818,-4795223,-88146501,-228145068,186986620,7946706,-147699391,-1642163,94996743,-46474861,104461542,78382737,-58368093,34389296,-16230574,-8474669,24932535,-102755082,-94733195,-97686419,-57063174,80219096,-148332161,-58948641,-45923770,-75686470,-76375824,118310774,129306470,28559941,25887284,8375602,250206890,-188505713,100030791,66130126,-6794459,-116152607,-113204515,52325989,880963,15542625,-78490951,-8660550,-49260865,20516314,26354441,82972763,108905416,-165563500,-59985804,-81640243,-91131051,-69896358,88334760,15039238,-109781676,-127516215,-127627983,101135818,106176780,3609704,-151888780,-147448656,4760006,-6888357,193779437,20844949,-106527186,-236255289,-38040054,-203057,-135839192,128343673,-50726527,-99585856,-20095689,27492501,-85621502,33719909,-58148597,35947470,158650256,-21890702,-87824951,-66508768,-43667847,-216589295,-90262724,10178998,-115508352,-234506670,45031560,35585220,-91651570,-39261866,-124126631,-68762371,72709602,-151476089,-14544457,77592994,93338327,5055033,66152313,-89232845,56648474,99734467,134889691,-875385,166542114,-20293398,-131052449,55522239,-20338199,46112844,-91166959,77894561,74831871,37993031,44475245,26659284,63874228,73720882,-107815876,-164325946,-171395946,89327404,-38144064,155679645,-206482633,107245851,85740479,-21446989,32450144,-89669824,-23139172,61468383,-113678419,74178432,122384653,-118784258,159588116,-3773287,62735900,-24410732,113391427,86583290,87500546,34587189,-147200244,-167279560,101547644
-78047620,42348660,3615250,57075355,-63448646,219943657,12460772,59286924,82512343,7390203,10172703,1760392,62458684,140993736,-54330419,-45428131,131174263,89358360,-71497933,-73113208,65257457,52593805,-4495551,-58746399,-36976555,181032130,19120196,10058643,-31582082,130805506,-39149665,18659698,146179451,70900712,-74180075,-100308900,-200353618,-170130547,-117891540,-660937,38344792,-104588962,53489980,45582944,2911950,-108126032,-40517367,-95273630,-63134539,55770489,-9779710,116906581,-36175247,-451770,48523302,-94581395,-24536117,161487683,4324117,-120860731,136902596,-188584838,-50892216,28109205,-49426006,83615833,88715605,-145857880,278220195,-166427582,23748268,-43946882,-122061682,-6707118,12553862,-25493992,-103476607,-9004494,2780077,-36626374,31003818,126283267,155416703,-55389490,-122992204,-109072947,35172969,-130739314,-178628225,10518206,139632552,-31043531,206453114,-68970304,74449971,162279109,-46973900,23446067,-65619289,-69338060,-178157093,76642457,-36643031,21812557,98165520,-43029960,-64035711,-102462303,-126768925,145674643,64258931,-15193653,-29283881,-156483967,-81314495,67939019,-116538208,68579582,-75147980,35549697,44042590,-5842368,-81192489,-18499948,92716904,121012800,-11878600,-72179947,-106320739,-46267926,-62664638,-44015122,299636641,-35486562,72089714,-39517899,116974227,-101175758,100301266,-151253141,-45639202,2325096,31080356,-84041378,-49830724,-48338598,-70795209,-53373121,39296169,125372526,31844071,-22033136,65377867,-81141962,121187916,-58180721,35115368,-32766199,-21319109,145492367,-26940258,-102491009,-74949425,-148299916,-3691326,57589250,-69384993,38765222,-10938134,100511417,-80591456,852380,243295841,83494875,-128571205,24267795,203589257,-39770312,57341508,-64353523
-16879579,-116048948,-31999937,63129086,-125287615,1105762,-124365639,47669086,-64944517,32431294,26314997,-4598133,106237780,-61232604,-29187590,62218802,-283720380,82308,50642089,91562256,-5897223,-57161460,196871934,102947601,1764393,22402524,114808631,-8569062,118159405,14072846,108129990,144669591,242750426,-242445251,-55297261,-60381804,44940416,2717463,-58930173,138499792,-65206717,60199748,100233661,-27329817,-46029547,-21573700,-58943777,40112408,55668638,-54334620,129138480,-54961843,12800823,37391289,61133140,125298977,-26449490,-91434266,45473130,-57792304,-151802816,20248481,-1819053,99113936,-101428573,-188152020,-18221746,-18377249,-27578833,54101940,77819749,-101704474,-24402436,-62468427,-31688031,175449221,240456591,-177842844,161233132,16204590,-96273565,16458321,-176061253,-55541302,51891507,35688943,54434776,111807198,60366745,-68214369,-201475588,2307688,-112858309,76332207,-68891307,52089713,150547492,-111608411,74382591,78726164,131506879,-177998716,-210856019,87705067,-132070509,76219087,146384663,-39347654,-135532057,-26491308,129814075,21650804,-41981816,-80402681,46787543,-145692418,-93155472,67284785,-93136245,38739680,-77747957,9882715,159472250,-55054637,-65905350,26255915,-50964955,12673708,-64124614,70896951,68372940,193185248,-61995164,86198697,-50548796,1055896,346270,92227075,27794229,16584624,88907651,2799994,29864430,-120351533,65840341,88375528,-60521553,42557492,7456040,-139921361,-1144781,21190345,21602801,92026444,52676269,91352128,87154643,-36073411,71011592,-9867993,-118034255,-23597240,-52110502,-205768380,-59762874,103428953,-66527620,-65513400,-3328931,-40277176,62225322,-16605430,-220123413,53053794,57697369,70127553,-215533403,-5927179,23190720,-702373
70217723,-69331645,20798020,86462348,92055734,-208567753,21011459,-33033841,-139890250,-145026568,119197772,-36208802,-33133941,27321251,86838956,-63415282,-151453505,158776560,-58248354,44582667,-9550319,-7174783,-155270485,80631098,162066338,5780158,-64908488,-6993133,208671680,-80422136,-86200847,81199912,-1394342,84958698,108455713,16984433,28342268,-61967384,146602123,-2607042,37424868,157798120,60321243,6553111,239812146,107102591,7906084,17604653,3637192,-98699266,-124286570,-92602415,-33825143,-223078478,-98106637,171537427,8400536,-39885944,87084118,-47025954,-7198767,138935082,-6583589,-135860153,155466042,151146676,-92034316,142128667,59247725,-3948392,117642333,49390406,81652408,29536839,20609421,79632110,-15046163,41179092,-44821437,87844876,88320016,70935947,68111165,148630739,23299788,162914457,20490014,-12438844,16207042,141128271,-128331344,-217814955,-163163230,-85529599,118978757,-118543850,-29473683,-45698275,-67334975,-161165341,-9064194,108304488,-87181721,153911338,170977719,42835140,335514535,69441571,161897194,86710153,61651052,105781244,-137167757,115698184,-114284431,-29461594,-28937100,397821,-174681181,218875056,-10287634,133278023,55607199,122220155,27679885,14058480,-13815774,35421456,86536796,-54529185,18289664,-152838376,-154366908,202808120,-1315996,66852272,-223825219,2146906,-183061022,-122105385,38195825,22703096,-91536701,17524836,-84349440,-141596634,29755258,-24062164,-36480069,33182205,-54990339,-73765616,-57903053,144141542,-137825831,-138729672,60190529,97562333,195947134,34680577,-21688810,57738389,49433864,-69741559,-20583693,240739355,-42906383,59868462,176332409,-36099187,-160210993,180391946,-83271694,-12024987,-207404805,30373747,24373811,-38250653,-50505404,176899161
-91568201,123765852,-290661977,-139662783,-110581642,44255359,-83428209,11076206,9241309,75026155,-190187714,47829087,92574025,-111717762,-103444879,-50338159,194974286,-10927795,178760302,-102537829,-135990106,101106768,104656851,-26739542,164153747,68578430,80574927,-11109567,-159417635,105356122,-16949792,-95952911,-435704,-65258013,-36537652,20876119,-106511430,51708731,-52920445,-107985566,-109733175,-279080951,66124197,31356387,-51095206,-22770040,-19442205,-98379816,-249213329,204843799,-38697718,16239360,1626094,49580916,63472538,-561653,115943653,-93247288,-184857988,223134605,-160860139,75861134,124858609,109141917,-227795243,11060062,6228970,-121534927,-22148564,-58695034,-96200574,-89680647,-202199699,-244845952,-38901043,-44709852,-95511764,-200380683,111291940,-71555089,-88877016,-138416218,121781150,-210309225,-125495379,-279323747,-95098135,16553817,26186776,112990180,52093666,145316878,229665825,268254944,69056191,68320507,-88028729,60560594,-87216999,92328480,22047339,-72664743,-46292096,-187953004,-39209333,129583981,-214629789,-230098943,22372126,-87225085,119957664,-165199128,81566489,-186210973,-121853076,-148000307,-82138589,-71302328,-4391819,-37733338,219304834,73783251,27539730,54302749,-11060560,32256573,-75417703,-10945977,-279857123,64491690,-184981539,43448282,125799266,-150663975,55109382,-118542033,23423668,32192169,58332879,108656456,23571014,-86024198,-38788221,26096364,98800084,128529954,41463239,-55241840,3274154,-54603100,48139778,-52459038,-121077432,-51855163,163923795,23868265,-39076791,96301544,-161740374,213535200,-48598199,36143920,132913127,-36332155,-10745150,-168181317,45258781,-166267242,-295367592,-82522058,-26138814,-71744036,-110420302,-91599104,42969961,60099541,-59593721,-53795171,7507994,98291566
144835119,35891479,53263516,-82825015,6732753,77293670,169695415,-61815256,-25495757,5066449,73620278,22681968,-103237657,-14310527,26125589,8192635,-37313923,-73129806,-54269212,34843309,110997107,55315121,-31400007,-107884168,12158974,-45272815,-125072845,-98125242,-152415821,-77535050,81159482,-35922371,-18413254,80713942,-80585996,19807783,10774125,36989058,40534309,-89206465,105976000,205314296,-70660750,-71181250,-7442330,37706167,13677917,-26752432,109702813,-118674557,3287368,154353471,33174338,58674086,91785232,-88339925,-23170915,62404345,-30238678,29445075,-73085583,16308119,-24032111,-45430723,175407317,-64661092,65167765,96096140,-156609362,-87460857,-84148854,-10582983,-21540546,146343656,10580303,-46690951,-49616214,56584098,58292305,9662713,121140984,134709506,40999577,2911825,-18017600,79917800,60186721,-1077378,-24994930,-59884501,-174466208,30125995,-172264137,-27501606,-283886,-123975207,-143354549,-19378359,81236755,-425436,184785960,83933727,124306768,-31090044,-97837234,-82222950,117347639,-48753072,165130783,-77301519,-236421939,121691229,-12743213,-79370073,-100911009,-93430730,63484252,-122059444,-42497662,83088992,28530674,-29872360,-25141641,-12222149,-90192145,-67172556,-20986417,-33585578,90775590,-66449767,59243753,410952,1102033,64915586,-162928366,-52488697,9197546,-56304759,-73298869,-6252167,98387512,33797329,-140443007,92255389,40421396,-37366086,66586052,105672425,55997340,68182936,-70155013,22994052,-63718229,29921754,-39897318,-136718487,13098074,86051264,-35170381,-135918694,134130531,76656827,29072140,226376043,-60672498,-54129864,192121724,41308242,116367741,-29810485,131604034,61714240,-17255231,-97566576,-113103749,-67133893,43889414,-11942710,-143750055,-78444966
-16785751,-84540660,69580728,83632785,-11827081,-23506041,-77011370,-62758043,139854651,94332680,9310765,-159917228,-25780569,123558898,140438860,-5957181,-85541655,115168681,-115982981,89970678,21034475,59366761,3403392,-33917295,-46749888,57349203,71441099,-52199620,-26480355,-23206940,58195615,20717964,34648167,-65074045,-146117580,-46790328,-21880217,41476870,-104983467,33372589,-2533841,83452345,-75209337,13821741,110227613,-2851009,93467549,-19702800,108834502,-21896191,206037744,91908415,7489375,27518304,59309577,62915971,-19865291,-9800977,92394654,-133495146,45212680,-25604893,-12582951,-5747724,70926809,-2968575,-68378355,88953053,110284192,29885019,-93922941,50927758,173230898,-992093,37849835,-91053784,155729154,-59926195,59149444,136618281,20185329,39689301,11297202,109639897,62833371,113809295,56314416,-62699303,-19341704,22979087,-102829149,102527534,-99156840,-125593398,-20580214,30153681,31536030,-18579349,194096336,-14753791,-65352854,-16863101,-39791256,11658297,20534505,13927861,32663018,-15173701,-83894361,-35680791,-109028423,-28777058,-72850330,715130,38461566,-30039742,16124994,1919781,-4422090,-74754519,-29403867,-82206902,-73696745,-8764985,-2392607,-66112565,79792396,-2580812,60211395,50478398,171892653,25045118,116999028,33451897,-72341095,98736493,100894554,11101609,65956417,3769552,-42344247,-65447304,-71043850,-63452127,-43673984,11201060,56952862,10608192,-69483927,68743733,-16953908,-29298101,145653715,44546529,-12487638,33875557,-70290667,-54820845,30567486,-77819883,-89638183,-68395437,-70424470,141472065,9021062,17202306,13088894,59890319,99024814,80264421,86511989,-4990003,52431835,64094523,7549110,16079818,-85911162,37616569,110957240,-47483426
129817168,92628970,-73373237,9578222,84542179,162689680,24935862,-47458050,-98418477,-135991035,106404928,-68806925,78826784,-152303816,-11893750,678952,-31112043,3060841,-19360918,-21673313,-72762463,170018027,-3027682,83600210,-74473165,-131653977,44863287,-208926648,-2940807,36472265,-125224922,76033934,43196364,82094510,-45495515,-18716342,264416,-25658732,-43345634,-22039734,-109682327,-5997027,-105029736,21572712,179800796,52352605,-40634654,-241353181,55179969,-61539547,-12512743,15530117,47709522,-117510085,-8781799,105284693,19044481,-19983604,69400368,133271922,-59540358,-25938646,60754623,-60286392,-51015627,-167296904,3711032,-16469909,-124094255,-18769082,-37513052,-188783598,-128931902,-63332133,90523801,-28731928,-22489989,-82082779,-107475158,-161393783,198037155,81416534,-90121072,-187848041,118035340,-72419669,36466899,-90617728,-10292206,-75300630,-9462738,43766026,-76043082,45878315,115517483,-189115567,-262323143,-41118120,9609325,-89528567,76082836,3057969,-103088599,66445156,101332065,-22323923,44430908,104801188,49992709,55672989,-188087751,87665722,-185667701,-89896928,-37504033,5188502,-50697802,1908391,-185445648,171235523,151832060,65058039,127842134,111342346,-74312334,108809820,-41111547,-58601431,-44664769,119026826,-107584537,-49564053,27715154,151776852,13121051,-170687223,-83310592,-69279332,-96913707,-139979546,-8709826,-34287645,-27498732,260706304,50889352,-22264005,171836235,22910934,92666403,2210720,115185886,3336606,-164605018,-28330459,22514470,101766080,57154717,-76744887,141136884,5045224,1009366,1650595,64321121,-23700463,64978152,-82948544,129749047,115346885,18836754,-149325335,30615761,-15094090,-3179536,81129774,83480238,10129562,61654645,-92660512,-101885611,69460124
-17523253,5708841,16734822,24784877,-47038899,152409096,-50114275,-26780127,107874684,49019402,-43703277,-23360911,66674604,-47081011,-53411386,86105469,99597047,74486945,17318132,110703699,-5002267,80345070,-37125335,-99841575,8116257,5064573,-126183791,-85074849,-147871023,71677165,695156,119348857,-77849194,-138745655,-101757898,-56078160,-90765243,-91232718,-21894075,30330009,-35545658,-63615331,-81426045,95690953,-57766892,-67352665,-109254570,47151047,-39439024,-85226508,19319524,-110532987,76314571,-14124037,2663064,-64731644,-74862984,-28370356,-26671712,21630667,172147635,156187620,37723844,53678127,48542430,13238386,11226559,-78899363,63984913,62769698,56020250,-2866901,36897571,-3532255,30608958,-121440656,114536497,-73335111,-23927384,-128601307,49503750,504355,74295943,19089494,-129140446,-38930695,82030086,-238872666,-22076222,-40447935,108535239,96550422,108604508,-51821086,-9033308,55174642,36163168,-77723229,-135953081,50155892,-19780040,92663601,-58151449,-16353131,-85036035,-151286806,-74181392,20984419,-12915391,128285691,-91368180,6073524,145917501,155486121,-16876897,-53807125,15850607,-10579773,-48846936,-44817651,109221393,-46553181,-1017649,32701715,79038847,116747738,127585473,-24927158,8120126,128385131,80239389,-12063726,52837238,-45955583,24885021,-63864690,-103766301,17983040,-59482087,30152137,-46133706,4661987,94574841,-94451641,99336883,-31608587,116007150,-957164,-107513348,-5557225,116505597,59258204,82345175,-7500617,24262434,-16010672,-127155152,113683041,-105496675,-147212091,73476189,-2649725,-117539978,-51602231,-96321255,-98688258,66138031,18984581,-8741052,75932118,-90296726,-71078710,138091843,-4879324,-40263237,38323055,87442609,-110975471,55128266,-95793340
264980691,68708635,159869627,-103509341,-123348239,177532392,71653757,28977764,-25959747,15308513,181591572,188130274,-62387709,17914708,-248004734,-18743549,-24841175,-185460478,34098888,91729629,145203003,196720705,9483075,5988282,-15054394,13890393,-1380243,-22396792,43096659,6059776,202709941,66133497,-9497635,180574109,-67859921,115347059,92136015,-107948485,85492387,18930731,59593196,116635414,296467075,-34274665,246007956,50609192,-37232697,-29415021,84253062,-52953916,192491388,176263104,-35806474,50218082,-25975055,-12427837,-21819111,-87307628,224938285,-65560438,161917225,-19110840,-65327586,-150339445,-23895608,-92143938,76402341,31464762,-67938356,1387875,-21862039,-141415266,-46853501,130516909,-337760316,-89157559,-199682977,76028036,98429119,-128438741,-175309153,102427714,-193312960,-133939699,177587873,120817035,39341848,-86590498,511977,-168974367,-110169838,-15183411,-88042851,-85124155,57586502,-90310328,-65911838,-5481691,-13958650,-49880915,251559783,42774315,16603045,15531545,85401556,-136873474,54462367,-200418775,26209008,22453674,-157560046,213398306,-102146184,-31009294,21633042,140124775,28591222,34942918,60123571,63707751,-137528512,29859933,70507636,146296572,-145454360,-98619281,241443641,-76437873,106611012,36500461,-92323786,-127524793,158641173,-76015130,-143671094,-399883369,-2250024,-100401821,-254820902,-4356915,158010690,-31657295,-68089360,-3032685,-92509939,-244051289,16966686,66607679,172959730,-148026462,75470143,82938488,-71137474,32930197,8678282,-55922585,109927196,160963449,-94142314,-200140074,46754584,-119459466,87633250,-30575269,-24072528,101073429,92923064,175915381,205682208,-248506522,68162016,52105710,-188361193,-121974388,32186390,-86749120,16459835,-89909838,146141545,45342754
