-81304015,432019960,-247834997,-145264001,-20260039,129209652,-302002437,-53166727,184820688,-267589692,147354947,279828247,-343668655,-65640804,233033549,66858192,249363729,167004478,-202185405,19559736,-246923962,442382479,-92368437,-127062068,-291652888,117843471,-196236589,-183586762,-151539539,240616393,-104957459,-333734001,307052211,-405434459,-399709430,125090470,271131664,-289671969,-259222378,-86188053,-162219542,-113546882,177922751,-181901627,209646713,-233536812,107298323,-70333535,89329001,364914034,-87117469,281204388,14899845,-324962702,-159407745,-92832942,-223213532,-20476564,-283940402,221762067,113519064,-160473741,266980732,48788610,-99686566,250412266,-27701121,-28494254,-65126370,280519874,-115977532,408742358,-226080682,-160290282,-327905680,-39987923,-238322307,-91471874,100427123,-151504164,-225712170,183388791,287879112,-319175758,188727775,294165346,-213842660,-112108890,-120900895,47430770,246294294,101500429,322974582,527656773,225575521,-50623243,-371893229,149352649,-286886091,-207847740,-165320076,-310082110,-287610902,-112593918,-16930592,374993682,-163236712,228242217,325349254,137553597,277405902,-165301333,8375276,-273253062,219786060,374198721,-337487737,199993005,-364313396,-12501150,-242519043,272967428,-188752912,84693114,166024629,43229124,-271476062,84730211,-135630981,214203617,66287749,37647789,187697263,126617244,-102887771,-101222821,179189602,-497991465,561322212,141216022,210713816,9123570,126603624,203900244,-338493816,-128882214,111399726,-370672465,-272147609,488803515,10174374,174136066,-344908518,26921793,2139035,278195894,156430628,372497203,19839790,138899063,-178880705,-164086700,11236064,-399904137,91872503,-115688213,5088643,164081614,-85833809,37021204,95096345,-29719976,33403293,342448843,-361363139,-219742629,-431880286,517721604,63321733,-391386733,-83367182,-140598194,-192516813,-54163436,45424638,-117634598,324259396,14771982,228610832,-33534351,144937640,-46716902,32088348,-274328041,-507006174,397185512,9668058,191298706,16002659,-95192210
-428859532,-180472377,-99798300,22815279,293958544,58463256,16591907,408792200,348755868,173582009,-324695056,-235850408,53560461,-54012139,-445740096,-465995246,-379309363,37712510,-137147156,609083883,-104810455,32636504,6846662,-294749858,71360249,-135141438,-493082315,46501351,34954843,-270156064,375486271,-212803747,188174536,-189202169,-507906553,55799797,11260671,-607162,591873445,-280932943,151072008,-266032188,-199251373,-15635879,-103675961,-93058932,-20907866,-115950586,66815496,6827232,-43674633,-278434093,-290942442,-160442575,-53893347,-1402484,39999711,57670959,-281956007,-207636903,-211878271,296149927,-114555496,4589155,-151509236,120226398,52314318,490478234,70282813,-89650731,-498339377,-47315846,192769977,-140142115,-230062177,37442439,-20475658,-113483635,-425535690,116797582,-219152022,-20523171,244866619,58866611,-65805849,177478196,-1847185,91554290,-107805708,172025652,422350549,-343068829,-271704710,51156086,129294389,-16743371,-367746160,-455998086,63120657,487483570,-67724172,-365598399,-146939763,-184353526,10237366,-7849483,-417157234,-8809347,69627373,-53825195,58882936,65472098,-57001004,366835504,-24479838,71550330,-377405077,75039082,-84727490,218608754,-168167480,-297960670,-50010590,641897302,41213655,312286506,42177460,-27388007,137971680,-379120886,33729375,306400276,202271941,-34256109,-65905780,68285320,-337367389,190885972,93524770,146291965,-59772820,329899433,15675288,147984500,16399678,-387918759,-455867256,-90240088,-234025829,141000172,148144603,106723071,-214251883,-303742677,370557538,333028129,-119666677,-159162886,-182510417,-131637610,201625338,-313895447,137672081,-512024693,-99974682,-609660053,161101687,-239942662,-176753278,195749318,342652703,-145777368,-423169298,142175412,-265656902,-497260445,163455083,110334461,-282860496,-199420463,-296246500,177973488,309952474,149844911,159109145,-329398683,75227327,369823307,-7429200,7879138,-491530390,-439548382,-248244886,409267590,-227405078,-376279325,571863898,97548593,-224661793,152985858
-173915038,52736830,-279134644,387353455,-205659324,-65153718,-125679012,100035320,-223441747,35352350,-158770017,-160395512,-123502295,-265960514,113752837,-55747070,-89429597,12909834,272261631,309887040,31390965,-110505186,-259727055,-16914487,107818526,3519538,222490608,12633966,80539827,-168436854,-105190745,143242543,-25594230,-133161527,105697600,-123098555,30908079,288226835,-138662011,-163175478,-248276172,64942225,273443060,64102824,-25871337,-11992208,152899718,-484518833,88184543,-69080607,53104897,166145987,33252417,24845638,142806340,-452384170,80367174,242882533,-507878342,248391804,-421497227,-209667135,-175372752,211938956,-82914523,283980396,-118463564,215427874,31122779,49837608,291048018,-21472382,162968110,-53324878,19146178,-188598926,-319771587,-322561328,20788148,-25344488,-322123510,454091034,473715593,-225804820,173804680,-389846453,105157815,135943150,-172060608,112985704,-7729884,21385032,83582642,-29747546,263464008,44368227,-226699242,48296187,87390253,161708079,21658828,-11134828,129638280,-242916193,141297532,83767884,-529511919,70793266,-261096592,-40069849,-183361682,199445655,-96317841,63231770,-68538581,-305209895,-520399889,66995104,-138603797,205674245,-142792341,-383039627,-361640132,-184360971,112989655,-264325467,-27869135,-114875426,378260,239610716,93640506,90482280,18243863,58035640,-458058849,59659915,-173072941,-334318373,163669839,-250879530,108887126,-267456864,-318753102,432996493,80829390,11488432,-53243714,205907177,80859295,175315396,-123040447,-4552488,-139466141,44702256,305827647,166806516,-173760385,-63454167,-182183733,-266767560,-240714502,-145304647,3613975,60999277,-146014983,-157022741,-6204996,-127159208,49566194,351980040,-314404337,5501255,-38743697,146233300,-163441032,3396835,-93644962,-40694494,61031210,-353522047,65823318,-245363547,156487585,371523533,-266813097,54875922,2917523,-18912659,-50929808,-345844562,168655504,129536038,-642322892,57501156,186243467,-257389862,25118826,252253532,396866468,-45384971
7478220,-170511462,232977609,-16184577,-1344908,181088556,92414624,-56540942,110393977,-90805701,154524355,-71087224,-40308124,-36880308,9947424,27948205,-124628850,-80078306,-114265526,-5349961,227213886,363743956,41242140,-122155058,-12594159,51548390,-130746602,70514872,-202893192,98862236,60059821,-324695915,142620422,-93560490,-88798009,105661711,-58336904,50850,12898048,-130335984,95867668,-67017720,-228769491,36231634,-373198167,-110725417,-158571323,-48096250,90849608,-33731965,-173826964,-121787328,48899970,205619043,-400610169,233845457,173059506,36170631,383294053,61268748,273161829,-82092551,25731735,-361642802,-48125316,59084477,-158406331,-46740953,-71857045,-120493748,-65885325,52403123,36978250,47612449,84552185,-3326316,-179255074,276304901,-315244775,143073629,-46178881,-23019887,-256602352,76261127,221120586,207168162,34155742,147769714,199569229,-130605314,74139750,-73727251,-155056589,55313957,71338535,-74160947,36880610,-97998930,-27208774,-93598398,-54880814,-103615597,179590102,151308384,-122460927,-23762566,-3492963,100463298,376828400,-104661406,253729929,-32436530,15893893,-62983575,-133276855,22313522,102106334,87572231,-172492475,-146237570,325459561,171935237,17378609,141310140,-193463564,236212084,-62774093,-142207,136423940,121714785,219609276,-78513576,-208875868,34700581,31673427,-122726286,15973267,-78458506,81949400,179690266,-123300115,322571273,-106842109,-18693362,-98267465,-1853128,10410643,-300899430,-187732232,78210713,202593683,129921863,192040034,-68856062,26803946,57372459,40625947,126419824,-100968188,-314331580,-66935530,30341392,37980144,-132821516,-73342709,238847241,-17343503,34028161,118925545,-41288764,54779831,31177712,108340363,21610659,184553021,85565036,114045418,67200069,-85437659,273183010,-12694295,282196951,-14733916,-38373613,141340703,-107498164,-328904025,158228623,-156396530,-22649979,-394560630,-235734025,61327056,-25620183,34106324,-202309907,-43584756,185405466,-62841486,384455168
6423028,-146822637,-104377092,1612171,-135480037,192681210,-84001752,-144600939,153340405,299776848,-103823877,96085694,-1105123,42256191,89237710,-32237465,-34065926,-168635435,357353656,19052147,132748504,10371890,93865085,54242766,8725478,203171604,-68967376,145205376,76593069,296677165,117538143,-10243274,-90592563,-68150865,-59075903,33123935,-101675549,-2578565,-199903800,-34924120,208529233,-235956868,-18328782,231359195,211018026,-44384644,2104600,-144561113,-96106085,307833130,-82832321,-52963351,-192252999,-156646206,200795963,56356186,62529564,176899355,164371822,-1684642,-28595782,-52882565,-444500867,268840130,141842631,-94344536,134344830,-129732101,-187117466,-404736186,37928816,-30960409,100427782,-5436346,82087755,200015016,-24244364,-21478431,-88927561,21601241,-195156090,30442501,-110686771,17208651,-17829919,198677311,262669859,159580463,374997732,96268033,-125074098,4371209,-235419527,-150849949,11938891,-98246356,196800898,-14210151,29932197,229809842,-48103939,-31586260,422476628,-156388186,-10524857,215097554,-185788986,-86182282,-74651204,148992730,-7422607,82275089,171580589,76906523,-124666189,-238799209,188939983,276707300,-211386126,-182020427,204674809,62090472,131627186,327717092,37123553,79523505,94955324,120643437,90745055,-141782849,-92688517,-155698465,284541842,194000619,-96019282,-294048599,-29881777,356527825,-146625394,-14421770,-174102835,34426867,-215491032,124735953,-156110257,-98315985,-34355944,2553020,-33955891,-25684757,-37570665,195178922,278358764,-165911936,105548284,-189949383,152734035,-298145508,-15199327,-99981171,39629039,2474080,163230307,49492774,-296975351,-52886641,264136789,155127182,-37492144,-17090226,-19423292,140294228,82504957,-220925043,123051213,237189070,73250114,5980168,-143510516,98680292,142331370,-271892844,-73373804,152655813,225031663,-201650576,9675543,-59609729,63947431,76117734,-145105444,-67384317,-178198651,51738679,156773064,29006002,-148949014,-60786379,-33203161,96324304
163816672,139845013,-35144823,-34327384,295667868,213791584,56185208,166626061,-27103848,-91433881,41440355,-70858689,256605156,274694210,8490501,-9849774,79267423,16906703,-35255120,-115022495,-430183781,200946765,-301218553,-234962068,316448473,-101222560,224843858,123716125,-21406428,-38640191,-87919507,-235546401,198943273,267558096,105622676,-210525696,-7060326,-28885820,-73003055,93874908,-96729209,60354352,-128431027,-34725939,-420626704,-172770190,-138195829,-117909509,396808848,-194513943,338591527,40105865,-312958574,286346905,-116935971,383205964,-128348087,-281464101,106538554,-30615442,231597839,208397459,173232760,-322802033,-64889068,26204570,-238356072,-96917137,54752041,-234767451,29626511,-68902054,-1702544,193272591,178878357,-161002113,-15805067,5929444,55376913,69875986,249032998,-179417409,353032219,17848703,-110426962,-165568583,232104810,-114522345,100490928,-438677150,101102647,12825094,116105773,213417389,111175076,-74065338,121706688,-205855000,-265834467,-422577326,-377387363,-345295503,-6469924,-233448882,76418977,-53244784,-88331981,-165201586,249181141,206063839,316608648,-183908524,197397518,9956843,34867779,487805783,-81123855,103604720,163754071,-46410686,201255041,-487286977,122016006,44364702,161804401,-115922375,-199280252,-130558072,-130322249,-32567480,-27500901,20594045,-602044350,58883344,162271622,-178009634,9086,285008391,385253684,36462939,65343569,-263041715,-168542211,-54617815,-322963049,91715016,269427014,70067461,-95072916,-196306693,98180204,198011734,-195418965,-31668204,-186127163,81121496,51427547,96976262,270142277,-323463091,342948333,-256147837,-128676073,127816035,78084186,-39821151,300008319,-88173617,-24069878,-76070837,75436131,-393946603,-278784235,76980557,197093905,211796913,36675852,161581275,-59091604,268183517,-162341416,257433158,341271292,-232600674,-79451211,-23150420,-22877674,26700266,-139272832,-130047072,148018129,-46942932,-44598843,177152823,-112454431,-100562780,-214043613,112876857,-219184895,-99066075
267359898,507952100,57825645,-305511057,29115817,258568150,67587364,87311182,45839847,-440990017,378268344,355877888,239958794,-22760680,-27154331,176188457,-45630078,257597492,350183582,-202898686,-45522999,323540620,79350915,406949025,-395896400,-226331766,-205345816,-205590877,-58959256,-21713322,182344898,32782570,299610098,40922711,-40060079,-316241857,155554372,-215578786,-533153271,-105909873,-452985668,151348910,-5925135,-66101332,177382259,-477257400,-189138767,-24072615,328460878,157212036,180658504,-8171151,158995709,-194555075,-375775223,252016048,-38040749,190220055,-28496420,58576255,486953824,-179632622,314746978,-257315040,-48564373,65141763,-45231948,1087145,-166715838,231272377,-10308938,68191993,-444426297,163593957,241480655,-63037076,130625317,-142494759,318263268,-294588790,31959379,-172312327,-81711448,44482385,54375181,-109072702,-180536661,-432490554,-277708718,-319580979,-133055563,451455819,-31358902,29904072,-187977051,214737529,-208552493,180564550,-335581499,-104591724,-60488180,236937662,-228492278,28841688,-69903104,-74697492,222958404,179242747,3551737,-92987276,109838990,-652739849,-160537102,-190796178,-81933039,213907670,19950229,-286757313,-10679610,-81619288,-152307130,-278209148,-334881644,69555143,258474799,-161591305,-65016743,73635858,180845566,36051059,-273983648,-262898865,-474357261,-161230878,7092197,22242517,60737496,-8633683,150307653,109878830,154659020,-520435862,406266072,61492689,-69850275,352110106,242916102,-412918981,138380977,-275549590,162987212,56192640,-140527696,164188493,167743169,-34939113,402149657,92199450,1330504,570652920,91067353,421350980,53271261,212144364,342338405,-319675899,94044739,120917991,-299637282,-275307409,-398853686,-234011236,-284343463,-46268125,-42746670,28781801,-13225363,298855847,486173927,-30539909,238496338,18599258,-139458365,-457447594,-403546492,-41629070,88013620,-415218094,156974973,29599605,315945517,422502551,587460816,278182804,-195326313,179523481,-312814994,309602458,-393885836,-75855965
-104503102,61137094,28104018,-141768129,355711258,-244504179,69579423,88590579,126724611,-49792630,55090046,148234421,331926690,255583546,21179501,6407495,-82657947,14698220,-467238209,136130111,-54497748,300208932,-107289103,-159100364,-173002857,110488990,-489643538,-266651370,-33882247,3962453,12584791,6040456,-105194296,-238934129,93666731,298139215,278524873,-106167614,201019172,355496248,119956236,-26685034,-165906849,-477605992,-103144336,36049888,175344501,85516661,-507346640,21412790,126216314,-96854237,-243461242,16911027,-213120491,131578270,-24205998,-164195300,76087443,-565628393,-18808076,312868573,126181739,-244471305,-74318688,139779645,177383468,120977020,-274393513,209335446,-64667898,188241873,-93292392,119129104,-507741066,-107065911,-369746720,226298864,79102533,-111229414,-34887326,-16693226,-16283626,-313934261,-34073393,32908401,-355090906,133056233,61621026,40920901,339609351,-200415153,9069090,100841229,-226846874,82296050,-325899929,-328009298,-44009226,-242012836,-262157307,-269658477,-300678838,378939183,-158415454,-26481164,455746520,-281020444,197778883,-54695588,178252726,-162893299,147625305,-129123564,16461851,255471359,-16367503,-138060645,-17373975,102010343,155746119,262271087,-123709114,307129016,-230738410,87045902,85750075,50881513,-252856847,-241481840,-19290378,388618451,303335576,81812831,164487593,38253787,232732161,-132256161,-61612776,126995333,-356034200,69699247,364970123,-196164661,39413090,22118610,134030443,113324337,-22467840,41626543,224397600,-313767093,38732399,-119485322,49891756,257171474,41556616,-71136166,59614407,169445930,65362283,-225526728,-205920917,-359291969,191747149,142425885,-82696526,253594917,-329409065,-133127181,194491415,184425448,53013330,32340270,187547591,-537553937,-39909564,-212552819,-608046176,22603724,78957612,145235822,-28231729,-78782516,308158553,-4348598,108041207,19250582,247306668,427704052,-316430437,-303495446,89159985,-237263319,-210979472,-45253641,284355949,-27950057,-416060961,-301881235
-105708606,99726495,-110009339,201806586,-116401322,-172665114,47785312,-18214290,-342970900,-61155923,-60183010,16950411,-52984007,-429584426,17646695,-45522708,-132970851,-8246617,104433535,65631253,79221589,-57080290,-82457284,219579031,-270339694,-85742188,66764744,-226849573,-40349924,-20966198,-252805071,133610900,-957549,215783119,121333306,-361606279,-57242943,337626396,-166085837,-63073212,-110373198,127740864,157333348,-91060410,27807661,-35263176,104576416,-126440917,-12866277,10467726,201418959,304949552,225103641,-161537507,133054477,-194708589,101044947,292953731,-197798883,-56289133,-167952943,-209315766,-22902758,174199253,-1838569,39917967,61128052,134796726,-227804379,78503824,255705316,-17218827,109936765,169331656,26397966,-77279232,-130756944,-262838039,406444296,-263803766,-206405125,326918054,43659788,-94886387,241121619,-234635927,120413315,185594876,-311593277,59444083,-249492305,23060109,237660445,-4072487,171615109,84090393,42298965,95187759,46985346,172232685,-8302355,192510626,78671641,44279679,-105220864,-49338065,-3511838,-29784960,-68265862,-76228551,-162799909,23025435,-128266321,-59636156,110083536,-132583383,-61543932,-392470754,177812289,99652740,-21915784,-228590307,-400427987,-136230147,77779503,-79200875,-47362618,65805299,-2620499,145680299,111569357,-53151856,-113029058,-146279162,-168390641,-40147888,-45625757,-253657348,-234399885,-215816234,-7941336,-185393592,-122134117,44034732,500539571,115871443,61689401,173584432,137078454,28144259,-89487577,35045993,96052311,62457244,-84429087,-185178283,-85166794,51861666,5693009,142758556,-496875206,434260938,137360689,130480688,74580746,89344675,-126569413,24875116,177676556,235343464,-184848202,-39862750,40123101,-115652708,39109426,-70327087,-56626971,-67710498,135386838,-228687865,-7827926,-314086006,-83577009,62641961,40566949,11407018,-179036655,-31465806,152491487,-65184760,101011215,-107548726,-179161178,-196864449,130144056,-112511882,123034066,197443378,225796644,-86419538
131860025,90381913,-420682780,190391205,71663179,-21991073,-188743234,19227433,-40666216,187899483,-115859692,-228044402,-13283901,-216534897,-210989983,164497285,202732442,-111136163,99541521,-180739829,-216291636,24563073,-197130176,-52129224,97907220,-22913055,229086974,-151546264,42137603,85899493,-342208238,-4016784,100957734,-159604342,283873980,-154854474,-171303270,99695611,-100643581,72047436,69794426,76021381,-94184201,113334225,-151791342,-100825055,201764692,-195611228,164488911,234831947,371527507,463325743,-143562564,72356872,96046277,-3263569,-267521407,-6984309,212104554,-88650320,-239204785,69576012,26901876,89445118,29660227,-208403365,-9740317,-167370999,464763364,-164826964,297406828,-463082215,-169790212,364531904,77812806,-358729577,21426428,-97123126,-65381854,8896035,154706533,-151667217,329041774,-106672770,-56237467,-151866266,336104227,218062328,-83446055,-16731375,83266181,27973034,-16665220,-105948737,-163372994,-367215274,-5888218,-36285833,118076549,-220410662,-306153557,-352551411,-165276144,-124007160,-166989616,-322835267,-402076016,22757009,-86032856,174036444,-75095170,209690747,-107168614,251815418,-17696877,84087338,-86204360,-47627263,215789183,22613741,48285535,-241214935,-6385791,-140599900,261869371,-147075218,95731448,-285152478,-172230729,14560390,-29498639,74682712,-96719496,290352551,37148988,329971875,166832874,109467587,250917098,-43591290,-97227639,-106196074,-252889673,34711887,-136621658,133200777,247939958,229716212,192941189,-28635822,172007201,273131566,-35401491,-137891659,-296852644,-113441346,-121909747,85456435,-9028664,-236047733,68153429,-289456001,66683345,357837210,-129968543,95278568,367138111,32358289,299388612,232800733,427235013,-402548155,-64565016,-130899589,68777424,-191564688,265420596,-189273474,92420490,130768791,-262146232,-41022282,65193574,595312055,-85763450,389321503,226294413,299866658,-49121943,24251145,116817462,249629541,-522335793,189661546,-189536127,-34265863,87898642,-222134317,98075716,-152099694
