-74850004,-67897941,-103818398,79260238,-130029278,-61637572,-130484933,151132371,96036755,120017331,-106505966,-6092562,107077256,37919701,-40847404,-75561946,198290987,-64619181,-44478087,152120931,65584572,62056617,224145201,-86277648,-33460225,103253729,34938260,11782692,-143672042,5373768,211035821,71705109,50981359,-468011512,44954831,-24342149,-95531207,-103439357,55749227,-146488242,-33752601,169087890,33063217,77268526,199708690,-49737421,96946339,52324549,211718576,-19103168,-9054256,338790001,-106812458,165846010,114328534,-31191621,-79244903,69196685,-59494218,-130613346,486617,18734799,-101734280,-78001662,249644841,143815949,-277610481,7749209,-96223822,-7271933,-108722112,63721997,-142617592,50545971,-78317209,166289174,-35328989,-5040739,-213692030,202124926,-39853736,-187091732,127945394,-28445072,17189429,120365311,269134401,-42548633,161369113,-67704038,95335621,41597704,107057090,-118974422,-158156822,-131873272,59692500,205126533,22804253,-47401718,236706353,-52070686,-110206848,74990057,11215263,-6755251,-252884784,119260566,168586494,-56939711,-168076153,-47722,11518415,-477263215,191401550,-195123016,147567891,47576857,114433844,181926089,68466395,34827033,-64959121,42600554,-156787067,22181826,61792390,181766374,-19167129,-300069025,48856585,102602711,-154743284,86669363,91153677,-33920981,121602655,64961942,158285656,-46394597,-12943682,48627523,182066531,167731233,233827447,-16619312,264247648,-28995847,-12917474,59136411,-37406686,140990633,-113812729,-138719732,55959176,-187399319,21388267,-23309249,5183304,-148826646,-85551271,61163337,5771061,-14461655,108248848,137198933,-77315064,-63214808,-19670964,-71997396,10953177,-150953034,113530778,-116151198,80909903,-148468637,120278940,-79879758,31702846,69687919,153116353,61217171,10012913,-224614748,-211838675,-131844925,27602128,113346332,-247907722,-14025106
48859415,79980361,125722946,121442560,-112165797,-311321808,-62797163,214308329,-45465759,144756400,-13403584,2927818,29121657,-21626465,-3285742,565489,153776402,-21553561,-129141075,-62985678,-73828084,-121168590,-40509129,89339715,55110693,-82334524,-53427410,265969262,110789875,-34903166,210305943,-22334329,95499509,90392087,69795167,-66032753,-45344711,37920615,93376904,-153582543,112406943,105270097,-89063174,55450644,14122110,-183848348,-155606915,348253759,-76053909,81636321,74309375,189711963,170020877,-121555424,-99446805,169369967,-89164738,161048703,154124982,90115054,179546750,-74350048,-22700901,101310610,99873744,262092813,96646432,162105180,-329323639,2620568,-58676714,192695974,133780969,96896705,-70996165,-145272069,-177356979,53701653,349872853,4618559,-26910714,84420206,67191517,60571877,-36805011,-27923158,-186781274,125616323,48192065,-135558008,181628169,144369019,67821448,191981215,-77884921,34627446,49538754,65409267,-28649092,-44911568,23975775,692205,111531978,56794908,-45651511,55046721,19725609,116794838,161342381,166544904,-148113937,50191994,-1799453,38201050,-61829176,44695648,-89106821,-113464429,85078829,-56488391,110099119,234137507,-76544740,144442362,77216566,163223542,-22270232,90412907,-67690690,175930879,38656897,66309287,76003613,139336366,-57487414,216785654,13359239,81761032,299260561,18914137,292572268,-73001837,-65487224,-79569665,18952273,304794525,128219167,114281294,-110489395,155049303,-33857591,246627568,-199204663,1258170,71465307,-144360894,-84339894,22054342,110740439,-22321086,-27564120,-16060972,47320083,-22870215,10014664,-24199088,146410363,-194256180,37575815,131820060,120482687,-170583101,81622483,-81797027,120269210,32554209,64035583,-69700942,-265210942,89246468,-296231135,3875292,188480344,-56140377,-28647740,-145209181,-145609875,-19514468,87482726,-21769238
-85003044,24051088,175476589,175136888,-98487702,-223300626,-113197052,146826707,-89368047,26684344,59643779,-78867583,125909533,-227392381,58101741,339800967,65172407,226253945,141173449,2633111,-317723510,-103650844,-144054977,68657277,162334721,-47457973,180394849,-229547137,38523265,262819184,117936758,49270953,-10179188,-178453916,183493998,191238345,127992210,1204349,50303952,73527417,-110197136,19884319,142707093,13556355,161881511,-35148018,97890673,251978608,45802156,-19270130,-4227316,-169617606,152129267,-147620209,-321859946,214519815,-77845837,-12580233,2743866,-148719056,-28500055,-130072008,14347092,-9847565,-412746090,115624903,-155007049,255327216,8715842,30184430,126493899,30627987,111255652,29299959,-198428203,80408950,-330717517,51482963,47966499,-257373377,-186617662,-89936710,177300176,251595904,-162884015,49223280,-80695001,-153126238,81825786,36977867,330322143,-12754493,16890801,133142796,3823287,17875983,349063522,284524423,-336158586,-111468311,-163268504,8552518,-132499369,-22558779,-266418684,-95183503,133781623,244513541,130623806,248968931,-391209251,183986825,53387562,20198601,-87299599,72468965,-37256134,90331476,-119888763,-224598577,375291703,15438209,-135675031,156895161,-130807184,-83154122,-10826998,188221710,-171936168,201191760,29434854,73267420,31541367,172098868,-192044925,48569109,178161025,136791685,117699171,46029843,335357293,292053941,-263005294,177850563,-53487025,267744509,124731980,219537389,-24636411,-33767820,8905701,88343469,-95968622,179147541,241439316,7492118,-193095971,-72495235,-112968604,323782171,299134434,226621720,-27865282,-33854799,-320826653,140387291,164276476,-6693344,-400026366,195530618,-87882305,146401402,96311484,6551421,60132050,26239669,-108804169,-22056817,-362658912,87617055,-91779813,187987913,89625605,-120269988,-124065914,-387050232,-159343249,-7009354,81412725,-22917096
43733383,86150527,85213124,-46999527,23596145,-6990738,92756899,-22163453,-25550102,-28974515,89782413,-146942928,-218554495,28092799,61394853,-25317007,-92253483,-46640197,54896485,-126653615,-139868689,150168044,-80962688,106428485,170562764,108367122,-4442812,138862695,46160329,-33311127,15973012,-146161051,99845457,128708109,58206909,-93454284,-80961149,90466500,19889578,-53466267,102505229,213242030,138204885,-37451008,-116438861,-7133149,-114682844,56750860,-26186623,-140755984,92689867,-31861628,25100075,-76103577,-48663564,-16954965,83030172,-12696129,-207368680,97094470,217417924,89410114,281125458,-191561988,-113497033,-82022086,-137172211,22695146,-137840143,125831901,-13399178,178032350,191895468,-27504778,135392458,-70190725,-27477355,113862480,223354346,196819919,-54062999,-24534175,16722729,20631769,233667946,-65562253,49311293,-51353840,-102403108,-118034087,-131188150,76173450,121951540,3321800,-18766199,63889236,281069799,66784529,-55388705,10180660,-124047762,-168028510,58348498,-59064657,131613302,-47765249,158827889,-6184065,-7568886,-29323604,-40495154,-160983077,38771501,-95064984,-45873089,85036693,215293573,52036182,-40849485,35376597,101332388,-143002472,65283702,-133608987,166997271,221853316,-69320476,75565371,55982189,173287029,-105957890,-238296637,106382883,-68494184,-39681269,3083407,-111458996,99964993,-57595788,-21073645,113176201,-32277610,45441293,-56614328,-135214300,134739754,-168986534,3715682,-36411958,88027269,-10291810,-132249333,88613910,-90217355,919267,63734572,-80613790,41134271,163085732,-9481830,-152492911,-157136220,-79583954,-82031073,210494008,-66852191,-55859138,88402517,120314506,81099596,64558460,19623184,1725305,-35387212,-126782956,22450054,-16824601,116790859,73988105,44803935,-168688170,-193204000,222145561,38427101,104627545,173375997,26279630,-4831882,-94991188,38096805
-232543636,-15230263,-57562947,-305280469,235276261,283596249,-39766594,-163185633,-207430349,23216027,58212827,-229576060,52782560,-217689401,-49211937,107435000,-94316524,224996009,118070232,233466320,-26454989,-319242639,-269752082,-275308500,-73377380,76793663,-32345715,82833346,158660263,176922225,-34999422,-121590414,13475420,147586207,-180549034,14077730,-350831891,-234019286,140452013,-3086129,-44303003,-30811548,-84482776,-22895670,-178803333,-251481044,62048637,-351049549,33663486,17736816,-81367322,-145767806,31255445,244995382,-115991953,-191088891,129942527,83500942,-69479532,-255895566,-49663868,-17599606,262963508,-40369534,112471373,-237045270,89062171,-214776511,-48419478,-29814982,73761362,-320309354,-234034427,-130010425,-141675577,-220254629,-30714399,94681583,-232282326,15138238,-124332562,-160361723,-127522180,56596451,-45521754,-209486114,127391690,-111105678,114912591,-187276493,-101151644,-42613220,60903965,-69870045,-192345738,26244596,126595082,24451666,136624829,315913526,180508641,213267603,-163280743,-231620397,204548166,209293902,-176686926,42897360,-70090937,112442468,9561393,-193291296,-306142523,23229251,-340835500,282658826,198036502,-118247283,-38990562,-40167355,142029839,17000941,368723574,-18748493,339268664,-8360349,-62134952,-3318862,-191545827,-109473759,121260335,-288600969,39796106,7191033,-45085263,-57799507,-334886731,62889319,-130367667,13171409,-137158892,-6041587,101205901,-96705995,-104434144,55312157,-57370108,292715692,134954672,-72937253,-304916947,-237028264,-65822979,154299,-35280130,-99975484,243458872,314112564,-165080999,13372899,-67649580,-447653051,86910313,-29845246,71104431,123446999,-129386824,190790756,120551310,-250730294,-45752154,118945174,-116474463,-18468668,69007548,162366703,-466451623,135670240,77298967,-135843384,-5381526,254553860,-396255833,-168856346,243283770,-74857368,222242735,204449222,-13929475,61804103
16465281,-90634681,49720848,68304430,84365853,-75522837,18828594,-23565534,-124757368,162918858,-214533770,-37104812,136038290,-42712785,-70624609,-151754196,-99882492,202061139,73415716,169859947,98932672,-86286182,-83837127,42940607,86334957,62386889,-318272741,134639607,56353541,-183142396,-71038946,-22721723,80097589,288485013,126568645,56347999,-172468064,241028019,-110818893,-116548004,132012946,40066006,-257043413,-13895150,-123471192,40940393,-95790152,-53650516,-79084321,70428634,61050507,-132348701,10847815,13745282,-100334967,-41456317,116922968,-39846761,166009673,105697263,-224828298,-7442803,19088808,297863218,239579923,198495098,278487050,40667006,-129859271,-25386942,-176909384,20537473,-165157775,133658801,-72452005,-59022608,-247909621,132140100,-41457552,59909116,-65293764,-35618260,-3201674,-20250647,-135925923,-105224634,274926964,45586688,104758079,-45084227,-41629512,181953807,-116402881,70220976,-141471845,27021599,-206600336,-160994934,-20629673,-186641500,122708225,102303922,103577099,-130282843,134581668,196484200,-120002100,-158752267,-91359592,83550203,123599955,25916658,-79742784,-147454845,66814559,-164928315,87042359,93640153,174511256,26548937,-24575059,103715036,240668836,66468070,61390429,131377277,132782763,-140104886,-124760921,4664170,123712158,57574383,108295440,-163105191,-189152286,223635098,-63892434,-67860244,223811811,50019666,-2052977,-254609165,49157306,-101106490,-64374346,32998075,-47756624,-166843936,-184314289,-3927990,-60554532,-31863493,-119292138,15722805,160057935,-133922684,276095392,63402957,99883159,-10396977,-29718109,41086878,126406432,-29717464,-115964760,-231638186,-95252306,-12653795,134704100,108651348,-32912099,-5625051,125767118,-32694922,59167441,-3840299,-55510860,17990957,-63823371,-29057340,-135768487,96751481,-52582037,24721199,67377577,-168312352,63020378,-14018351,63696585,54284911
-13757927,94645081,-49328880,-194364397,144439783,-70964731,52258421,-109066255,14645598,347460554,143745461,-195085103,256858324,-145626565,6163206,127906972,70064063,204922640,84456424,-224226419,102605066,-145346945,-284248219,-168310215,31420273,26391435,66989302,130549675,-34426445,20265025,-104453765,-38201290,180255830,85709562,-7480305,6113895,-51132304,-204011640,201764955,-193348686,51797833,57860814,-254991109,70742295,-178454002,-303705178,141428954,-292493272,-122952501,299001609,-30484166,186821651,-213974049,322878563,328665552,-494877334,212448042,33764028,-100258936,-20613696,20650442,-63356669,4669783,-142471655,292780165,124402458,323144439,11363014,-393187776,2779323,92316855,-156358584,-62128591,-181134021,-11272873,-156418362,-61273379,42173750,-74179775,106631363,166888367,116084361,-287400743,12041947,29096698,47281578,-55936825,-138207804,123158617,-99386674,-92950830,-187453041,65972081,120273718,115113531,-164547775,-104768579,-244394149,54333065,342197505,172606631,122311628,-95118663,-87771385,315396298,96735139,-6011203,-46465659,-165745380,218672339,320890951,4407735,-297759078,74287873,-257953871,6522580,197189476,-129046479,-107384843,33325780,-40735180,235283567,127173197,-65582611,-73441093,-45474952,-211818411,354442,-158028126,-75859221,54284886,-68505177,-150985366,113704195,209172670,287105569,-74662547,-22492511,-144264189,205814597,42419894,10512432,-150411925,162088898,181771875,-291245659,-63610755,-13698838,218134910,-28938795,-230242868,50996457,54335626,-283191819,169800877,31338809,120307691,13969082,-37337878,171380680,-228258751,-86545501,-27579883,-62812912,179905076,-68606119,-45851003,-58231997,161550205,12789906,212541906,107067994,133821004,-16820516,107755511,165400205,-173692356,-98963441,205801488,-113559850,-234097224,92009489,-140116113,30994363,-40849091,-115947750,-119242680,-174977773,-38188463,114035470
-127590143,-84171118,-10835496,-18099266,163942319,283017248,-260285443,-135010377,-68331529,-185596553,-99970387,-78363451,-98664590,12049536,-264196901,-65177134,36315002,-4538176,-153008338,256674210,-120047057,45588738,156337375,230534446,89519606,-16251274,222797313,-40528238,-164305482,-81778130,-63901577,-57251444,-64550884,-290906693,93710428,-171788191,7346658,187149730,-124694261,-196879117,-63869975,-60560397,88049721,151005886,14043712,-115292876,-57136230,-236689553,70825573,138891607,-77141296,32525415,30622172,-101340333,18904002,224761844,116142700,33966845,-203981819,-388996374,-9405171,69237565,-7201721,-153653268,255139755,-70168337,-337392497,-163644957,117121946,29058411,127779012,-97351739,-135257237,-65169286,-43642975,-30855546,410822532,-64968193,-177499271,-188658843,-22705938,-79230848,172652460,159195937,-148973078,-123123018,137340913,-71974118,-32178291,142025166,-109259259,21711968,17246136,-124435318,-184928061,237411720,156523799,225791713,109231060,139889351,-158003328,63479967,116566785,-8936934,-363271809,29172300,110050335,22895008,81019367,-49213654,-173932948,-214778185,-50005444,182579938,19321355,51553225,-35915543,206360054,-156282141,-263440494,-89030099,-176166040,-136349005,-154684835,-112204797,-159374851,-3730827,-72977991,105668399,1357130,21881,377856665,38070656,-26770216,275582443,-184095400,-227222474,-70700768,-38364940,27418913,-70265506,38769857,-14604755,89494472,63767726,-188535143,-70345035,205320359,201805607,-88366273,2958707,-369896258,128767188,272539339,-23922578,446321,-291224384,276627347,-71041671,-181382271,113090231,-74994712,58934717,108846967,76985860,141590827,42974127,71798587,-88727715,-155925649,-200977081,-125294880,-135150487,-108571675,-83866634,-71832775,-43544807,122155318,58907516,182086981,-22786531,114905021,-51940676,-150940593,-50304553,-211496644,210472369,-15257938,-111558282,-643292241
96627013,119410740,3192221,-28702983,-173333670,-7699660,-120057996,-61530972,14511655,43184187,93733381,-198310303,-120136366,-183114128,-96304865,146633272,-65367467,263806212,-22207044,-14959863,190268219,58071630,-137786234,71918467,-174312795,-103249785,10542549,-96409368,-182312138,-107513539,27187073,-214296017,-13894489,-46667795,81530158,-61710361,-20060634,-61907829,28739777,-101220617,-77073583,-49960477,67858085,-71862124,-174628713,-96417708,-157100521,-227327563,103941640,44578039,-49379514,-122816661,-91516673,-143276679,63999918,252996734,-33209563,13469873,-51443845,-131071515,-132888761,-175743713,156699791,-149533768,147886340,64542564,-152088924,37660900,-122377375,-86927366,298902577,-57382365,-162638992,94121525,239763449,30130651,-124043772,206971549,141987404,33356485,-34383168,-54406710,14452666,255598841,153925299,-351198748,9182637,66693680,3090183,-58684031,-2445767,76741884,-183248508,-57578921,-270825243,198687970,102099125,-191610491,71574089,145258552,27810747,96408920,13898279,-90412527,64886328,-198191857,-55187895,-139975618,-112569543,-19923803,-64144743,85613680,173184062,-17961614,-208908065,-179792917,-122472102,-17509018,-47211174,-104687893,91065388,-296193818,-66952062,-226068365,-24784916,-163370853,-75327634,160295068,4362692,130555,-153445981,7063992,75193309,-113797171,189494896,-163151301,108965356,-54712346,178802098,14196764,-295413476,35804670,12829456,-30439353,209147363,84551306,111207048,229384115,299678193,-124903106,-169844974,-275759924,129817947,15309413,-31784763,131577874,-100569788,59531360,176168648,-391319329,-76077421,-24516587,205299675,70701997,12555926,-94085984,79060379,-194148814,-105451704,15056780,-6008199,-54548393,152998194,145928094,-221579113,131360767,70162369,134757380,-135605526,-119991093,143962875,253902458,86920898,-135695416,-215225480,83154489,44400597,-61030675,-101147423,1630950
-103656688,164204759,-54646905,-180761773,29018697,79374732,333366012,-20463521,8407550,86990926,192743514,-358562553,-72330331,-17640378,-34633984,147286849,-233497385,404420529,35392470,-293156300,-302366197,199499496,-371700819,88874263,152599996,85191528,87651142,18434000,88840142,-1775349,-140369721,-98248073,153319831,61883150,152268018,-134266807,231948583,72676847,-16674539,-148169408,71012027,-289253446,-105348068,255217559,-219800259,120328282,258913922,-169737874,67172800,-197071464,91801097,-190297351,360469317,-248263608,-74633275,-100128150,69538101,142892418,-227540502,113627799,-115384817,-108675673,81162728,-41384622,-98787694,-80944982,-151832064,-283093004,113471007,-136642071,-17208439,-94617411,185717708,12314144,-44197742,-160095372,237413286,-100335201,-82943423,163309708,-94733291,129160560,34399337,62985067,11189128,-235363716,-16774281,-309134004,-180223000,-6233660,-181893453,115072548,68461719,9869644,13819479,116541163,111072208,-44969205,51130557,-136070449,-51915225,-15740760,2857697,-137163431,140086144,35520607,78528712,17746497,-242042376,128387995,21817099,-186291527,293148053,-118559867,-25745765,-241427846,289232882,85112707,-9587840,-3782363,214126165,3681523,4775511,-255088112,-269354850,147981354,203993482,-17427879,239139628,82732323,-92478471,-15311888,116167859,67919591,95998075,126358917,4542468,200726263,-261160358,81046231,-32393166,-182509065,96674202,5630127,-96857972,-189194502,-244512457,-94933174,-41175193,-147584140,44633344,2878848,-162472951,111831674,125786811,225382757,-122972722,-73714857,-17296780,112807963,-664035,192891392,-251976551,-79131929,5425211,-199701234,-197289291,-52720925,-72334931,-29181064,-18822443,342816773,27035675,47506339,-227129825,287117856,-129269619,-263485582,-54801041,-93178002,-76276339,-165705987,190484673,156574884,31793398,133427202,11725562,-455336280,-136946773,101160519
