1394,-1878,-1461,1800,1336,-300,2459,-741,1912,437,-1541,46,1604,328,-962,1458,767,-375,881,213,438,1008,1949,2519,224,259,-745,-724,-1332,1033,-2007,1864,1947,-200,-421,-838,1317,-797,-1995,475,1484,-561,924,1215,-1064,222,1838,1010,1089,636,310,1756,-1712,-540,721,-788,631,2888,1030,2477,512,426,-445,-1691,1971,-192,887,-988,-998,-746,3598,1082,-1455,1348,78,375,1745,-643,3049,-1739,-2007,692,1263,1172,530,254,425,-529,421,1,-1758,-666,1659,102,-270,1467,-563,-315,-1344,78,-2002,1584,-319,-887,43,-426,486,36,-417,732,239,-1050,-1799,-1925,278,-1464,-279,1216,1605,333,-925,-142,707,-4123,46,-367,-722,-220,-769,135
-594,-1489,-3353,1303,244,-3337,1479,538,738,1841,251,332,2413,156,1883,-190,398,459,-2927,-444,198,1434,737,330,648,-844,-3268,-1128,42,4269,-1354,2674,273,-1770,-746,2422,-266,-2979,-1385,491,3926,1689,-851,-1871,-2265,-1479,2685,-31,-368,1713,521,-318,1529,258,3245,-94,3416,-890,-1946,536,1179,-1270,-1321,-1365,1419,2008,412,410,972,-2871,-192,-501,-885,-358,208,1527,203,-891,-2169,-936,-1372,138,2828,-20,2506,-82,2129,-1930,2038,809,-1156,-304,3387,697,984,953,-782,-1078,-1718,-937,-2514,-2002,536,1283,469,-903,-1370,-762,-601,-1790,929,1912,-2379,204,-2698,2003,222,-722,1628,-574,-169,1202,1800,-2937,-283,284,29,-3165,-35,-928
-628,1829,1164,-3195,760,5754,2297,-4672,-1290,154,10,-1388,-1462,-2338,-3450,-1179,1473,3167,1453,-908,1739,-2451,379,-2147,2119,-299,1600,1368,409,-1884,524,-657,-2483,837,-8,-3700,-1175,1249,-214,-882,-999,27,2913,2766,701,2564,-858,90,-1279,-662,2238,1132,-1956,-1846,1660,134,286,1518,-244,2103,-997,3183,599,-1027,-1183,-1982,2058,1643,943,1359,-133,322,194,1488,851,914,1457,-1393,1648,2998,1676,644,1385,1053,-4464,595,1070,-691,1035,-96,2526,2790,-2073,-592,-2565,-2709,-1724,891,1164,294,-3649,1885,1468,-1246,389,1437,1363,45,105,1361,-123,-187,168,-3516,4093,-1898,-2122,-315,-2048,363,163,2610,-839,1164,797,22,1076,2249,-2182,1275
773,-579,-9,2323,-1605,-1713,-62,1635,136,-1200,34,164,1531,1568,1763,-137,-2355,-1629,405,814,-824,783,1517,1322,-850,-192,-1466,-119,757,1311,214,45,32,-335,-1854,632,68,-2425,726,696,-783,-603,-3268,-936,-919,-765,-224,1155,-4,-814,-63,-1729,1326,-261,1269,-635,1226,-558,201,-51,2156,-1582,1231,900,1003,1160,38,-1964,1081,-1415,785,-3090,264,-1134,1425,-38,-1162,938,-1103,-631,358,-798,-1356,-802,1062,-311,-505,503,-123,443,175,-433,111,256,831,1967,2461,418,-2000,-116,940,-1168,444,-895,-1575,-2234,-1797,-709,-303,711,-366,-351,-275,-711,-1224,419,758,-24,-340,-1578,-847,505,-606,-1571,-774,-1508,1015,1144,1641,-1611
1277,316,-1039,2335,-888,296,4104,-1886,233,-581,-571,809,1634,-105,627,1620,266,1134,-2605,1764,1031,4822,1946,1487,231,-1403,-413,-2735,-245,1510,-1270,-715,828,1088,-2863,-62,1921,1996,-2973,-546,-556,-88,-2553,-1214,1084,-903,2852,526,174,-893,1667,295,32,-2005,2119,214,1817,349,1990,-945,1421,480,293,1168,690,-655,1346,612,-397,993,280,-2406,-1347,2219,-508,608,1236,-1360,801,-237,1394,1929,2656,453,-516,2123,2227,1498,-2692,-198,-117,3570,2236,-1080,-313,-1210,-1281,1362,-2727,-2938,-2064,-141,209,1034,362,1326,490,-2615,-508,3211,-341,-1548,-2664,603,106,-1168,457,-574,1296,1482,558,2842,1168,-11,393,-1933,-94,1606,-766,502
660,-1287,828,-599,-227,-639,-1582,-259,673,-731,1873,895,1256,1784,548,-445,-2518,-783,-645,-780,1395,-1668,-443,662,508,-968,879,425,-2485,474,922,676,-1025,-538,-1730,-751,21,-847,1279,-3088,2176,-566,-1244,689,-999,-437,-1625,636,1362,1755,1450,-1077,-513,-62,-1712,284,152,-474,-305,465,-18,15,981,-299,-654,-340,-1699,-737,-132,327,387,-39,2412,437,1482,-1050,-1199,-315,-287,255,292,-265,-1503,331,272,-344,930,824,524,-401,2097,-2951,-1554,1800,-1897,2507,556,1296,1443,1332,3333,257,-1150,313,-368,645,-1306,1604,2236,-1366,-324,2069,2466,-1067,-825,-564,-1158,-1311,1715,-2208,-276,-560,1938,-1404,667,-1193,164,201,646,919
106,1110,1677,-485,357,2460,142,-366,-267,-525,-1329,-1810,-2291,-917,-1058,435,1035,1574,353,1383,122,-865,415,-183,1254,1716,1777,604,2117,-901,-684,-310,-1347,1961,1659,-2607,-1552,976,596,-637,81,-201,1770,-11,1710,2055,-2586,272,2062,-876,-493,233,-1335,-1284,810,484,-59,-1600,1089,-1913,-1564,1377,-254,1767,431,265,589,-1643,319,1355,264,966,1004,1390,-2303,179,618,-1000,967,1114,2080,-1118,-1546,137,-1396,1222,-629,825,-2283,-506,1879,719,-3029,740,-1029,-1357,400,-196,848,91,-1009,-34,166,97,959,777,164,-1441,1930,2460,-716,-1132,1234,454,2068,-1204,-1746,548,-124,794,-1039,625,-2646,2436,-26,-96,1489,1373,-187,799
-519,-466,-1926,-83,-297,-335,1051,411,-76,2450,-1331,-1536,-1675,-2260,-555,768,1019,2092,-2692,1230,961,1042,577,385,469,721,-545,-938,2300,1272,-2883,1457,-1587,1003,-824,0,-995,-1025,-999,-644,1100,-207,-269,-1701,-1706,1587,-186,-376,167,2847,-178,1157,233,-3153,1913,-375,1583,-1002,2240,1761,1476,480,308,354,-1223,1164,794,-1086,2783,-1071,89,1279,150,-1750,-1506,-5,1344,-3043,-1073,161,-2561,603,1834,44,-57,1112,1031,-462,-2215,-199,1170,1422,175,-689,-1055,-72,-1280,-284,711,-551,-1762,-2060,816,382,63,1377,-12,-661,508,2751,653,1590,-796,-559,669,1013,-1832,-655,1152,-707,-43,-300,627,-203,-1139,-282,-771,-1103,210,-423
-452,3012,2118,1582,-1125,1217,238,743,-1484,-3172,-53,808,71,1901,-499,2292,1874,1328,339,1035,-2996,39,-1298,-848,151,-1630,2879,1577,1157,-2786,53,-2289,2135,-665,2633,868,652,2877,171,573,-1016,-2366,193,1381,1910,2445,-557,1224,800,-2397,-2405,-1267,-3067,1993,-1361,2264,108,948,-4,-2985,118,-1540,-445,3199,-1072,563,976,1114,-637,2775,-138,241,321,3014,2204,1127,-2854,1572,719,1640,2273,877,-121,181,-131,-1356,-2137,1545,-2013,1182,-2157,743,-1110,263,2198,-598,2007,-1812,249,602,-1057,921,588,-690,-3231,-1998,720,-1034,1071,1371,2838,-4420,1994,4030,-462,-49,3261,-2029,-1490,-723,1283,1952,-1881,1941,4298,597,1963,2847,219,678
-64,-574,-1088,1008,-209,1230,1649,-580,2630,-2239,-1170,330,581,857,-209,410,66,-912,1114,740,-1273,2241,601,1866,742,-2342,743,-797,-680,73,-1458,-1511,113,-1313,-1145,1639,2695,1529,-2380,1086,3183,-1751,-542,1920,111,-275,-1978,-403,2669,2581,0,-1146,-297,-1797,2,-1904,863,-30,4098,668,2246,-159,-1947,1843,1370,-1611,1570,-684,-560,2071,-522,857,-552,314,1415,-1489,1501,-1480,1000,1388,2253,1146,-773,-701,-57,1369,2011,648,-1068,-1372,-1193,-126,1734,955,-556,167,4055,-97,-1661,277,-856,519,-647,1919,2150,-2491,128,-105,486,-526,53,-335,-513,490,-308,-1053,129,-528,-605,486,551,1807,-1611,-2106,-650,-1367,466,1331,87,374
383,-1333,-807,1875,-1023,-1455,364,701,-1,1028,-673,-164,401,-568,715,906,432,971,-3601,867,192,625,2601,674,2040,674,211,-2330,1243,1775,-1775,1212,779,765,-2169,-247,-2666,92,-278,-82,396,656,-105,-1726,-447,269,2379,125,931,308,-1105,-507,36,-1334,-814,-1327,-190,-569,-1940,-823,-49,293,1006,-190,1017,1135,528,-1251,-755,-709,560,526,798,-543,-2113,807,-244,-217,441,-1489,-1221,575,787,850,-782,-558,1881,1370,-1437,555,890,1254,-552,739,1910,1364,-972,215,-590,459,1249,-2651,-284,-165,-1406,-711,-1067,-677,666,1217,-274,-31,198,-322,849,329,-651,-136,506,-1,-1188,623,22,561,1897,-1164,-289,829,-630,396
-943,-641,113,-2066,1671,1403,520,350,762,2149,-2406,533,-3051,-920,-274,-2236,-675,-1412,1799,-866,2225,148,-652,477,-224,-1891,558,-3345,2213,1448,-1806,-1558,211,157,827,851,828,246,-2697,986,1415,806,2011,-200,-507,506,-3587,-3696,412,3335,375,117,2309,-960,-355,-302,1577,-1501,1848,472,-622,-1538,-1295,1206,-1172,-2886,1567,1723,739,1329,632,2730,272,-3662,-4329,-1328,2186,-5401,-1771,3237,-1903,-1701,364,88,-464,3159,879,-2243,-3241,-676,-945,-1985,529,1138,-1874,-289,699,119,873,-238,580,-2395,3016,158,855,1640,293,-1383,783,-893,-446,662,-242,1044,1573,471,-3416,724,-1129,-975,-523,434,265,-1434,-1839,216,-236,-1762,557,833
-1351,-1437,-1460,-103,1155,-3261,-3692,1448,-212,1431,1240,-2098,-562,-1699,557,2395,-1243,313,-2446,916,1046,-1643,1751,1582,398,1498,779,-262,1044,794,-1144,2492,-4081,1091,-1099,143,-1485,-2512,775,-51,1572,791,312,-1568,2094,-656,1288,369,1749,921,-3104,-634,1313,1218,706,1507,277,-1118,-1905,-423,-183,-1292,-895,-515,124,693,-2626,-2284,-1574,-460,-160,164,-504,-3175,-1473,23,-1659,1259,-2039,-2135,-1921,-2003,-911,1214,3398,469,78,-1682,98,-213,1604,-2344,548,1700,1783,129,106,-1215,158,-232,1587,-1356,208,-465,-97,59,190,1236,1954,-248,-1171,1318,303,1018,-461,886,-864,1260,2396,-1372,-534,-1471,2327,936,-1011,2483,-223,-2023,3137,-2192
1254,1913,1536,2613,-1324,1181,3377,-1279,-1488,-1261,-703,632,785,485,-938,1168,-250,-275,1891,587,343,976,1723,-94,2650,-565,-1242,-714,188,184,-709,-1365,752,475,-1460,-1836,1398,802,-800,875,-3371,801,-417,-1398,-798,1123,1250,-185,-1123,-3289,1787,-1084,-1948,756,1499,-507,-323,1767,-824,-1031,672,703,1341,702,1622,782,1882,117,-141,-1552,1245,-3053,112,4749,3058,961,-380,1256,378,-844,1899,-360,-931,1349,-615,-1673,83,1784,-1374,2514,-1956,1999,749,-1526,635,-1748,-397,850,-2254,-477,-2303,-28,1681,-1121,-1901,-1007,-2507,-2203,-1725,1206,-542,-1206,-866,-1272,145,-2051,990,-1212,-1330,2067,1162,2549,-2379,12,2799,196,1424,2414,-874,-1113
