295,192,-464,305,-452,-1135,1057,-760,11,-164,936,-656,-478,-150,144,311,356,-1195,-286,890,-1162,-176,140,-821,-567,-87,-935,527,-519,-648,146,-85,475,662,-382,951,-738,-392,906,-616,1408,159,50,-265,-275,-800,-744,559,31,655,30,-886,-517,-105,234,14,309,-602,1233,-574,-74,-238,208,-439,-65,-108,-438,-317,-175,861
365,-703,131,38,-588,-850,407,81,-277,-198,1112,-345,126,130,-68,555,120,171,346,-198,-466,338,291,-378,-84,165,-926,-3,-478,-32,338,70,-562,123,120,1270,-64,1190,-296,325,369,-122,818,355,183,187,-1243,23,35,-129,-184,-386,-792,493,520,-585,267,449,183,-757,163,-327,175,649,265,-189,493,-542,-308,-344
-42,-361,565,-91,-425,-191,-542,-141,54,109,448,496,-217,-604,-839,403,403,112,-48,-6,726,-530,304,-319,-995,795,634,-269,-439,391,606,-53,-188,-154,537,-567,-136,-228,115,-14,273,230,-441,-479,132,-170,716,-809,495,431,777,684,-627,131,337,-349,360,-102,207,-762,292,207,-361,-386,57,152,-92,636,266,118
-300,-25,53,-310,-808,889,-974,-139,346,125,132,-202,-341,135,211,240,306,194,-171,73,290,111,391,-384,-1450,587,1206,-305,364,1199,121,-968,-417,-887,1447,347,-656,202,183,27,46,227,206,1003,260,-581,-58,360,-639,-367,364,472,464,-211,-205,542,754,400,-281,-233,-212,-336,-945,-92,24,566,-99,610,-115,260
-36,-90,5,-467,137,-78,-214,-354,202,-254,439,512,-623,256,-292,371,264,541,-103,695,272,-339,-306,-815,-178,407,284,104,-279,727,-455,721,335,61,22,-664,207,320,-86,-111,-128,-104,-175,-288,-4,153,639,-459,-507,504,-70,433,-176,-595,307,-944,-35,-406,356,411,604,279,-382,109,-68,-192,-799,583,125,-493
-112,-911,247,457,-108,-235,-64,94,-41,165,198,-767,-638,-608,-439,175,-28,748,53,-319,-108,124,513,474,168,-33,-65,-10,332,115,-171,-328,-187,821,-310,188,-663,651,743,379,90,-156,30,311,-673,373,-355,-440,-8,292,162,450,-538,168,211,509,-353,-127,-142,-110,227,719,312,-131,-430,17,-195,-627,-680,-308
-674,974,157,266,43,-470,-120,620,80,-364,41,555,783,453,-324,680,338,-780,-508,952,529,-184,-809,-1433,-268,320,-982,823,471,-107,521,92,-226,326,-1250,-510,-275,-433,491,-298,230,419,-558,232,-222,-199,559,481,757,1065,377,-1168,162,-201,998,-474,-966,-909,299,-236,-537,-662,1102,-151,-47,206,-170,-638,1007,521
-302,208,-369,-721,303,511,-759,-77,-78,-780,287,1246,-507,922,281,-47,675,626,-43,-460,-197,-557,131,-820,166,116,193,-885,-83,486,-191,-65,-188,-403,835,140,588,-203,-1253,-664,39,699,-229,54,187,-134,617,-242,-17,-784,-288,42,455,-621,144,72,312,653,-199,-399,126,-789,-650,552,-404,-271,-453,271,769,-993
357,345,-498,-834,266,-359,104,-595,83,-131,601,-50,-176,-569,-133,-241,-4,-694,14,169,-515,416,-104,96,-179,507,-303,-41,-1084,-944,-126,839,953,-158,922,-99,283,44,-769,-463,69,-187,250,-671,253,-269,200,45,-148,-149,-52,-418,-317,306,41,-1255,922,96,569,-187,-144,-446,-5,802,252,753,-1007,747,-703,-368
-19,-982,411,323,-349,-798,329,-703,-199,-448,-495,-18,-908,508,-127,68,-664,1221,-52,-440,33,444,615,-261,620,-519,162,-407,-71,-107,1049,90,-264,724,-641,1410,-1623,700,434,353,557,252,-148,465,-842,-206,-595,-756,500,-795,-544,887,147,545,1100,973,-994,-691,23,-284,-282,-384,871,-855,412,509,46,-949,-411,-1118
131,95,-363,26,-338,236,368,29,-399,-495,791,-122,522,-259,-352,-557,232,-800,185,-103,-398,2,-494,942,-90,-24,872,489,-894,-139,612,-297,33,502,234,-712,-94,-701,-1,-6,-167,-121,232,-84,792,273,-251,229,-339,-299,-139,-667,467,-533,-220,338,336,-362,824,-868,-337,-89,772,345,-637,-451,125,631,258,817
