-404,228,-627,-1039,-716,1534,-64,-429,595,396,318,-706,420,-634,1328,-590,1031,-866,-1018,-1376,-1024,681,153,20,-1165,306,765,-328,246,-553,330,853,104,249,-191,556,-746,-86,183,469,219,-1177,123,-420,376,-135,176,-358,-931,30,-1374,-93,106,13,433,-554,-438,-506,390,1222
82,-276,-369,512,256,686,564,-432,-502,-246,-557,-594,240,150,991,-413,-228,-1029,-384,269,-97,1093,434,602,83,-380,161,-468,-716,-68,-457,1151,225,223,-20,-764,-185,-222,890,628,-169,318,624,-250,-620,941,-475,191,-789,567,-365,576,-459,222,215,198,-73,436,232,-604
-739,899,-187,266,154,-515,-256,245,603,-472,358,527,147,25,-556,154,289,-25,542,208,257,-136,-1158,-632,-493,-420,430,299,140,-786,731,221,674,-693,-202,-153,802,-261,351,-907,312,-622,209,668,156,-119,1593,833,1517,106,-160,-557,189,-39,-36,733,-159,58,939,341
-812,-280,218,75,227,-311,-386,650,61,91,-351,-285,-294,-174,-784,-73,-54,170,745,-394,332,-716,-475,-213,-424,-172,216,52,67,26,198,18,557,-573,-678,-14,897,-219,277,-215,-518,-390,-654,274,975,-284,647,483,233,147,-358,-394,-706,-110,586,790,-399,-67,1111,-81
218,28,76,-112,821,-231,1291,332,-334,421,198,-390,-205,-108,707,536,739,-168,432,634,261,-606,549,-608,880,-383,-896,-480,592,804,334,-421,189,784,478,-202,-711,-328,161,982,375,-611,-60,7,-458,-119,-777,70,721,1591,-80,-819,151,-282,-93,30,-741,805,-801,473
24,-117,67,-222,-282,-261,-510,502,59,411,320,-271,-186,-61,-566,-57,-955,916,-256,-1,17,-315,21,-494,336,336,-454,790,57,646,-302,-363,63,39,-209,622,-465,47,-209,104,41,-626,-11,53,-114,104,22,571,233,98,-99,-619,244,-75,-543,-121,120,-156,0,-611
139,177,287,538,761,-793,-45,38,-456,-955,-410,235,-524,673,184,-229,61,282,-391,454,490,445,-353,-144,396,124,29,-25,110,-697,-143,-612,-272,418,321,-468,138,-342,120,-630,553,135,-67,80,-191,567,-778,235,476,-174,642,-202,48,466,-1,235,272,43,401,93
579,158,1042,309,-103,683,739,571,557,844,877,-119,534,563,375,-1411,-273,315,-101,-529,30,215,640,506,-1,-1,-203,209,373,739,649,-415,724,979,819,-126,-876,53,-718,91,0,320,118,-1492,-70,-781,-886,36,598,69,408,320,156,-209,-678,259,-477,680,454,-75
-134,339,85,-873,-28,-335,-738,842,-216,-889,30,-428,-58,226,262,317,8,-9,9,351,596,790,300,2,-118,369,-4,-77,-21,-128,-3,90,-27,56,-211,-369,-726,-446,-768,-499,340,345,99,577,-202,263,849,37,33,-840,-13,-58,619,208,463,228,644,-219,-21,389
-439,275,408,-199,1551,-667,288,196,-979,-783,118,63,-293,789,-71,94,527,-641,481,98,-584,976,-726,-624,70,-164,-96,-701,-82,24,-128,-59,-796,352,12,370,-430,-304,456,-89,-59,-120,-615,752,-551,125,-112,-464,152,-339,1239,-109,913,-392,106,590,976,433,-552,423
