-6,-382,-250,206,-6,459,156,-571,-74,160,-179,252,301,-133,-17,-512,88,419,-452,-208,-209,-210,404,54,321,258,-2,69,-43,-119,-464,224,231,724,116,18,296,454,3,113
89,91,-394,329,611,201,62,-434,379,-173,-937,-558,-186,-38,116,264,760,276,-316,260,416,-291,118,259,357,656,354,457,72,-173,-419,67,163,109,-291,-369,-437,-115,-458,572
57,-192,745,-405,-224,-726,227,35,-479,138,330,202,877,-134,-109,-112,-21,127,-594,-159,-500,134,186,-12,-38,62,-311,-481,-15,117,742,-455,143,-308,-482,75,58,284,506,238
-119,145,-69,729,-450,35,-377,144,371,-364,384,-529,-870,46,611,731,-37,-201,-738,-194,452,-486,-266,556,241,943,111,544,183,-229,245,-458,464,-352,20,-622,-70,-648,-569,400
12,-362,371,141,-515,578,96,-357,-181,-91,93,554,-84,-72,437,142,-531,657,-455,847,-76,206,-158,-619,-206,6,79,55,424,101,-128,-734,-402,47,-317,154,795,-381,-528,168
-28,448,17,-220,343,-175,611,-283,180,315,149,-231,542,97,-392,254,263,-168,169,-291,525,-289,328,-189,-546,-382,614,-134,-181,610,21,301,177,-252,-28,-136,-682,295,177,-572
164,230,-648,194,422,-256,-497,-61,770,-677,-170,107,-375,-1045,229,230,114,584,-135,-163,231,-519,-252,105,378,466,-95,-232,379,-323,-195,37,285,34,359,-582,-395,-89,215,126
-201,-410,303,-628,-392,78,-279,13,-97,25,358,774,-346,-541,-318,15,284,-11,-259,422,-23,433,-498,-94,-239,-122,-251,133,83,546,-480,-284,-182,126,118,-164,208,155,-98,496
183,-317,19,-425,349,-298,-296,850,202,-296,-96,187,520,-83,805,23,79,181,-234,445,-728,628,-180,-91,-121,-598,-556,-367,560,-719,489,228,853,-179,-380,439,747,12,-96,520
88,-202,53,-7,-1,-221,-11,-378,318,-110,-52,286,615,-603,-227,205,206,827,-365,-404,-5,-167,613,-85,381,284,233,-75,111,139,-338,-560,-17,435,444,-285,-364,261,480,486
-530,650,-213,-108,-433,-320,160,454,-1002,-116,-58,-48,-281,31,-707,708,-475,-61,438,-841,-183,409,153,449,-371,-683,239,92,-184,248,-190,350,254,25,-374,-204,-224,-89,-399,-266
374,-406,227,297,-288,197,322,35,-690,17,-221,530,148,72,557,-212,-395,577,-570,386,-442,276,124,85,584,169,-42,-443,326,-299,-190,187,-730,-5,209,202,1118,388,-150,63
-2,-215,362,-287,-326,277,676,-207,-451,-2,-153,697,614,-163,-277,44,-186,369,-72,103,352,270,214,-598,-441,-314,333,-373,492,-71,-434,205,-709,-649,-84,-200,146,109,-51,-146
-283,91,-309,209,162,27,-714,237,-213,47,145,416,-22,-561,354,-648,-496,160,-570,-60,175,-764,-112,-505,-127,140,38,-297,-182,-222,287,-625,388,650,-210,507,515,-512,132,810
51,69,-155,10,324,112,-135,458,381,259,568,418,-63,-218,-47,-466,-234,-379,149,158,127,-236,7,-21,-66,-356,-167,-121,49,475,97,16,499,-163,314,82,-326,155,393,-296
168,5,-336,373,219,335,113,-156,79,-138,-321,-287,-118,81,543,-127,320,15,-297,-355,178,36,-345,39,418,664,-83,-226,43,-362,-87,107,336,168,-26,77,-391,-84,-231,89
866,-369,132,645,-204,419,-51,295,329,-166,143,69,-293,317,231,14,354,190,-168,233,234,0,28,334,535,-462,178,186,51,-230,-208,119,290,-810,923,-113,-30,-426,304,-382
21,-66,-38,-465,557,326,245,176,-5,11,-86,320,-348,-210,-135,-430,156,-618,163,-238,-35,-296,-296,-11,-120,-26,608,4,-57,415,-872,-69,282,583,-770,21,187,309,-77,108
37,-512,-129,-168,-535,-267,-286,-21,360,113,-398,-518,-62,506,-177,264,652,24,-33,-89,-252,455,429,317,-160,-182,-136,-428,13,-202,-565,425,349,-107,42,-138,-112,-253,161,109
-416,312,-715,673,-279,404,365,-573,-72,-383,74,-557,-306,505,345,251,-817,526,-276,-119,-304,-312,393,-114,-550,908,-330,74,-362,32,15,634,246,441,-272,-280,-1,-501,-448,-244
-249,25,-15,-61,-247,-527,25,-293,-246,-302,-466,-73,74,257,-361,-276,389,-79,-123,-153,-198,-452,421,404,-358,416,305,-18,-525,52,-674,250,128,48,-595,317,16,217,-546,136
198,-219,-388,757,-244,523,-321,-109,120,66,-173,-12,-445,390,238,-319,-52,153,37,-175,-100,-199,-320,23,386,-84,78,-159,-14,-357,-510,-86,-44,-40,626,196,235,103,131,-194
-499,21,-554,-420,-513,27,-28,311,-250,641,515,-95,-64,234,-80,235,-88,-351,100,-768,129,-357,-349,-565,303,-16,204,177,176,77,-258,142,305,-241,252,513,-769,317,-75,-199
-697,459,-319,68,270,-5,-219,-181,-29,235,-68,62,19,-336,-191,58,-3,506,512,146,-25,-364,-151,-11,178,-487,291,735,101,375,578,-539,381,-23,-33,-11,307,34,-202,490
466,215,236,246,203,-8,-111,124,393,-34,-468,-269,96,255,-510,-77,199,-535,506,-181,458,-166,-111,-405,-162,-566,-198,-198,-657,-583,-264,-262,-256,-313,20,116,150,-154,301,-252
-64,239,241,132,-41,61,-150,-185,-338,481,-77,-232,-311,13,-450,578,-166,131,431,-194,62,-38,12,42,520,-8,377,772,-14,230,258,-6,59,-203,168,-204,-128,-296,-454,-735
333,439,-295,-20,241,-261,-154,863,27,-1097,384,444,14,-369,-54,-119,248,-53,-139,-430,458,-393,199,-264,-405,119,143,337,225,-667,-483,568,23,-103,-369,-441,-650,-67,76,65
-131,319,-506,286,434,410,128,-500,272,187,-204,-308,-583,-588,138,-43,-292,-93,396,-642,887,-416,-233,519,-106,506,-380,466,403,-428,-370,194,176,558,165,319,-216,-780,-51,205
-325,94,1,258,-664,-716,-434,348,267,-372,39,-479,-418,901,401,276,-5,100,396,257,-581,478,202,210,-46,324,73,216,25,-437,107,334,438,-514,208,-165,171,620,-32,2
-497,616,-77,15,16,-410,-4,-305,286,-93,191,348,199,-94,138,84,-64,-225,-32,34,453,-1042,732,282,-593,263,481,-12,-192,298,43,-100,195,-168,-645,-227,-35,-197,137,229
75,-350,-394,-290,-49,8,230,434,-72,-242,-316,317,-173,-327,196,-113,10,572,-235,263,-249,420,-235,-194,671,-2,-164,-324,793,0,-134,739,-139,-28,356,-195,-202,245,-142,632
-560,727,224,-438,-132,-1136,325,273,-160,-330,162,-865,-247,449,-603,145,-192,-130,462,-528,378,46,134,650,-573,-52,290,-153,-511,364,329,-419,150,359,-498,-61,-452,589,-27,-298
-324,411,-432,458,-364,-229,-256,-396,160,85,33,-867,-182,13,222,923,-177,-14,-97,-641,-297,537,816,779,239,178,-326,-133,-23,-467,15,92,309,-214,291,-742,-406,-717,101,-15
-253,-865,60,-522,-262,684,419,-1033,52,971,-475,244,189,-521,-333,-107,409,-76,-54,-159,261,139,-212,-205,247,-121,-170,565,168,439,-113,-657,-282,69,672,553,-8,-92,67,473
84,-35,46,-4,454,430,77,-20,78,-60,-207,133,-227,22,415,198,128,-274,-347,599,7,167,215,197,-68,-182,308,14,52,-239,-440,237,152,366,-128,265,470,-474,-779,-272
427,-272,424,4,168,-117,490,132,330,-7,-285,-604,310,466,401,-38,249,-413,-761,887,-125,519,341,-115,269,154,-93,-338,-412,-236,569,112,151,-394,73,-686,-220,-132,-234,-86
-336,241,395,-21,-295,-343,456,43,-663,-224,-763,-440,-148,669,-354,128,-483,194,217,806,-402,567,163,-134,-123,-548,697,-162,-952,108,103,-348,-622,123,-542,-276,608,-69,192,-392
-402,-132,330,-139,-849,-412,437,63,-856,-332,416,-30,-259,-254,-538,-540,-828,259,-380,-299,109,431,41,-313,-460,-30,-639,4,35,266,116,-4,-695,372,244,-522,-477,557,245,-221
17,-17,-182,-101,-373,-332,-8,268,228,-425,372,-143,-574,-31,-169,75,317,-211,-289,-41,-370,0,-189,-115,153,156,-40,-305,395,558,-518,73,-23,107,804,-709,-271,-69,75,-331
0,0,0,2,0,-100,-29,135,0,-33,-4,-4,-37,0,30,-76,295,-305,-325,28,-348,11,244,90,-63,-73,-151,47,427,-531,-343,391,138,-265,188,21,-24,-1,-203,-182
