-2936,4058,1071,-210,-59,3629,328,-548,964,5,4448,-1403,284,6577,-2846,513,684,-5871,2116,-2884,-276,-3080,-50,2613,-1793,-843,-92,-3508,-458,4682,-4046,3260,2888,-2060,470,-562,-3809,-2576,-2447,583,-222,-2833,650,-1892,1656,-3810,638,-3652,1041,-462,21,3040,1904,-3090,567,653,-4597,2928,-2046,1477,1063,-3224,-3566,1889,1087,-2530,-2076,1468,4573,-3611,-3694,722,-138,-2344,1830,2865,36,-3301,-188,-157,-2210,-904,3181,-3070,-480,4210,5859,-3587,2206,-715,-633,1999,-3006,454,-3926,-1584,616,205,4043,4495,1056,-157,-4884,637,2271,-3101,3345,6462,-5273,-3382,2013,-856,2510,1246,-782,-1404,-2656,-3471,-1020,2258,799,949,1173,-869,-517,-6537,452,-1944,2364,3022,1013,-474,-2079,4165,3994,1239,2480,1976,2915,-132,2551,3455,-541,1363,491,-1338,-1072,2936,-3488,526,873,3435,1736,2336,-2819,-3798,-1925,2422,2351,1478
-5410,4766,1864,2687,-1541,-2643,-2509,144,1134,4133,-896,1330,-4711,1462,-4512,2311,1114,-1820,-2936,3691,1666,-235,-973,3061,496,-1654,418,-2691,-2372,1611,-2139,-328,-851,-1582,3460,-3248,-1836,-1459,-979,314,-4670,-1143,-954,-1563,3840,1782,-1438,-438,-1667,3094,-2144,1524,-477,-263,2598,-1001,-2631,2029,-54,4025,1846,-3206,-2932,193,696,-5073,-1905,2639,3221,837,-1927,-782,4432,2024,-409,-1482,-413,-4017,1805,5019,-1763,-4341,2865,-456,-318,2155,362,-1586,-802,-108,-739,-3123,-5738,-4940,-4506,-210,-2231,-1903,-2742,4385,-2289,570,-4247,2638,3581,1964,2905,2881,-3912,6872,-1486,-234,4511,5006,-756,332,3593,-2736,-381,3058,1764,-1213,-2731,505,-3074,-564,4461,-3172,-4269,3375,1666,2522,741,2325,3281,-148,732,-309,2347,3063,-4341,2504,265,1389,2040,2321,-1933,3079,899,390,-466,-2398,1860,872,-3675,-1271,-5127,-563,-2196,3064
2164,-1923,1402,-4116,-1461,1935,-1923,1802,-4055,545,-3253,1581,-5100,-2780,2385,105,1941,303,-361,-2695,-1611,742,-198,1657,6393,-3163,2535,2932,-124,-4480,2346,-84,-3518,2871,-253,-1371,74,-401,1602,4514,-846,624,3548,494,-5626,4239,-2639,3488,464,-388,3561,1509,-201,-2056,2224,3082,992,-2579,4199,-252,1494,5291,2566,-1253,-222,-3687,-735,1000,3907,-209,2788,-210,-1369,2630,-885,-1706,-623,3959,-2566,-2157,-815,-825,-4207,-3866,-1641,-7961,-969,-2419,-1303,-2937,-1437,-5875,-998,-1890,-1955,-2584,297,5427,1172,-2365,-1024,3333,1832,-171,-951,-403,2392,-4286,-2015,-235,3407,-2044,-3845,2400,-45,921,-1107,-1722,-3783,783,2834,1429,2566,-118,2438,2628,1362,-2492,937,545,3123,-4611,4537,756,2290,-396,5110,-5267,-502,-4628,-3827,-655,2235,-1802,-75,-1566,-2481,-284,-731,4177,-1510,-2202,1674,-999,-821,-4123,715,582,-170,-1198
2249,-156,-1273,-2127,-254,431,3483,-1846,2763,-4342,2510,1947,-3080,1728,2939,-111,824,-216,-2352,797,-1884,847,-3088,245,133,-1486,1240,2424,-1655,-356,2297,-2219,2037,-2496,2309,1499,320,-1182,1525,-2850,866,1233,207,2853,4141,-2084,-2582,-265,4294,333,-4543,1213,1434,1291,533,3008,5482,-5668,-4922,93,737,-2962,-2968,-496,429,-1517,-1027,-1398,-2248,-2107,-1841,-1537,-4318,-4112,-419,1113,322,-1113,-1640,-696,1009,-2876,2277,-3240,126,3561,-1078,-408,186,249,-2249,1582,-1183,-1245,2581,6518,-1078,558,6005,3095,338,-2121,-1136,345,-4023,1912,-5766,-807,402,3722,2903,549,2211,3613,-435,-352,-2417,-2106,-644,327,-3473,-500,-1193,1993,2563,-983,-1218,-563,802,1987,1340,1745,-370,-855,-1059,4146,-3338,3844,1455,-2963,282,1034,532,-2015,-4368,-1364,420,-1562,1093,-260,3956,2007,3510,1277,3113,-1999,632,-30,-353,-1833
-1580,147,560,99,2110,-295,402,63,-2353,2813,3782,3053,298,203,1022,836,-1161,531,1849,2219,-2079,-866,-2633,-1833,2122,-1151,-224,-3603,-1911,393,-1169,4645,1404,-4192,1334,-2382,1266,-4196,-297,-1278,1204,-6774,-2499,-1393,-395,-2161,1282,712,838,37,-2660,2223,-1537,-812,-136,-760,-59,-218,749,-3626,-2287,-207,3618,2750,194,-194,2044,1170,2430,883,-1934,202,-1842,1216,1997,-1412,755,-5619,1706,-918,-1554,-2103,1252,2923,2800,2238,1907,1254,4150,1054,-1423,-673,1435,-289,254,-937,2726,3222,-2884,-403,2604,261,2108,493,1801,51,3111,-830,2456,-275,-1235,372,77,-894,-1568,-863,-1585,26,575,1779,-4134,-1069,-1345,-1953,-2484,-4709,-1981,-117,-514,-809,1192,-4125,-1919,1100,2774,-2965,2983,-216,-1526,1234,1554,919,1309,146,5714,2402,163,447,1382,-3885,2088,1936,-2073,549,1376,473,-743,-1229,2109,2811
-1411,431,1757,4553,-1713,-740,812,-1213,1706,2928,2055,2370,-1850,-113,-319,1372,791,-29,645,5466,2295,2465,1515,1767,-132,-1678,-927,41,-1245,5502,303,2501,2135,-1569,3448,4977,1028,-480,964,1463,2324,1530,-1077,-1862,3835,-1300,-849,-1891,2641,1367,-2940,-1338,2636,1832,1085,-820,252,-1949,718,774,2356,-1909,-5051,2457,-96,633,-1820,738,481,-1896,-864,-915,3490,-2438,-289,-717,743,-2161,1371,-1040,570,-3329,3298,-1294,-1543,4465,-191,2853,-2344,1320,-3662,-152,292,-3769,-582,745,359,-651,778,3613,-599,-1342,283,3956,-1353,2211,-1774,2302,449,3900,-490,1796,3243,2903,-1080,1030,431,207,-474,2205,-4698,607,-4302,719,-1965,-343,-1391,-197,-1708,-565,-271,-2086,-3672,-8,-2691,113,-2887,728,408,1150,-1930,981,2073,402,892,1794,-2087,1224,2317,611,1867,-3237,1105,-133,1117,-1191,208,-1797,-400,5413
63,1494,5031,2299,-115,4435,-3588,4509,-1932,1537,-2765,534,530,-2623,2818,2536,4588,740,-4722,8090,2332,49,1696,855,1522,551,-322,1472,-478,466,-642,-276,-295,-511,-2321,1100,-1815,1301,-2329,2710,-2590,-2641,893,819,-2553,-260,1971,948,310,-1161,2860,-3794,-3192,177,115,-1919,-3158,-2431,1587,3069,1387,583,2583,1671,144,-3530,-1515,-6214,5693,-3142,1013,4758,-3503,-1596,1298,4087,277,2908,2614,-1856,-685,609,-1978,587,1073,-1087,1009,-399,-2029,2116,-1428,-2106,-1123,1987,2834,-825,2707,855,-304,-1582,1110,4158,7720,1331,-933,7858,-3359,-979,2384,-1547,-908,4598,821,4366,1472,-1418,113,731,-4476,3230,-1265,3130,-1049,210,-2843,4964,-4600,-1204,4907,2167,978,1984,259,-3006,567,-1009,-3997,-2199,-4336,175,-1967,721,2881,-900,502,-4900,-2641,3248,2189,3471,-2021,-2080,4546,2664,-612,-4431,721,-1240,3572,2090
4017,445,2899,3702,1402,-1937,-2537,-3449,-1174,881,-5918,932,-3023,-2571,-2627,-2972,-1216,1852,-6870,-336,-461,2135,3014,1417,3486,167,-3441,-447,1918,2592,1964,-1362,-5723,-372,3348,724,1155,1297,-2889,-5508,-3753,-3352,2064,1080,-2285,1335,-2139,-2528,4142,783,3405,-2960,-1232,-2370,-270,-879,-265,-3056,-4187,5442,-375,-2479,2417,-475,1646,-2043,-2415,2525,-664,-1122,7626,4053,1621,2453,1701,822,-2826,144,-800,3281,874,1787,-412,-186,606,-4029,-1273,-81,-911,3832,701,2100,-8238,-1208,-659,-1998,3511,-927,3250,-4595,-1033,-1668,-873,-1993,4112,-3292,-3699,-2372,142,-1738,-1195,-1339,-358,993,-344,-2483,-19,-1787,2265,2426,1314,3097,-144,7606,-2409,6989,1109,4658,1266,7633,149,921,5067,1194,-2054,3760,-5539,998,4808,336,-1787,-1728,-3320,-1847,304,-888,1149,2341,898,-1005,-5107,-1902,119,5245,-374,-583,-3018,2023,-2686,-1600
3917,-3623,1876,7414,-2619,-2420,-831,-6840,1777,5548,-5946,1973,-1454,-4811,-828,43,218,2209,-127,331,2914,5166,5012,-3891,5580,-2888,-1596,1195,8186,242,-1389,1936,-3228,-726,-235,1033,3353,-1477,-1488,-1949,1665,2005,-1638,-613,-2366,918,666,82,-1727,1917,1669,-857,-24,4571,1590,-4968,-2024,3131,-1608,2415,2920,-1437,2890,1837,1975,-19,1441,2270,-1163,-524,2082,2807,1476,1745,874,-1024,-422,3168,4157,1938,5366,-244,1547,-533,216,-2517,-319,3503,-4068,3618,-4302,566,-759,-2507,-1502,-9555,1874,-5524,508,-1760,-1378,-1482,173,4552,3436,-1562,970,1333,-3333,-364,400,-238,-2302,-1048,4056,-3099,3940,986,914,-907,-2338,-2066,71,4842,-6938,4027,-652,329,-2448,2325,1961,-5679,2587,1042,-9479,2507,-1462,-1567,567,-2286,-2029,-3922,-1499,-119,5823,2006,2042,2152,-1236,3545,-5316,-1057,-4418,-793,463,-3185,-717,-4472,-4323,1286
497,1884,-3348,2407,-2606,-56,-416,1133,-2051,2260,1174,-39,-1036,-3719,588,161,-2601,-2601,612,1709,1862,308,-2065,-3968,1564,6122,-1553,-148,-2495,-2956,-5319,965,1937,1695,960,-825,539,4207,-3013,-167,3278,994,-1923,1768,2341,-1460,5112,2865,1232,-1554,2458,-1814,-2312,2727,3796,781,3406,4225,3267,-787,-3206,5448,5810,-1612,-475,2042,2077,579,4717,1689,-795,2608,-2746,-3071,3667,251,-435,-2772,869,136,3266,-3758,3,-975,-9578,2125,-307,1948,-3532,1810,2405,-1102,1853,601,3459,-672,-11,-939,-1049,-201,1740,3253,1677,-1533,679,4,190,4148,-1504,-104,373,-6710,-3718,-5350,1358,2266,2525,-1007,58,-2983,-192,-2137,-1518,-2175,1294,3958,743,1305,-2175,-978,504,-1379,2331,-7080,228,1213,-188,619,750,1944,-819,323,-1065,1238,2729,1861,-2687,1244,624,-3355,146,-1132,-1351,-4641,-2250,2454,975,-3942,-1484,-326
