180,187,-113,268,-556,477,-341,163,300,710,231,-796,194,74,-229,-421,-37,521,-195,-530,11,528,-50,-541,-238,-502,7,47,-225,55,-78,-56,-102,-576,445,544,-851,-34,317,-228,-474,241,-256,-508,-482,-179,-334,231,-404,-358,194,-494,-444,408,54,200
-191,-175,-528,73,-317,741,-606,-104,-697,51,15,-642,-523,298,317,-716,7,-439,455,-247,-876,435,-70,-167,-334,-241,-659,-489,326,-625,-267,886,-581,-142,347,-27,-290,-345,-640,517,462,1047,-165,-89,475,428,-757,-678,66,-569,259,-102,273,-64,-980,-298
583,148,-99,70,-94,377,-536,573,300,55,663,-162,-193,233,518,216,-153,364,147,-292,-25,349,-467,-1243,-92,490,-306,158,636,-262,-409,18,309,59,-434,-114,173,435,-462,405,-240,484,140,-140,-472,304,-518,-41,-498,11,153,-205,96,-110,136,-457
-37,446,780,-396,-773,-48,-446,200,-118,-157,-231,37,-301,17,-363,295,-661,-217,434,696,-286,841,739,-79,278,193,-553,-520,-369,204,-106,73,-291,690,488,-1009,-688,-823,664,298,-549,224,306,-1035,140,-13,-294,-72,-151,56,-107,240,-441,-531,579,-100
-563,-1074,40,-19,598,-93,818,-221,-805,105,238,-745,-650,-382,249,187,894,-30,434,-798,-368,-1439,112,427,294,-649,-320,191,79,462,271,224,128,-300,-760,630,802,-442,261,-229,516,275,-437,73,178,313,-166,532,91,581,163,933,-228,290,-250,399
-79,-805,-508,-71,717,278,-153,-702,-597,-150,-121,-330,-559,296,-557,107,228,-460,539,284,-666,74,118,571,-902,-701,-111,505,-521,-800,-292,469,-148,444,-380,128,339,193,-322,-218,724,500,194,-228,95,56,-565,-238,-498,-412,-422,243,398,-275,-260,339
88,-341,598,-226,612,-884,305,361,-140,-823,-398,-454,-751,122,-235,733,-387,-634,881,77,-544,97,292,189,-422,-136,-624,604,-823,-248,-454,338,736,763,-837,-77,-46,311,245,154,337,914,671,-733,-399,1037,-462,251,-42,533,586,252,-71,-903,162,566
422,393,185,454,692,-81,-88,151,1056,15,277,-540,274,300,-116,-756,-452,-100,178,161,377,332,49,-1052,-790,-69,392,536,-318,197,-358,-711,222,66,630,-201,-200,707,821,-553,197,-78,-387,-94,-503,-427,44,97,417,10,24,-25,201,421,222,24
139,-132,357,34,634,-539,632,151,280,297,-224,-384,-126,323,-310,281,-81,-446,-185,-311,-202,-477,330,38,-125,-473,64,294,-636,-634,187,350,-2,95,-708,525,303,332,229,-436,329,214,154,-314,-155,98,336,29,-41,63,553,-522,-380,158,-383,188
712,594,395,224,36,-645,-67,1005,200,-365,135,271,271,-164,301,154,-717,207,-196,158,410,62,518,-260,-117,-440,-382,261,258,-433,-255,-478,-8,-206,452,425,-647,457,216,-15,-866,-306,809,-389,-421,234,-689,-369,494,-216,-279,-640,93,-109,136,-449
-43,656,454,155,264,-233,153,97,190,-931,-207,4,-441,-135,51,-437,195,327,117,622,-171,125,-77,-341,650,194,682,-497,402,351,374,-400,-184,99,544,-205,87,427,61,218,604,-227,262,-133,337,303,315,-505,-78,192,-94,-58,409,280,337,348
761,177,-46,676,193,713,251,-160,-702,57,273,607,-188,213,-184,-510,474,68,457,176,-644,871,745,-399,481,79,-40,-81,-170,50,-285,100,-171,1009,225,325,-81,1056,191,-134,119,-773,34,-221,85,255,93,183,60,-184,480,427,828,240,453,84
492,-436,-741,239,382,952,-464,-115,-39,52,147,-227,55,66,404,97,-35,-176,75,108,184,-28,-818,-208,-566,119,45,49,-143,-48,185,641,414,-233,209,721,-184,398,-174,21,-92,-359,-838,532,-641,312,-185,404,-560,121,-24,289,504,-33,-475,-381
1192,19,261,-34,873,894,-479,-224,296,325,564,367,-1023,901,255,365,-227,-817,391,874,-941,145,214,-386,-395,109,1003,1161,135,682,-441,581,737,430,-105,167,205,-470,72,-313,149,278,663,-455,-203,616,-1010,281,-413,-192,502,-54,573,604,408,-278
76,251,560,-402,237,-211,322,-209,405,-392,128,80,-1029,-698,11,222,463,149,60,904,-562,422,318,917,-55,92,151,-458,-176,645,219,220,559,-21,260,-62,-93,254,295,169,-137,-448,-99,10,-156,647,831,-142,-279,-570,384,529,250,-39,388,388
227,218,126,-472,-140,-59,225,373,44,-230,-23,745,-24,-167,821,0,-233,8,-10,300,30,-40,-134,511,-120,-62,-113,-182,208,-224,-79,233,411,9,144,32,-386,233,385,769,-127,125,43,403,-154,-608,40,-439,-125,-370,98,-775,262,142,-472,-56
-404,-77,423,-210,-219,470,-300,21,-307,-84,-930,-42,135,495,241,373,52,-387,446,201,140,-45,-201,-191,-139,620,-194,-357,-124,370,-191,262,-249,-23,-28,216,-410,-1048,323,547,-573,-157,-622,-73,389,103,472,78,-87,1600,-76,12,-517,-525,-387,-203
856,1000,641,419,-121,198,-90,478,204,-26,236,801,-336,773,-134,84,61,279,203,324,-104,711,956,-461,-267,-221,-359,172,103,-135,-335,-196,-155,155,259,364,-654,136,61,408,-412,-44,426,-464,142,-327,-367,295,-108,-243,127,-925,520,132,716,-170
1130,1042,263,222,-457,443,-119,432,288,132,772,674,-477,464,12,-289,-348,284,-4,887,19,1083,151,-472,753,18,62,-1011,347,-62,104,-471,29,808,1036,-44,-583,188,248,241,-149,-306,353,-982,-450,414,-538,-26,-730,-974,287,-75,860,503,701,125
-290,-142,-462,163,381,58,-370,-937,426,367,-302,-450,-403,249,-833,81,140,-746,-519,272,-119,607,170,289,-163,96,468,455,-918,-347,-114,599,-396,-412,238,386,556,-132,-976,-451,137,-277,-387,50,-149,-37,174,448,327,19,-871,-26,495,-302,-502,-469
213,-643,13,-89,35,-21,-320,395,-457,-443,-84,-223,12,-207,426,524,119,288,500,-315,100,-81,602,168,-109,441,-830,416,146,-53,-302,156,859,427,-358,-820,355,214,188,396,-362,-141,651,126,397,202,-61,276,34,627,875,302,48,-1059,229,208
528,490,-238,667,517,143,118,-302,192,-161,780,294,-647,627,-308,-425,-29,-110,127,-85,-189,571,491,-434,320,-381,-40,600,-135,-243,114,-576,-656,-534,160,-89,553,400,224,-237,407,388,-82,-210,-487,399,-24,200,-329,-395,-259,109,1482,665,744,456
-111,249,175,767,150,-679,192,-15,6,-43,90,-6,618,-374,-680,-277,-221,-384,80,-344,-368,109,708,-403,-141,166,-104,615,478,163,-603,-175,-547,125,20,-621,128,253,340,-926,9,-298,449,-122,-858,28,215,-173,699,547,-109,237,-460,121,418,543
363,-92,-535,674,290,26,-145,-96,754,-251,-185,-157,-139,664,88,141,551,765,-95,-301,769,834,-218,-234,-868,-374,167,672,-8,-487,-37,-291,124,797,-654,-183,143,815,-104,378,-49,-355,-345,-79,-283,-456,-93,613,-147,208,513,-214,797,-413,-219,756
-24,427,592,523,-621,207,-194,348,-1175,-75,-318,778,366,-129,217,-201,84,661,668,679,455,-374,471,301,445,-604,-632,-561,228,1020,429,-305,216,592,394,218,-228,-723,264,349,-404,21,-360,-413,302,-201,-592,-27,896,432,-324,-150,279,-401,693,-249
195,265,-319,680,-414,-77,-260,-22,336,945,638,207,737,-194,126,-265,70,502,522,-98,824,-60,-81,-369,-127,-218,-428,1,866,386,48,-912,356,-180,566,-504,123,613,250,-372,-16,-233,642,-746,-776,-614,195,630,235,-219,374,-103,-128,250,1330,-92
-423,1020,672,-81,-471,-485,404,759,231,-326,511,305,-183,57,24,-565,219,189,432,327,532,-358,233,-677,543,-752,410,-185,-40,312,411,-789,-136,-690,195,-504,-154,-888,490,369,-295,6,446,-336,-185,-349,510,-306,10,-490,-778,-573,745,1022,382,-35
312,-361,531,-947,-182,388,-131,-194,194,839,-19,157,-323,236,802,434,-264,-278,541,472,-103,-197,525,741,-353,286,76,627,-105,290,-711,-63,855,377,-49,-487,-660,-293,442,167,-140,515,-74,-780,977,242,-141,-281,-472,301,1044,-511,-502,32,639,-11
-217,801,-144,-56,-888,-449,-179,-292,434,468,943,497,-20,-558,-191,-438,233,190,11,433,337,237,-73,289,610,-207,303,-472,542,167,-144,-174,-6,-374,484,-930,195,-116,82,-36,291,235,488,-494,-593,-442,189,-950,-370,-882,400,-583,293,-73,651,442
0,-551,-147,-506,-272,108,-366,-368,-160,-15,-6,-320,-482,-289,259,402,3,181,-281,-355,-270,136,281,124,246,369,29,287,-32,382,401,363,273,350,-181,-102,241,410,-288,320,82,316,-13,-126,516,210,-995,50,22,-339,1267,310,-238,-429,-247,-336
597,-221,55,-288,-318,698,-1232,342,231,770,6,-768,574,741,213,299,-1198,173,42,46,592,-101,140,-703,208,-90,619,411,-135,71,-432,-341,1195,-469,58,-278,-86,-134,590,205,-42,300,487,-226,313,256,-1290,196,-214,-101,198,-807,-786,82,981,-186
-731,-996,-599,-561,260,43,-182,-1011,-18,616,-437,-476,-135,67,80,84,220,-364,-332,-202,13,124,134,377,305,102,416,112,-593,-145,-267,240,170,-254,-15,137,494,126,-391,-44,216,589,-242,487,1439,173,149,870,644,474,230,671,-123,168,-179,-444
-249,42,50,-120,515,-757,845,-28,-86,-270,497,625,-269,-244,-561,-41,-9,-392,-568,-69,-304,-766,274,728,-327,-405,88,484,17,-545,62,48,-761,-228,-313,25,145,-513,-82,-602,2,248,486,435,-261,-226,370,-351,-57,-1022,-622,-7,70,-159,176,9
95,391,290,243,-87,73,-334,60,657,119,-79,-208,98,460,-497,452,-68,178,-150,-199,263,803,136,-734,-73,368,217,305,-19,557,116,234,101,-19,-629,-515,-127,234,-28,-165,-311,51,86,-49,-636,-168,487,96,385,-92,-205,-595,-144,-291,-46,-172
157,88,591,278,460,-230,820,651,-16,-557,-299,277,-269,350,130,57,291,479,309,-214,-182,-388,-87,514,-627,-12,-487,-60,605,466,383,-387,144,994,-971,292,-617,-6,2,-402,600,-398,204,324,416,-299,725,89,429,598,342,-125,571,82,290,427
45,-226,487,-266,-164,413,-690,-614,-31,630,-469,24,72,120,-377,291,-151,-16,-262,700,-567,114,170,-150,-250,383,151,351,-1050,-146,-609,-188,298,181,32,-107,283,-197,150,194,-611,-621,606,-743,252,221,-436,458,136,129,468,25,-937,-194,822,-328
-437,-92,-132,-514,37,-34,-152,-681,339,157,149,-134,-19,-736,-31,207,424,-545,-361,464,-532,-227,-591,483,410,1026,361,123,107,248,-192,-77,-138,-796,211,-265,326,1,-915,114,-175,-192,57,698,84,520,261,-47,-24,62,-337,47,-127,258,-366,84
190,-30,-200,463,677,-612,248,343,365,-115,2,-148,-186,331,-331,-590,-364,129,-287,251,311,-1,-69,153,-828,-452,-21,7,-821,-1385,-117,7,391,817,-357,267,-18,8,3,-538,343,-239,121,-68,-407,-19,297,83,228,-94,185,224,-183,-389,336,-77
-217,-285,40,-313,-341,312,-222,-236,2,-77,-193,-204,-68,41,272,492,546,-85,278,227,283,0,7,-27,215,594,194,164,66,499,-52,-389,-18,140,54,-333,-207,-641,248,359,-239,-235,-605,215,430,-37,181,435,-645,929,187,775,-757,-306,-14,29
-420,-464,107,-497,-506,83,428,91,-271,421,761,-1243,-468,-842,34,-556,822,372,150,-976,-827,-456,792,-14,618,-96,357,598,351,484,51,-387,109,-501,-329,-95,-474,-86,399,-528,-19,481,211,-258,604,453,-158,-244,-156,-644,1349,698,-22,153,243,928
-157,13,-517,-2,-274,92,-141,120,-131,-153,467,-339,70,66,124,-465,-585,-450,159,-356,-175,151,-387,-304,206,-273,-152,-57,30,-278,155,409,-300,-320,183,-238,-506,-34,174,88,361,618,-183,173,-63,279,-9,-524,-166,-527,-325,575,-279,-57,-967,352
424,-169,-603,319,-157,1080,-338,-338,-523,703,491,519,624,187,-130,-384,49,-35,56,-337,-227,292,-54,-363,-232,-128,145,94,14,250,-565,340,-478,42,48,-67,-5,242,-373,7,-698,-630,249,433,-669,-144,-508,-254,-177,-262,224,268,450,244,-294,-446
94,-142,-493,71,-217,449,-750,-1355,-27,-205,-568,-241,-255,-85,-263,-220,-235,-854,-266,155,-428,883,666,187,787,479,529,788,-570,597,197,534,-529,382,1124,-265,383,378,-446,-364,121,-183,-173,-349,162,-331,-641,209,659,-155,846,421,840,-170,77,497
-87,17,-497,208,-277,-205,34,380,-95,-238,168,15,252,-12,-42,-373,44,432,-63,-675,577,-356,-270,-447,-226,-162,-185,-302,706,-431,-221,-107,-116,15,113,174,-256,58,-798,83,32,-190,120,382,-197,-602,-428,-156,21,-418,101,133,72,-268,102,-75
344,679,670,-983,81,-237,-241,127,1332,-293,-14,359,-716,-589,826,326,-666,250,-1106,904,-645,539,-822,280,157,967,465,-232,255,686,314,-329,590,-847,383,-380,-144,-262,-541,571,-821,106,427,-572,220,304,-206,-299,543,-616,133,-438,134,447,-642,-796
689,292,208,265,608,-173,230,136,565,-497,81,444,160,3,167,449,-134,-363,-12,-41,-552,368,513,-277,-494,417,-631,487,519,247,-5,-419,-282,151,-44,-263,109,930,-397,615,-793,-409,342,439,-298,-106,78,-236,-98,-96,33,-187,295,432,68,445
-139,289,-250,638,-178,-951,768,188,297,-646,-388,650,245,85,-18,-492,-309,695,-659,-1045,654,-10,84,383,-531,-252,-567,-155,338,70,799,-495,-525,427,-479,-375,-458,264,-73,-44,227,-865,-446,539,-452,-861,409,255,446,-894,337,353,-131,-306,-118,405
256,-81,51,11,-149,314,-6,166,-753,-336,274,-73,-678,-352,426,-314,361,-236,482,352,-327,-477,747,354,-32,-390,-483,105,219,-158,371,58,322,-66,125,147,-90,-115,5,-284,75,39,504,-134,-162,154,-483,-239,-140,-260,196,414,823,-108,63,419
-358,-374,-602,128,-424,-66,435,-351,273,312,-77,-257,252,160,-669,-333,392,690,-710,-1055,590,356,-258,103,-12,-122,427,-254,67,425,185,168,28,664,96,88,-379,-286,-505,-58,595,-575,-581,440,122,-1126,247,308,-633,-593,540,939,-103,-220,-401,607
736,732,1140,-761,177,-308,841,876,758,246,817,347,-306,-177,298,-43,-967,-257,-482,893,-941,-270,-285,301,580,606,320,-276,60,-219,122,-598,391,334,285,-84,-358,-363,504,226,-3,-120,487,-726,332,849,222,-1007,-760,-431,233,-414,-412,418,69,226
-270,-644,-569,534,395,9,-9,-702,-67,653,-371,55,349,113,-355,297,745,83,-220,51,243,-282,-312,229,-490,22,331,243,-379,-544,77,-18,363,13,-715,612,936,97,-77,-269,84,-780,-253,593,-691,-262,533,1342,102,613,-179,-13,-527,-194,-182,285
