-354,560,204,719,-305,565,-118,59,588,72,874,-82,-143,-665,827,-721,167,-38,-216,843,621,136,404,-922,-1186,803,506,132,-272,-313,-18,-838,-392,-240,-62,71,152,370,436,1162,-446,185,131,-257,28,371,-1324,-427,250,157,331,-798,-359,456,424,436,378,-23,-325,-686,-270,-356,-139,13,-268,70
405,-144,396,64,-147,145,-38,-450,-404,-356,243,227,262,-158,834,-689,605,-209,552,776,-102,318,498,470,-85,-498,499,143,323,47,-440,-163,177,-79,-844,-84,-621,-156,-159,-623,257,51,-149,319,164,-159,-313,613,-585,-55,344,-418,-159,1136,-264,-28,115,502,725,95,-2,-816,-147,-821,221,555
192,511,-2,-358,-321,-696,-374,227,-105,-435,175,127,-351,-511,-55,429,230,-760,-674,902,272,350,-13,677,-566,-313,292,-1182,71,184,-365,81,448,-577,-203,62,-981,302,-328,329,511,-822,-191,623,24,-90,-509,-94,339,-383,-540,-893,-149,-173,518,-97,-525,532,-226,-237,132,-48,-404,599,398,-1188
179,-257,517,-373,173,397,161,398,24,47,-555,481,262,-134,-315,-68,-260,286,-646,-167,-484,-581,30,-32,213,3,218,157,115,267,-418,88,18,-16,303,-504,274,350,131,-386,-394,-226,172,-798,302,759,94,-83,-170,-144,157,627,713,95,-391,-575,9,-450,608,712,-83,627,332,52,43,397
409,173,-112,16,-186,-193,71,-234,-76,106,-221,379,10,323,-400,-410,327,-10,-854,-179,464,-508,-239,-151,-45,-420,-335,-292,-150,-34,45,819,-275,466,72,654,301,-157,515,-732,235,-180,22,346,-460,-260,10,-1,-378,5,611,234,128,-208,-278,-265,584,-356,-322,85,-553,-41,22,806,743,255
443,238,733,-264,213,138,905,752,-692,-390,-106,-124,-639,793,6,-262,180,-135,-636,335,609,-178,-370,-952,618,-42,-337,617,-6,205,202,-45,-121,277,628,-60,-459,7,380,-595,74,-626,-86,-30,986,-181,12,-50,-738,297,404,634,-575,-233,378,-365,551,-183,581,691,-272,-1134,244,354,-9,-570
174,245,-392,70,-156,259,-314,-362,-321,273,-242,-268,-750,185,274,82,657,-27,-70,-393,432,93,332,394,-380,-362,296,-82,347,-412,-222,558,123,301,-467,-57,-316,-578,-225,-236,242,-279,-78,-191,-646,-532,-170,141,-37,-448,419,285,-62,-114,513,119,-100,318,0,-45,-191,-295,96,-457,397,425
252,77,762,-801,482,-320,546,1101,-154,106,222,-222,-410,931,-892,753,-618,-909,-257,-439,416,-402,287,360,-26,-948,-158,793,-533,168,149,-163,76,-320,-402,-714,-482,942,-255,252,1,-964,521,-173,-168,502,-115,-53,153,-599,-561,-313,92,221,-394,-155,789,-403,86,-377,5,355,-95,6,-44,-985
-485,14,-61,215,-1001,533,-250,-739,770,450,187,-344,281,355,-601,513,-172,299,117,-661,-256,-621,-763,-98,-355,638,617,-185,304,427,-254,-604,254,766,231,-890,-51,460,-1081,1037,237,220,533,-632,-111,610,-133,-467,120,-783,156,109,179,356,-789,-349,-53,-387,-517,768,-31,507,-25,-411,21,37
453,-288,-59,516,-566,513,163,-868,557,658,-153,497,274,-238,341,-943,-495,285,185,221,-445,-723,-610,-81,298,590,226,-298,1003,115,-46,239,-222,717,411,42,-439,-523,-751,83,-153,24,-39,-352,289,532,261,-190,-69,-346,-395,751,572,503,-416,-763,131,-198,100,248,-533,447,128,-960,267,339
-277,-405,384,-199,-584,-140,-78,-141,-41,-658,-949,-172,272,-279,-241,923,-63,-67,258,-660,-134,415,-115,-342,594,327,164,-426,-189,459,357,-984,-803,179,223,91,-26,81,-714,146,-531,-244,236,726,-369,-296,-268,103,-308,-438,-107,180,-544,-265,-287,1,-297,-181,-26,76,-137,147,182,-508,352,-172
-602,-625,296,121,759,-371,1110,-60,40,495,955,-171,-305,-683,558,-451,-161,806,190,120,536,-432,634,-5,-500,584,-657,901,579,423,1023,32,1030,-249,340,290,-837,-69,-370,356,96,460,-80,23,-899,-189,-368,-206,782,383,-136,-50,-501,526,65,292,616,221,380,-363,733,-516,292,-10,-1527,-8
182,307,-268,-737,145,5,-240,155,408,266,-188,-718,-50,-60,75,-503,-639,-714,148,-333,340,-378,-525,72,-241,-152,9,-296,-410,-176,623,683,-391,-729,-371,-1269,-1080,-201,-565,410,-18,-203,-239,-488,-391,-30,-26,170,-77,-229,-667,-659,-310,221,881,-683,22,616,-71,210,2,-511,-235,-460,99,-835
595,77,-81,696,394,763,-425,-222,-50,674,201,-133,-165,555,245,-662,265,144,-35,272,-782,-153,-152,7,-90,305,196,712,203,9,-690,895,-59,473,-277,191,455,-657,308,-240,521,154,326,-571,502,559,-429,-969,-41,519,154,808,93,-93,-200,165,492,-512,127,-170,-355,143,-262,-477,-271,208
244,793,-449,312,-443,309,-151,77,228,348,-52,-21,203,488,-534,-212,217,-145,-403,-610,0,-338,-412,-113,18,552,235,-141,-212,-459,569,580,346,639,67,241,-355,560,-7,-140,366,625,241,-896,-15,293,433,-242,140,350,470,-469,-367,145,-141,-571,380,596,351,432,-105,-279,-663,-156,159,320
-227,-296,-19,124,406,-388,383,416,116,-337,165,-492,249,-476,-211,180,-565,-329,460,-130,-498,-145,317,-393,275,542,-229,291,-73,587,-189,-132,117,188,-60,-4,573,-147,223,823,-130,628,526,-605,-508,322,-49,-81,519,-224,-294,-155,-656,24,4,768,530,-364,103,-647,168,142,315,-611,-699,-438
-468,-299,-133,-121,342,414,-352,-559,-76,437,37,-552,-453,-201,621,151,-224,144,856,-225,414,10,50,191,-446,86,-248,189,214,-85,470,215,271,-650,-273,-477,-396,-871,-902,443,-35,169,-57,34,-418,-452,-374,-552,-150,524,-123,-78,-778,84,371,-506,-291,-347,-262,-39,784,-187,-196,218,-65,215
44,-469,143,-243,1051,-585,425,454,170,361,129,-545,-141,-461,-447,-419,-431,-77,461,462,-379,305,-326,-310,285,733,-501,472,-208,-137,-113,411,163,-670,-76,-613,-405,-255,503,119,-278,-88,-573,45,-322,-174,229,54,616,298,-82,706,-677,442,-166,274,-256,-215,713,-1027,394,495,-874,222,-239,79
-58,9,453,-661,254,-116,535,590,162,477,-159,350,-206,141,-407,275,-335,-120,-554,-166,-145,-524,-199,266,175,-302,-201,229,-338,-397,456,213,466,-510,-409,-404,-362,419,-555,-632,-11,-54,-181,-29,-212,402,-9,212,133,-153,-318,-67,-309,33,33,-835,116,238,-15,427,-584,-113,233,498,-531,-302
518,712,-825,1015,-1103,-978,392,493,563,198,609,1303,-197,612,-331,-14,-347,131,103,-148,124,-114,-871,45,438,959,613,53,-62,383,-772,-340,736,708,111,268,-359,121,896,1095,403,95,320,-339,-525,275,1093,362,282,-103,-101,374,757,151,-415,118,8,345,-1458,170,-216,468,-297,-225,-930,-179
330,-167,110,-76,45,383,-422,-511,-453,133,-684,-309,177,440,-403,-389,-114,116,113,-132,-279,-323,-663,-351,364,-441,470,24,-57,-31,-111,133,-409,123,624,583,-26,-668,-332,-461,234,32,-150,-67,79,-35,97,-149,-813,267,570,123,-219,-504,-182,-660,244,-79,264,662,-315,-967,725,-97,144,189
-1046,-47,-164,43,102,776,114,-357,748,-214,1191,-835,95,403,916,-253,881,605,80,-119,625,778,-141,-436,-897,1105,-663,896,286,-774,641,-169,-300,364,152,-720,275,414,-184,418,-540,445,804,-79,0,-290,-137,-343,205,-811,723,-558,523,174,-234,379,165,-177,-187,445,-275,-358,-1223,206,68,369
-479,10,103,-444,203,328,-116,25,236,194,263,220,311,-377,126,-445,-414,-9,-16,-373,399,-168,574,387,-402,89,184,-33,126,-335,-178,143,-42,-687,-456,-715,426,314,111,-45,-647,289,175,352,-149,-46,345,316,383,-53,-116,-428,205,118,166,-104,-610,-351,-236,50,85,-143,-18,284,399,-67
-610,-86,569,-398,822,636,-45,100,-29,624,736,-575,-624,420,-234,373,508,-123,-270,303,251,-292,-322,362,-645,-85,-589,563,219,-152,88,55,-586,-133,732,-101,3,-216,-190,-260,-200,-544,-73,106,316,308,-156,115,548,419,132,41,-69,203,-13,854,63,-669,-6,-83,476,196,-403,845,-335,295
645,-210,-118,-369,134,-1382,431,357,316,311,-579,558,77,-132,-933,277,-73,-483,-182,63,-101,419,-531,-177,1016,-461,-574,193,-656,-136,-89,-57,292,-604,-247,-31,-1222,453,69,-312,224,-694,-443,222,-232,-573,389,307,79,-38,-682,262,407,580,-249,-469,97,406,-397,-510,-770,558,-49,-475,-57,-310
181,65,57,-431,376,-537,20,224,-371,21,-26,-108,-576,145,-110,-72,154,-696,-274,379,691,-63,-480,122,-329,-326,440,-67,-416,-544,80,242,-179,-181,-321,601,-476,-110,-546,-363,-175,-898,-1131,398,-529,-545,-437,571,170,131,-125,-146,-78,-215,505,-176,-655,-400,-632,49,-140,-121,-391,864,457,-43
945,398,36,110,-884,4,406,11,-442,-239,-748,915,307,564,207,-113,-190,-502,-247,-717,-162,-129,-54,-2,704,-158,2,386,444,912,307,163,416,629,-738,386,-64,-180,80,-704,114,-663,546,-942,455,-28,429,379,-814,-119,9,-37,-81,46,-6,-687,994,724,243,561,-707,-357,318,-384,805,-275
153,114,395,-167,87,508,461,141,365,927,-489,243,-458,-305,-318,-197,-306,-559,-551,-358,250,-236,-33,-677,365,-116,-428,555,263,-356,-231,1364,-443,53,361,-566,-922,541,83,221,197,-639,-303,-559,207,578,216,-595,449,178,-579,310,-297,327,71,-785,68,-704,442,-456,-983,594,744,44,-198,280
-239,-167,89,-94,-328,171,194,37,281,240,-837,-128,58,-876,222,-580,-830,1035,451,-177,-213,-15,185,137,199,632,519,-232,-49,190,-169,-401,658,259,156,-730,-750,-410,-117,620,823,-60,192,-62,-698,-151,69,-165,-202,77,250,461,-142,-170,-636,-115,-555,88,309,-162,131,-688,503,-589,-93,337
209,-192,-304,-668,151,-824,120,-462,-478,-803,545,-411,554,714,141,-540,-158,-659,180,-25,355,93,-575,596,273,-309,-1137,-721,-384,627,319,246,757,414,-502,184,-10,-321,-683,14,23,-509,402,150,-149,-503,496,858,-317,-706,39,-977,99,-149,812,76,464,267,193,481,-25,124,109,631,1017,-666
-352,775,630,536,42,1317,-971,870,564,94,660,157,-275,113,73,634,406,-668,-664,401,285,-151,674,-506,-692,59,832,-140,-781,-920,-492,-798,-1663,-351,417,-157,1209,1209,687,221,-102,621,606,0,768,1109,-995,-489,24,292,89,113,142,-371,-204,626,-322,-757,-213,-249,-153,555,-712,20,-1109,634
381,254,910,161,-561,-45,1119,890,-316,44,683,1496,-1455,457,286,404,-286,-436,65,533,135,-599,-379,-671,188,-522,-270,-128,450,185,-36,39,-84,814,-343,-374,-368,175,-238,173,-893,-491,-148,607,24,26,184,688,88,-601,-553,404,-584,242,-314,-160,779,-1046,-852,185,-394,347,643,645,-61,274
84,336,-978,24,478,-298,-377,-206,-366,344,-339,-916,-282,392,-356,-260,127,226,23,-348,467,-41,-451,366,-119,-82,135,392,-219,-575,67,937,399,-437,789,1237,446,-53,330,-502,1124,453,-811,0,-551,-446,-45,-579,53,249,-128,-625,-296,-425,446,-116,-545,217,315,177,468,-511,20,159,-314,43
14,769,-457,191,-449,-447,-948,272,-147,-987,-59,-117,-501,-225,565,714,896,-1157,-154,2,556,720,-177,-394,488,518,-410,-1320,-923,21,-519,75,-252,212,-119,-89,-462,-434,437,604,407,-130,-136,-178,-110,-559,-698,288,466,362,260,-613,-417,-758,1315,737,-724,476,-140,-735,308,279,-190,568,385,-281
42,-224,-356,-109,831,-568,-682,56,-61,-21,-81,-225,163,22,-299,-73,370,138,-94,221,-176,721,-107,251,142,135,-62,212,-240,-477,-443,222,-142,-434,-91,985,539,-4,582,-207,156,-234,-535,500,-323,-858,-255,-346,674,3,-64,-576,651,-197,-50,885,-13,-367,-425,-218,31,614,-451,928,-374,-46
-242,-210,324,312,-492,-35,923,627,640,-291,-545,202,-161,-783,-808,1266,85,61,-220,188,-456,-243,314,-364,339,31,-552,114,226,-192,670,-681,-496,489,570,6,-446,1224,-49,702,-330,351,787,159,34,349,-690,-429,273,41,-306,745,594,-548,-86,-124,213,219,-159,-863,-32,-21,417,-346,-748,-68
-12,381,-332,-121,-66,-269,226,1096,644,-703,218,-584,-465,-650,-202,251,-292,-763,173,408,64,-642,-673,-269,-313,1133,81,-455,470,-66,-205,44,224,-326,295,-786,-521,-114,132,414,-269,382,233,-1016,-256,325,-488,-479,1302,-790,-526,-201,249,223,530,-107,-422,705,23,-445,816,164,-409,-529,-69,-814
93,579,-1020,180,-360,714,-857,-787,389,1016,-108,-90,-396,695,-70,-213,386,224,348,-265,-580,-283,-871,1014,-347,-35,-114,-56,698,-1137,-391,720,221,337,-547,138,326,-971,-831,-1171,683,-81,-56,-313,-45,-88,357,2,118,-514,-55,7,922,-418,144,-396,327,309,-530,170,-249,187,-599,364,641,351
598,-498,-1037,336,810,-793,-276,-112,-712,-329,-370,-671,-681,-412,132,-317,-363,-231,1199,402,-639,-210,-226,7,326,338,744,52,567,-403,-1112,658,-79,-354,255,577,796,-1155,102,-991,23,188,-1348,-416,-631,-319,254,147,1012,-369,-49,717,548,-471,129,404,-731,124,-246,-649,1235,599,201,-670,-141,-203
462,120,267,602,183,715,-698,-820,-107,139,645,-696,338,133,355,-740,379,-440,-288,419,-182,-750,34,-467,-627,165,-100,-157,-151,290,-200,292,-271,-139,495,483,411,-566,-20,514,368,329,470,-755,987,436,-1196,-658,188,510,-244,-230,-104,911,119,-873,823,67,1196,-786,458,-97,-254,58,457,122
594,-66,-18,373,-193,269,772,609,735,-220,-401,-168,-57,-479,-389,-1026,-419,496,-698,968,-919,-952,-1007,-672,-466,492,5,-430,404,2,-591,332,-525,1014,1282,-317,97,-641,636,-451,-249,-237,776,-775,-369,396,551,-1040,165,-1019,-383,1110,492,-1239,-497,-117,506,-761,976,-227,-589,-521,129,-852,239,-643
546,382,28,416,-292,36,761,541,222,104,338,390,-373,614,-97,-159,223,-122,-707,-4,12,-387,-409,-896,418,265,-520,74,-90,199,-280,96,43,544,502,-459,-190,375,256,-259,-290,-290,792,-612,424,319,244,61,321,-127,-513,647,460,-49,140,-64,806,-402,826,251,-805,-193,-114,-535,-203,249
54,-193,716,-1004,239,154,818,-198,-263,511,0,-297,-480,502,-363,-188,-541,-100,-23,92,403,-367,150,249,155,-608,-1025,-518,-195,290,524,535,161,97,-1,-949,-1575,-182,-141,-316,210,-1104,-7,371,12,-228,-50,576,-328,112,374,452,-996,-146,-260,-1497,947,89,453,178,-117,-981,351,387,506,-187
-250,-240,974,-369,-312,483,237,424,-708,170,-1106,376,-438,-95,-654,1327,-390,-105,257,-736,-511,-27,581,102,558,-1065,1227,269,343,-281,-223,-437,513,531,-265,-261,-115,146,-167,292,100,782,-179,259,282,-212,-126,109,-195,30,40,497,-940,286,-440,-2,-623,-696,-26,-188,-422,-64,1200,-1036,87,76
976,802,-624,1500,-984,-410,-63,58,-329,-484,187,738,-517,306,-38,454,849,-194,44,694,-253,463,155,-381,-24,-167,0,-592,94,-28,-511,-481,4,786,200,1435,-18,-319,936,-70,264,-15,-1,311,768,-540,3,-118,693,221,509,376,310,-380,-257,-191,479,-108,166,-1165,19,-76,-305,-681,27,-144
-81,-146,85,-302,961,-882,445,1149,-393,-841,926,176,204,-292,427,-201,-88,-180,-135,111,84,-26,796,81,-122,-304,178,239,-263,462,2,361,202,-48,-149,-125,119,189,353,55,-563,437,-95,-41,-671,-708,195,697,1114,471,-368,-1056,192,388,-130,1057,84,-212,299,-81,1349,-122,-138,105,-609,-449
-33,-258,-25,370,-720,-347,201,-776,-321,-269,-202,671,-126,-256,885,586,757,235,260,205,-322,1060,31,-340,710,-449,-481,-326,-190,252,365,224,224,353,-701,-207,-322,108,-107,572,-174,173,-537,633,-228,-806,-494,583,-218,306,398,305,-268,-283,-7,489,-517,148,-199,435,-362,140,135,-167,318,549
438,-186,-75,-22,318,-85,-633,-379,13,513,-826,-211,85,-4,505,-269,291,524,-250,-221,-165,923,127,-157,373,-136,-348,240,-876,-50,241,111,-67,-699,-174,146,-55,-216,-104,-480,779,-882,-376,355,223,-773,-559,-277,-817,135,-553,376,-320,-75,250,-302,-152,342,482,256,-699,476,-478,-91,458,561
-435,-29,-122,243,131,339,-208,-493,539,1020,470,184,859,296,-559,-578,-518,1031,-454,-78,-36,-32,603,15,-530,-235,464,54,-630,269,-299,-563,-292,832,716,229,631,753,345,148,-105,317,62,34,29,685,156,240,-652,585,666,-262,247,301,-1125,-50,188,-305,-448,464,-190,-287,167,93,-430,459
-246,-230,109,54,-17,92,-668,-976,3,164,-137,152,702,-691,570,138,501,13,-14,415,-240,873,550,386,-253,-565,-319,-106,-46,187,336,-241,-189,-928,-842,1037,327,-152,-493,-64,356,262,-494,966,808,-309,-651,-400,10,853,-326,-909,-62,281,374,4,-112,-81,-32,-69,-325,112,-142,112,-78,-67
