-3432,1513,32661,57659,-59539,-45548,41336,57427,-32099,-24086,47235,-9815,-29035,41945,-31106,-11623,18410,6347,-53026,-60473,46795,32449,43249,4882,40645,-21795,-6057,36918,-48139,-25192,-48075,-5953,61043,-46843,-14937,-12402,51695,-37958,289,-30424
-61463,32046,-56062,-28108,-225,-1896,-49032,61534,31885,59092,-52211,28773,-26478,5277,54391,-28558,28912,-43437,-22711,60150,-10097,2056,-26501,-49170,-9652,15806,-5684,35415,-17556,14464,34917,53414,-9304,-58933,27971,3659,47628,-5206,-16886,-56020
-5482,18090,34569,45137,-36500,11896,38968,-30708,-19887,43504,10441,1215,22231,1393,61560,32387,-57072,-45066,5769,40912,-55166,23460,33215,36748,47788,-39474,7075,38702,-18177,-39511,-2626,-53562,-35841,45469,21456,46244,43521,48196,-24251,-3596
15029,-28922,53687,-63093,43293,18652,-31571,28148,-11134,42952,63775,-27920,-3836,-36453,24645,17834,44102,39047,61046,59349,50547,-44733,-58598,-2277,-19839,50523,38006,-9893,9670,11456,50032,-60866,-1316,22202,-6010,53643,57669,41833,-4555,49346
-54620,20525,-29684,-32570,22973,34370,49724,-36906,47573,42403,-23743,-55973,34799,41662,-5041,-42944,-45350,-15982,32916,-23458,-59969,24491,31260,-41143,7734,-13280,156,-63255,17228,-30401,6960,-10088,14058,-50443,-17390,17044,34218,-15306,-60865,28837
605,19694,-43601,-8803,49078,47017,-23510,16913,-53230,39715,-29679,-20251,59592,5589,47940,-38874,33027,63506,-54128,-32869,-45215,-31121,-24183,-54632,50915,-31002,53911,33680,-41921,25330,35008,-47530,-47397,-15842,-55205,-10123,-2582,21117,9228,-5642
-35802,11074,-5744,43479,25430,28988,9179,-17280,-27948,-6606,9196,-16935,-45273,-49954,-58380,-37986,-11824,-27673,-41349,-23791,27450,-23930,53620,9817,-46351,60376,48839,35157,-43833,37265,25658,33186,27237,12414,-20290,53464,61517,24272,-18157,45
7800,-54134,-52634,-1479,7918,-36758,-30242,-47015,53303,776,-28861,36490,58752,-26240,50973,34402,37626,3280,52563,-44922,-52754,59515,-1266,-12591,29463,-26211,17555,44415,38818,-48070,60047,29899,25383,-39959,54143,-13762,56481,-34317,-52029,43677
10695,-14071,60887,60760,-62554,16033,39402,24783,12945,2755,4311,-24453,-45698,-13369,25112,56439,59258,-38246,-60178,62492,21950,33063,40207,-17948,46865,18113,18374,-15235,-20021,-15169,27369,486,-61340,-61860,-39349,-823,12783,60364,35739,-27461
1781,31771,49269,-7324,27669,-37213,-5147,51840,-15105,-61847,36987,-25151,-7827,63875,-14441,-30446,-34109,44677,-36537,13527,-33637,39172,27886,16680,-9543,-17575,57554,33380,-13841,-60610,-47527,-6808,-5088,-16403,61969,-2935,37592,-47665,-16039,-35520
-45690,7942,-45931,-14366,23803,37331,7668,13457,-26307,46242,-40366,29742,-52608,13033,-31854,-27186,-19898,36193,37109,-31838,4949,-54373,49982,59246,-17551,5121,4778,35058,-55079,3740,43964,14282,7197,-59662,54287,-40091,-19152,22360,-4945,9032
11404,-43705,-62239,57859,39667,-44243,21782,1318,30423,-45568,25772,27823,63727,-28632,-8892,-46831,-62067,-58114,-6546,-41622,31038,-39450,16122,4732,-21710,-6268,63866,58533,-28556,58131,-36108,37957,-19823,21963,19310,44162,-15193,56160,48572,-61105
-51253,-48883,18708,-17887,-44349,-52021,53178,12739,-59700,-30674,20075,-30165,33797,-27095,16907,-51493,39743,30840,5038,19286,-55856,13633,-5591,-59643,-60341,-9029,28367,23706,-41592,-43988,-31997,-14636,-46402,-61462,-17560,-53523,-38649,-36294,-15003,-10925
-57325,-4706,52176,49218,-46120,-23468,19958,-61253,9449,41756,36777,-56084,-28910,-52098,294,59287,38229,32430,32390,-20755,61133,-47082,-46531,-14499,-4983,-20584,-3793,47928,-4465,-10400,17564,-53499,50277,54631,-61339,15656,63391,-49062,-44589,-49514
53733,-4361,58524,-52213,23955,16864,4753,14897,-47803,-59894,15069,39350,51108,36709,-4975,53159,-59753,21799,1707,24686,47269,-43042,35740,-60943,-5149,-55608,-32632,59451,-11893,18652,58056,57204,-52534,-19279,63274,32668,-10164,-55629,18953,-42726
52046,-28527,-6838,6440,-1224,7348,39128,-130,-20775,-9669,37742,9690,-4636,59732,-31497,-5366,58722,43196,9618,-56849,7351,-14645,59956,7743,9536,15401,-11751,-31998,1487,-12891,42245,57216,-4319,19052,-39089,10875,-44328,-55642,-37762,-57322
46576,-36941,52968,-46359,21898,61919,-49827,-63649,-27707,-17173,-1737,-56522,-55153,17921,-52521,-58044,-14979,-55244,-45163,-53768,-1929,-29212,42413,9773,-21386,39097,-38486,-29800,-46129,-27755,-11580,41533,-17731,31481,44188,-47768,29215,39212,-18909,42400
39205,-41239,-43294,16249,-10393,-38817,60794,-32833,-41947,-768,-17290,2844,-22640,-2684,-4536,5266,52446,-36715,-10621,35658,52275,-28436,57506,52823,-28386,1939,27356,-25129,-35584,-41679,-4293,-1894,28563,-15834,-1105,15756,31152,-198,-40573,-59270
170,42636,9382,-57386,-50808,41932,-24229,40031,-42759,54269,-41705,21043,-6765,-43441,-21041,-7434,-35015,-7753,-48406,16938,58048,-15215,-6250,22486,55456,-37900,-44081,-18772,58545,5544,-55542,-9261,60668,-48317,-34292,59625,-57432,24485,4258,42628
53201,-18246,-25551,56946,13373,39993,-60453,61376,-8630,-38734,19152,-2923,30121,-14612,-26483,14578,53468,-31972,17079,-51140,-43350,-2994,-56114,17852,10231,-14847,32024,62392,54107,-12034,13172,-25624,-52745,40178,-12475,-4264,-11337,-29029,25994,-27330
-61303,57235,26656,59102,42518,18718,62745,-28318,-43542,27055,23865,-36254,62110,-22774,61116,5342,-40567,-12654,-47214,-19069,6666,60689,59877,-42214,22240,14563,-15932,-59067,6573,-52261,40449,-37121,35426,62935,-1025,28982,-11581,47108,25216,-57667
-15351,23224,-638,-7689,-6755,-10699,3871,26656,-27218,-24536,-339,1723,-1081,-30628,27605,-13901,13462,4265,38205,-43792,-43621,-28649,60389,-10189,-60348,-3489,-28474,38400,-61336,18297,-59219,7998,38394,47343,-48778,-38740,-43767,-50678,-60795,-13604
-5350,-46440,43437,7165,37304,9426,5051,-47157,-13931,27654,-32547,7237,18453,-9833,63566,53437,15460,45556,37705,-35716,-33000,-42678,-49772,53188,-12687,-43872,-26589,32922,-18363,-23998,10377,-17769,-10140,6876,-19059,54523,25029,-63737,40061,-43228
4924,28187,-32662,-13509,51811,-27161,-48873,59250,-13796,-30205,54853,27413,27678,59420,-54100,33634,13051,26804,10866,28570,28712,39068,-20494,-29285,-2730,16215,-20885,38769,26586,49693,16443,51946,-8879,51698,23788,-51503,-25176,-15821,31315,-5582
-18118,50135,59666,-10336,-33020,-30092,-31015,-61459,8780,-27040,16170,35932,-26022,-61419,9898,-42881,15969,-24197,45301,4097,22790,-17531,-10948,48977,9009,-37443,-50141,7889,41309,35560,-57454,54989,25900,47805,62376,-46654,-57856,37350,60103,22444
45368,-10035,50863,-60728,-51389,-42499,-25623,31930,-24407,-53248,53835,-23981,55095,-31333,25079,31500,15312,-18041,18234,-52840,-17700,-16584,46393,-22166,-42239,27778,-3037,-23025,44047,24782,-24962,4940,58518,49629,40715,29870,15260,-11787,-40777,-1932
-10019,-3663,-40083,47577,-42186,-46332,-17646,-9699,-48869,4468,-34088,-8164,-47137,12547,20948,-149,-34870,-11047,45343,23912,-56839,-21847,15066,13683,-60570,29255,-55405,-47278,22291,-22215,22812,56922,-22876,59650,10950,63025,36512,-58557,-21298,41793
35857,55715,44327,51448,-62868,27512,-32193,22479,38762,28109,48079,9585,-8096,36917,-36094,246,60522,-35081,24411,-51924,62529,52256,8198,32624,9012,-41314,-9140,41274,-29551,-25556,31516,17363,-11828,-18413,38468,-36588,-20715,-41523,-27102,-54919
-28607,-54472,8984,-55157,-63467,-52491,-43346,42755,24221,2279,-18932,-47542,3413,3199,1251,5456,5032,-437,-51246,-37570,-53651,-8398,11652,47469,-12566,-14882,60717,510,-15389,55071,17196,-34202,42163,28864,-45149,-2069,5340,36783,-10993,-17962
11189,5421,7634,-16860,-38310,46867,48559,53096,-55033,16873,-22784,61570,18584,29703,15267,42294,-36758,50524,-15430,-29197,-13191,62294,-43883,-14028,44806,-357,-40288,-40919,57218,41149,30550,-20878,-59313,24236,45827,-36051,-50337,-19026,-31565,-14817
