240528,93955,7639,-157927,-131830,-314893,-291386,-331663,-222767,214903,102499,283150,2488,73152,322929,157434,90737,29926,41103,298459,-152740,216675,117221,-341122,-72614,245179,37260,-319961,181714,157543,237750,-222501,-281750,249140,-327839,28442,-287846,-137398,-12992,-53037,-66379,-323573,-339329,-257742,-337317,117048,17573,100972,-166493,79154,181141,-79798,-26808,341086,209222,329853,-82647,127281,308768,103215,233453,129274,139944,-76200,257357,-250324,54127,151941,236999,17393
-85465,-130175,-52851,-9717,150111,267188,-292959,297753,21501,-97553,118499,49069,-168341,-122198,150584,64689,3031,-111193,178812,-74350,-117872,267728,-161946,-187170,146922,84506,-309698,-285366,-84283,228193,-68019,196949,-125905,-178793,200098,258268,-288601,-302823,117486,-112424,50523,-239909,246988,-34068,270965,203278,140865,-184780,183168,-307314,48084,-65478,340698,-206821,306316,-280744,84496,55108,273676,-138095,275823,117988,267812,-206133,177154,303289,-309663,-92535,93647,-270631
6903,88568,181095,293028,-61861,-40902,-17692,311849,-208714,-72,-308815,-51294,305484,82466,-103168,339636,71177,307975,-331797,-27410,229779,176801,-63462,-1769,-54715,20108,-185051,196048,-289692,-58547,-149644,160855,171015,144844,291185,296392,-216331,-264157,-252201,157104,322641,293212,115413,320997,254686,-332912,-261204,249457,-286502,330099,224579,313646,-95819,-240948,11569,324223,-91086,267495,-79692,221148,-185509,-13729,-118784,-183593,269382,207090,-247196,290541,323086,-160435
-50472,26709,107766,-39272,-240952,295677,131731,-315210,215613,159156,-217275,78460,1147,-323542,293196,150384,-130190,-332030,-280384,176954,-240553,8752,273511,294365,-159202,-297668,-3517,234143,85512,-297251,103017,-106804,-187817,-47816,256077,319718,-246237,42691,179388,-165419,-155957,-177211,-199202,266249,-193026,-188054,-256947,-257556,191029,-145206,207155,59080,245864,37106,181217,212461,-301131,41486,-31109,-145144,-32624,-59754,-5608,218230,223289,86783,144257,314927,93919,-89589
-286688,36091,-184213,64432,-325365,238927,304969,-243206,218937,-64134,-314406,281231,302466,-313457,64047,221376,198838,-58047,246903,226245,-265234,-336172,-272871,-92579,-267755,-289060,-165493,104693,16585,-155140,309017,139019,92207,304447,195885,-256004,-317651,250237,-63222,-302208,-16076,-81792,-47273,-48175,-127494,-7650,-5808,326853,132217,189124,-337488,-131124,331820,-157892,6834,249100,95080,261576,-230223,7344,93022,-106814,50892,339513,162283,-126263,-299134,-217660,-156394,260747
-157111,214262,-155150,115172,18446,314471,45547,292040,316919,170298,88067,247441,340569,-173458,42898,-246105,-271018,116662,-310388,147228,220121,-228402,123742,-71648,269856,281435,53168,42120,144457,53738,168664,-209827,193558,17851,172773,16076,-132700,-281991,17402,330612,-318418,48977,-36280,-338604,29887,187037,165683,328090,19946,61650,319548,-123699,204771,-214370,-94725,118353,54618,-209157,109326,53293,288441,70136,263684,317222,-282923,-293427,1743,-19,37738,167450
-126678,-221423,123558,-76787,294788,-299854,143506,154954,-157076,-282792,-124687,-71968,328879,256236,-184475,-19002,68521,283058,-250364,182419,291716,284912,-152948,-255602,64352,-292536,-253824,-294757,-198327,253034,118447,91972,332984,-2352,-315561,-230810,-164439,119181,-98064,-124841,-266042,144663,-326204,-27197,167675,5124,128301,198710,-188726,-279377,-304344,54028,-161869,-207697,161171,211381,311722,-7652,15505,335244,2553,-217501,-167543,317631,-313358,206429,101184,-12856,228780,215084
-41162,70554,180899,106413,-9925,283791,262599,-298225,32316,229801,-285080,-81076,5966,-119676,134014,338902,-93389,192896,-262635,-9923,-339324,-53077,-333378,258984,322001,-283445,218167,142975,-136659,198360,317145,205248,132076,-121912,73039,203494,147228,-188425,-60360,-94457,133598,-56631,-55256,28407,54451,-265748,291514,-63834,-222632,-342794,-44725,167645,-139738,241386,-206065,-247693,-74707,139797,-137495,220276,-328675,330534,-310669,235840,-340575,-52063,-130717,329066,106254,325153
-58613,2522,1560,173864,6277,283892,-211321,-16364,-173729,249557,-248772,138276,282534,-141368,-151482,183609,62640,48489,263528,-278623,-155674,-74514,286387,-292414,-32496,-16350,-333045,-49022,102033,-52317,-133321,59202,329887,-258835,-146662,297565,-139661,126258,-101933,222114,58549,272205,94335,57157,-7846,-315411,-260218,145079,95755,47351,-262827,223606,203182,22062,-168543,214885,14905,340949,-150558,-102520,208283,-225680,-122197,-74312,155181,173592,197869,-41689,79150,60628
186668,-255633,-124754,155120,-204604,-150864,328294,-212237,341674,248983,-235950,44187,-120918,-10634,75338,273593,295870,-283996,-220213,134561,-201572,-118005,58625,-222669,339168,119911,-187121,-94105,101630,-116692,83505,304362,-92295,-206282,-146965,8351,38231,-326527,98217,-230930,89100,263025,-210310,198423,-319662,38989,114582,-190397,193156,39614,-56269,-334668,-250621,146113,-63829,148690,316275,100186,165778,76378,-137080,-292431,77606,-173966,-260040,51023,75541,-72588,88932,337527
177150,290689,-296454,-238723,-97061,61712,134124,134603,278848,-249332,-225360,-128560,-227936,148119,-60371,275160,-148369,-108565,-137953,-179085,233661,220749,-140140,58298,259678,-16061,276112,-167282,-188030,-293157,90195,-330727,-220891,54859,-40723,-211899,8689,326215,331492,-269271,173693,-32868,-23482,-72264,231091,-183635,58084,170646,-58726,98581,-261744,154869,-134608,-286194,-140361,-101019,99238,13605,228507,-50270,265274,-315137,-120036,-209898,-80761,305286,-250237,-231478,-63017,241507
-337430,220986,191697,-74573,-313586,-22787,138082,222265,-234289,123950,37664,231143,144216,176711,243484,131212,-72457,283300,38949,221445,-272465,-220163,32416,170281,309365,-283537,247193,-50863,308867,-70829,287681,-204313,-107770,300402,332520,-277984,-243212,-339640,298289,-121477,21117,336650,232465,-161420,-86851,226856,-3764,-224245,302743,59255,189741,314468,76364,148528,246122,329628,25226,51145,115729,331567,-33415,231214,-152433,190878,-266421,266504,-109717,90203,-246103,-98534
-277237,19401,333952,-187621,-158537,190395,-213666,-226327,-195041,52957,2540,24626,-324207,117925,-127921,178693,228646,-267659,-140782,85709,-223072,-59027,-102825,78342,167177,133073,-125197,58638,207120,159759,197535,13737,55835,-25473,77163,-146277,-27688,-185802,2937,133977,195800,134257,-223378,-208899,-86537,323680,-323904,117409,-141241,21414,-283360,234046,255740,-9247,191992,-16502,155750,-165824,-124688,-235892,-31468,145171,193165,236060,-212039,121969,-157627,-89989,-88798,51945
60538,43500,-298480,299484,241648,-77056,49139,-229960,92444,258575,293839,270783,-305187,-309890,162494,-207019,-213297,93490,-302074,198147,-220259,73191,89521,-211570,-67868,-262298,329924,4097,-241394,216440,164429,-194092,-110479,-291459,38897,35016,-306707,-211414,-31156,-296748,165897,187459,143889,220361,206525,-69742,-34644,-141264,-226267,-152896,153154,-95374,340794,52758,113365,19084,203817,-99231,77027,94270,251020,120576,67267,39979,-305341,-77316,-128968,84997,-126236,63045
-1008,-109538,4812,-135005,-194484,31383,335259,77066,80277,76007,262082,-80374,-52168,45120,40111,333237,-219588,-49376,-198403,235308,36618,-287212,-215980,257406,-39273,303010,-279966,-163362,32495,-334699,-74764,-11657,-179863,-217660,292706,323539,170,272821,-9544,316016,-313333,71254,-314045,10400,263112,228244,-196353,104511,-228390,-172490,-50131,297920,117405,-41367,-201994,187659,62155,643,105608,-217218,283884,-139995,-14875,51045,-223005,-244901,-17255,-333576,71587,-45351
-179019,179867,-119211,78311,-199211,-120636,86755,149027,96276,-10623,-170330,342657,282063,189357,-142997,226813,53937,-164950,192897,-238526,54552,-206278,-292361,-46467,-36386,8334,-338995,-209498,-286633,192042,-309025,252743,-196759,-126221,-111973,5532,-92405,64740,-83434,152551,335834,-241834,-261116,-150323,-203776,158264,154614,46779,338235,274362,330502,-35770,36970,-64064,-149326,-132737,167052,-184279,-242444,103425,25707,-161426,-134963,248521,-315098,-157336,40220,118924,50600,46774
187542,88122,88160,271255,177544,-226388,320703,-240227,305197,-259376,330653,-290563,265255,23482,43503,-229309,-252755,210717,-175576,-327490,-31001,-86020,-33461,-18383,-298125,-194462,-157945,-98849,-52415,-190166,206662,-149666,-42443,292833,341301,-56818,-77001,-78297,-99137,76265,95730,112601,192272,109949,-157866,-284856,-60337,56185,285646,161843,-124667,202759,106566,60734,244304,-253427,-4725,-285555,165675,-121386,187281,293305,244314,-18785,82655,271295,-264008,-27663,-141873,175011
334666,-10203,-32016,143169,-168432,-125416,-229083,267447,4764,-160725,83325,-338763,-91947,151719,317689,121150,-256726,107634,147834,128566,-247216,59177,-75914,-263919,331875,116073,233243,-338474,-56989,-217570,278966,-54278,111787,-83439,297505,-261390,-253934,-50108,57569,84801,252269,-84061,308229,143030,50416,-184588,165951,-244336,-303531,170745,-176117,115747,42430,-48452,-31011,-249178,-133807,112287,-82152,171469,306698,-230536,-211881,129860,-168415,-99033,282637,284771,290930,172556
-309904,-155221,90285,300486,-166458,-325691,137303,-216211,262173,-177055,-256148,159206,-202236,17951,323569,-24439,-139796,-190343,-4011,175936,160265,-262666,62826,-173324,-91491,210163,223353,-33582,-172829,258496,243307,69741,-56172,198627,-72759,-214442,309018,-126072,129800,-84580,324141,-3980,47625,-18888,263080,221211,26800,-224192,-110444,241119,326495,266885,315817,-291194,-54654,-336559,-297257,-142172,54217,-68090,-63497,322728,341594,-294014,-104162,192975,-94934,-16859,11565,-253907
-34257,-91869,-59755,-81702,-341171,-175910,132218,-141067,335868,-54936,-94524,317111,-205903,-28222,210579,308792,295324,-322055,1427,-297649,-50850,-323919,-148614,113838,235860,-191921,-63089,52424,186043,202621,340172,-115376,33481,-174466,-338654,154630,-27287,-16535,9007,-240642,155853,-283013,-296452,162696,-82333,247242,223827,267788,-208612,6921,314202,-237731,230531,-188200,-137440,-31883,-5101,241374,233990,103035,-34158,-154895,-157265,175573,-91563,-44289,-139343,331176,-65215,-48894
254736,231316,-256519,-333025,251696,149699,289632,-69644,-194871,-680,-225567,-206606,146030,294644,-149766,-206044,254623,42248,117371,66779,149243,245892,-283194,-22867,220765,226305,234145,16393,-170508,313045,300124,148592,-43980,282704,-132520,303459,156247,207340,150547,-259056,-271894,-257642,312564,79741,287633,-156953,20737,-78786,152148,-223754,193655,179849,113001,243185,342035,-251897,227585,11548,231026,-72022,-297329,198950,-243195,-24016,145609,158335,-310503,45347,-282882,328078
11193,-55132,-67303,334542,165042,-58010,156372,-217690,-68823,193507,211675,-156601,-4221,45107,244267,100166,15179,-206022,-5014,-319397,103963,334104,63365,217729,-72513,-258139,-77709,238707,91267,-165923,183649,-173363,-171116,187014,-132682,176550,342409,237326,209870,-249257,22959,169844,263037,-20701,-194728,-119444,-47163,160731,-235877,236768,327366,-121792,274081,-236800,-214704,337295,59932,287564,-3487,-144169,-169420,215688,-279723,-281471,76893,283006,-180769,188411,127017,-207952
136783,-140159,11057,65550,-222826,-98951,139669,162056,-207739,63360,-264480,-200979,295161,75535,292411,-333356,-256548,-266341,-114824,-232412,-36023,-100378,122512,-334830,-41267,294916,241803,-178697,-206922,-157342,272648,-85310,-250597,302346,199957,-101652,89054,-47243,-331904,-138225,-48139,326704,9712,-92708,-245141,-285694,69020,108375,86191,148590,-242055,-87643,11760,-197990,119369,-62254,249598,-41800,-160460,339775,333634,245886,6227,82943,-204712,-209973,212244,128909,-1309,177673
-220266,-291284,5983,-82673,-185990,-118783,-185032,48315,-41611,104994,-328059,-218568,-91784,-20814,214790,337627,-317715,-332126,226813,-88499,279895,-113662,212497,-64771,-296877,253266,-227569,-42323,-176749,262791,-96144,51820,-310652,-51713,-226490,-169921,-247730,221999,267763,98921,1704,-197413,44017,-253772,-28044,-256955,-241272,280623,-28658,-66274,-45140,219731,-12787,271218,-150608,-187736,-200569,-320656,-341400,-219290,-124262,187263,-90636,-332427,-67353,43994,-334522,-211791,310174,182929
110948,-14149,-189070,33668,180475,-141722,-41082,-29788,114724,-311642,92452,212330,-304786,279544,72646,173316,-114752,-3004,163769,235836,68227,-340379,29722,113846,-150064,183426,188800,-118914,-148310,244608,130153,-342870,-158087,90634,84700,-136498,275933,88238,-113253,-170568,-80555,-199092,-81989,86546,199021,-2103,-27673,-214526,5780,264916,111349,262317,11330,34003,-269472,141381,276564,-33349,47395,206790,-108168,229025,-106052,181213,188097,-176200,123298,-326201,173220,108561
-319208,-60878,245274,270462,-96333,246855,261411,23153,-252501,-84074,112816,146110,342487,143627,101551,125046,175251,234902,342670,53040,-186787,11005,260809,11598,322182,266840,235020,-91409,253415,234554,-45903,3354,88639,-284458,-342528,-34999,69996,-143240,259783,19129,-329273,242370,-1165,-219894,60456,-16996,-309383,56596,132089,185096,-183284,302510,222611,34717,-56096,289229,-34443,-112121,-3054,181323,66734,180915,-78994,35177,-104055,-223781,-44182,-78064,257395,-143477
305389,320278,-235545,99211,150467,280599,322823,-139835,48215,-48748,21120,46217,89776,-99657,-162991,-29842,302429,68124,186060,-323596,-274843,-109890,-339390,-342848,59541,-11980,-22817,74088,220917,-279209,176010,-176924,137164,208538,333319,233433,111728,-77015,-136044,215557,-220743,-152882,-155653,141390,338806,31183,265247,-41093,259425,107319,201451,-333814,262076,-231564,-107226,-141438,233812,123865,-228154,141477,-152985,124001,28414,183585,274220,-288428,105018,-270361,289103,243770
306092,-98210,76825,46902,-295491,2402,15342,86890,-165456,-290215,-326408,185076,144749,-258347,279051,124422,-207795,-67131,317164,-5309,-337849,117781,318167,-88493,236745,-311419,-295180,318449,-115467,15556,-165974,166111,-82952,21468,292967,219305,325343,44326,-321010,-258789,-147906,97347,288802,-224500,-266454,222026,63222,124208,-121460,301708,84135,88549,229331,-188539,132598,39196,1517,186435,-154131,145355,209165,-108185,-178834,106570,-172369,298594,-284790,126779,-34785,-91032
38682,281780,-242911,224750,-56397,243656,176540,-269707,-191683,-143492,-284065,199027,13976,-154483,166063,-292438,-316874,125720,173431,205299,60689,97252,-213401,-106438,-247648,41004,122348,-328238,-224600,42985,51890,244765,160922,-289456,-277560,-80043,-292756,-229904,-163553,-82315,166137,-334077,11140,224845,188323,-2578,-119659,-43961,44026,69831,310350,240119,157780,-143196,72448,-159484,-23897,-309047,-158794,-160251,100960,-297579,-148806,-314491,-210451,36173,-163193,-216890,169059,-292060
-252865,285866,321121,-240969,214898,-277947,-27361,322885,-20622,114539,282457,154867,-326358,43357,-260022,-294713,218565,234527,233945,-56233,-49435,-73768,236900,-250178,275911,-265332,-124343,15260,-336836,47158,-341340,12818,-216857,77603,5994,259063,14824,2884,-89008,-82905,88680,-166992,-184324,-132504,29620,41713,-32593,202625,-249741,-40391,136751,-315038,-226169,-213927,253515,-280813,65091,-114327,41484,126482,203621,62230,102860,111219,-189192,-31148,303434,-267691,-247493,-139769
11062,7518,139964,-1945,-167936,-175849,112846,223156,332708,-45748,183851,236982,70561,-160873,-251847,303170,75875,-266266,-57140,184659,-696,-329153,-151051,-180885,-43207,254199,-99083,-102828,259407,296680,-328196,294580,-164935,205932,-214051,-71272,-38151,245772,321764,-29427,39310,-256446,-300898,241443,315437,216945,-198609,-250003,26936,251437,283265,13008,-56506,167103,278483,-159032,42270,-195194,210038,238942,-158039,68746,-185487,-241675,-318455,-92014,-100307,246298,148178,-21758
-193362,-111919,-259503,-109106,-47402,222705,266168,-31351,-142211,307570,293966,-128831,239095,175945,-72672,-147007,-284033,183737,-37180,-330928,-245849,-253943,210228,-165150,71622,253883,-53703,-121767,-179591,-11302,211404,-269568,211158,45741,261773,-277148,334397,-245861,-106701,206467,48030,-175678,272025,-300980,20326,69851,320854,-242501,-232221,-306768,-268705,226758,21363,-70533,-184380,250715,-12329,167405,-14273,-205139,-232061,-284820,-329028,-225449,93861,-3719,116040,-97585,-157514,227739
248727,-21101,255202,37558,141548,-77208,-331347,174861,-8793,129612,-99696,127439,319249,186313,223042,-69557,28418,-261308,289078,218102,11965,-105972,39713,131549,325621,335087,-123785,138408,314594,278986,85671,-333839,-312607,71150,-269649,-276237,342674,255538,-118778,315729,39210,-319571,106506,-251583,-103065,228274,333873,128204,-136525,330417,-333054,175965,130902,64614,-165806,26920,-177230,-336231,159768,194696,-187556,-79575,295754,-269836,284015,32128,12700,-89206,29070,72618
-324622,-331563,230762,-229827,301856,27324,-157895,75396,-106386,-286602,297714,93555,302047,234077,-123451,-146267,108334,14632,-294875,278597,25397,139230,298136,-201189,303301,320013,65983,-108337,98528,222402,-273798,-32574,-270521,198780,24992,288752,-9289,276268,199766,208957,156981,-121441,-184210,283063,275438,-237809,-220968,-164507,-307623,100398,290737,170252,-255847,-308470,275377,-158560,210264,-89844,191955,238211,258287,-341685,-140872,267536,63894,-113375,277149,79969,-325871,298931
216426,-300744,326819,31043,310569,-190559,-257695,138741,-279027,218023,-139363,-174073,75601,246887,207476,-221295,184869,-13671,90737,-252941,-19967,-132044,-173411,-86349,-281168,133953,139075,-125641,112880,20343,72726,103805,115812,196014,69904,-141633,283010,-304345,84788,-180383,-233758,31519,27803,259086,105061,108075,11325,73593,57180,-321205,103414,-1347,254092,-116002,36924,-104673,71101,315140,-131970,-230862,202331,-282380,-21328,-133709,-125157,97891,-92867,-158049,-110912,141193
-31219,133833,335135,-42399,68717,229603,-78193,-120885,-30328,84510,65405,27455,-213870,-293818,-6231,-104804,-318314,43313,-229437,326575,187700,194585,146221,-13098,-125146,-208222,-161047,-157806,141130,-313898,342961,55964,-88433,-51979,70855,108760,197088,21583,-335131,-57087,194462,-101511,-139028,-315134,-218780,331315,203615,-291415,318891,-325531,47594,-195303,69737,-249577,-131398,201980,316908,-238983,284881,-109795,-309290,-333912,112135,296056,-103250,-122767,-296455,235214,-24413,316887
221124,156032,149601,-164132,252388,-5389,-190395,193899,-336321,136271,340583,224714,160592,30577,-238047,108046,-112259,-93848,325897,-211696,310987,135306,42531,-341023,232277,194742,-305635,-338039,-167748,80125,-112354,64905,104592,-270619,272481,63250,-254732,176883,-27658,24690,297414,118513,116916,143148,184403,-201746,328555,292658,148519,-118307,-321879,57419,218719,-272217,173822,340533,-234122,105740,5827,-26216,302039,45358,-288018,-324349,-152046,-178306,203384,325636,-20415,-287413
164788,-245794,203473,50131,-98974,187944,-303969,242070,-207470,247802,-31880,178512,-182766,-104507,337379,55964,-120643,214802,-6688,-247752,288714,-287146,57688,-28411,61936,-130107,-121627,-340438,322983,11568,252215,-87138,285852,262830,-10939,-113756,-282698,111592,2949,46701,-173848,-137429,44573,-22219,83925,-90786,86874,-180016,-95375,-282548,199178,-307245,-310272,-190226,133285,-285843,313149,-239667,209969,-257305,-177158,-86917,237163,-179613,114787,-339976,-173797,-320423,-180590,336176
83083,-174831,175939,-314993,-204648,86442,118974,35425,-318208,-76248,172958,160065,-280747,299770,91672,-71101,305821,-85527,-111254,9729,-335478,-182150,-56960,-223654,200023,-76365,32293,121435,-280713,-332868,130929,-248061,287196,211362,-265361,-115149,319042,40580,-181018,-304932,-276396,34830,226204,-323972,-104133,-200821,142607,-35743,-208742,16335,206770,-257039,-265070,-28101,-241357,192411,95750,141170,-48884,-89812,-179334,-2645,60759,205115,244151,-162462,266851,-246809,58348,321738
