-127227,340962,61808,-284747,294037,279986,289724,332696,-253345,72306,-245481,42523,223063,192768,335689,-142167,178649,-149218,32643,256400,328769,-276244,226803,-46867,-118403,-10783,-231339,-68562,167828,172192,262622,80112,-144197,297581,-130933,138368,-86700,-233483,285314,-203185,-82342,-91897,184553,-305290,-207127,-157462,33528,148927,210561,229019,-211172,-181409,-225895,149029,-243708,162938,-309968,-70582,-143451,-62022,-205789,158575,-83523,-136198,191185,-85705,-234074,31237,40499,-92222
97792,211734,-222384,188222,268563,112447,-320034,115172,-234188,90702,63359,-84054,241989,-151983,147493,95364,39039,-24407,-193391,-227791,55633,183510,-269749,270595,-186597,-189832,-11884,141635,-154194,-75031,61363,32979,-276457,147553,-82127,-34502,-117993,51132,-279551,-4660,289605,-249492,-252545,-944,134375,-213122,-169809,-58371,335051,-150388,-286789,-190779,-37293,174035,-305515,216607,-42075,-285244,-129339,-230145,-172535,-229754,-270385,-184952,205976,-307750,57330,71585,133793,-285106
202793,46531,153838,-231928,-94872,-283800,99974,312865,-186787,296027,113680,-258724,-112852,-30229,126727,-192774,-174106,-311696,292795,165419,67019,91079,-97074,162548,-163975,270631,-77835,-102163,342627,-263208,10851,249827,-62705,-260842,164017,170821,-163250,338626,-55309,105784,277261,-79407,-311696,273740,302465,95103,-148227,-99618,-217495,-60650,236891,88341,142233,-148318,-260335,96914,-325867,26616,-255950,-284093,-288018,230927,27605,-322807,-206730,-196462,192033,24832,-50291,317970
-76084,-107829,93157,171197,83110,-145186,-302064,247155,-197497,131062,-103437,-46129,-108009,-42922,-52668,-140080,-154511,5328,-318142,-103505,-187817,-153454,120742,99758,125327,-226129,-1499,-310843,219673,186071,-303096,-282990,275080,146749,-112182,-12394,139469,47377,-66297,-252257,194462,89740,131103,-264227,140122,201545,137089,184788,-31437,108926,-300640,-193534,288777,-106422,304707,-314267,-3655,-231550,-142653,-307446,49650,225859,143012,129797,11456,-948,-266750,-51664,-50515,-123872
-97831,-241111,-340027,242955,-32214,121923,-214357,279767,321132,32876,45957,-99790,-174652,-251840,166271,116548,-262256,337559,131324,-17837,-21325,210793,-223809,-295085,283762,229971,-308348,299304,273646,-45194,69447,-117874,-46428,34881,52442,240267,-164832,75651,-206645,-269861,324124,61556,125517,8710,-285772,-276316,-177961,76239,218818,317951,-256625,168112,-190758,-228263,-287173,61297,330722,323919,-244107,181165,-60098,96434,142869,80967,-23088,143731,-30289,-317413,18378,211072
119177,-187966,302381,270458,-285216,-188743,-189670,-331869,104149,172039,176548,-8074,-71640,-91821,82234,-106056,-305556,-110490,271174,273875,-153133,11889,96267,144352,192937,-33612,282747,-270681,-302410,169940,279786,148610,283796,-226857,220572,259986,-79743,-9837,-130656,26974,188212,-292042,-40820,327388,340655,-215753,298190,-333015,-42936,-112048,130943,-108924,-237332,307378,-115595,147757,-196520,-330774,-215155,-112617,162623,-127604,-36753,183434,49946,-145134,218792,-115698,-147518,321830
143091,-139596,-52492,-11074,-251137,-281431,104474,342283,294455,326316,57275,-49261,-42551,-161507,225,-155910,86089,172904,338837,-76804,-64464,-152716,60367,-73368,88904,242604,-1540,-16497,260854,-56479,-48837,-203406,-339124,-338612,101084,25982,206948,-153703,-199323,-164679,-176232,-211665,251802,197952,32350,-122822,-238381,31555,194471,-305620,340394,-149604,75782,188405,174736,274796,4986,257242,114579,105325,275203,-34004,156711,-171878,-175410,-298551,-225598,-216220,111623,23653
-23024,199972,118597,229987,10110,227562,204034,5203,-177553,200284,246588,-57723,-156491,-71217,322696,242843,-163887,128091,-146053,183700,67880,-250730,128248,-247966,-93754,-262061,-249011,76099,3369,196978,204636,47739,250926,-123492,-122078,317303,207700,167814,-160177,178963,86099,-188114,-52738,231350,253732,186775,91467,-132619,73016,163847,90246,291993,324798,-91577,260352,240967,-23574,120237,-51220,51979,59799,237149,66679,-229904,121572,329307,333960,-204151,-341573,-140740
-120593,77095,-201177,203418,111764,271497,29949,-256860,-156643,-2375,333749,-21466,-289879,6777,-334980,258414,235751,220588,217855,67540,-145584,-61584,135881,196740,145675,-205877,112934,-342290,-188770,70300,271846,268370,195180,-129076,274987,106709,-100306,168500,-111357,-125316,47755,200883,-104616,297724,295386,-223277,20723,213550,264997,95683,293847,-130157,185130,258079,-305437,27661,334752,244642,-211649,99093,108243,-114079,189412,111325,-301416,-228823,-76574,-224827,279853,35458
297039,112910,-94098,-342501,176647,195769,104237,17441,-301837,-293325,340214,139622,-178157,-129253,45237,-103770,-290898,225515,197937,140145,246980,-289122,-1199,116535,-230821,-300768,322779,-243114,44121,213970,-257,-289525,187662,115416,-248202,137232,145147,3915,-101812,262824,285590,-172455,313310,-119560,-137182,77658,301761,317735,50705,216212,-212734,156193,-267686,272071,-146321,-161051,-205608,-169671,-83657,92360,185880,192770,-180815,-29187,-171009,-234632,254900,35478,31633,-340158
279243,296885,-147632,210381,-112010,-36352,-52007,32260,200369,-75288,-113209,-41979,66404,105317,-334820,-249485,200218,-268323,-288155,-146370,-308290,-32157,-31164,191684,-232258,-250396,67990,118069,65954,-177722,-317852,-46516,-121385,88575,242422,-93597,160194,-62448,124795,-53940,144163,-221425,334257,-196000,-192364,-18583,50203,-336417,-338483,-115394,-297511,185218,142114,-308858,208857,-119995,-243070,-298139,-270402,291153,-162139,-260407,-63935,-278586,-182326,274464,26770,-32417,42755,-249071
-132143,-279240,-97866,321611,29302,-30019,-29495,-227605,-219893,173510,29483,249075,164430,-274807,137728,228192,215816,49996,-182290,-269762,-26875,45002,168785,-42990,122444,-216613,144651,-168749,-205490,104176,-254858,-247059,229414,285285,-178027,-299233,320844,209752,-340334,293204,117771,-303010,-310879,110868,139168,-6717,-183876,272515,-222341,172620,-21863,303929,-322391,-292170,316419,-312080,198677,-195777,254497,1043,-271732,-140729,149287,309454,160573,-179531,-152668,-283722,-52437,-179321
4254,-49137,-307325,254289,-42814,-113313,-194693,45372,-117927,112713,167724,304460,-331712,-94834,-15783,261883,243493,252535,152420,252099,-205252,46797,-331274,127919,155781,270700,-42837,53324,-250940,-11212,253153,-57907,-262248,-319543,181194,-198955,159650,197512,-118032,-23161,282028,-104265,-246228,-125127,-159673,-239182,71659,-45027,-77090,293967,62364,-86420,43283,-242350,13387,283773,-189411,175632,-92799,124365,221845,196572,195765,-160121,-335691,156560,27800,194168,-336346,-68509
66615,93061,257608,-259604,272723,148050,-117766,-111324,-94605,-300891,-334481,-121883,308837,104519,138066,-12160,-206048,59817,-34145,-20159,-217304,-7600,-226498,-270794,82567,-58553,128858,-282842,-150828,-215086,-43037,-159801,-110726,-330671,65078,-112027,89026,-320351,-168912,-338547,72899,-143137,201102,-134985,282796,112227,-140970,23951,207724,-202048,-20595,-242459,250357,-52005,164567,135722,49874,202505,-77532,-29995,222120,271313,120336,-94603,74198,-192622,-225833,-141728,-320999,202004
321145,175133,325883,-34911,-173920,103253,273749,-200277,77681,-4855,282740,-262543,332367,-297564,-197565,-208423,111882,266824,-85681,84662,35696,204998,258773,228787,201822,-264923,-332300,36524,-214264,290093,207140,239377,289617,-54331,29687,-168210,-177056,170756,211808,272893,-110218,-279283,96624,2729,27522,102069,317379,-252086,226087,237930,-169168,-49507,-146084,-287359,-106121,68196,-284272,-284075,341190,-220096,22062,110919,-158095,-322839,233801,-172560,252382,26047,-45126,-136936
108510,-224466,64457,-117684,-222365,-8265,-266555,39463,2269,-311075,316238,-248710,123817,247933,-89365,-270985,-288036,35687,324304,299740,-216343,219832,-234146,21199,-149422,30054,-305787,-86104,100371,303273,-6522,-253718,17832,-114016,267018,-187484,140494,58562,34618,-226892,243953,-922,-239319,-149353,-339801,147273,-63665,55975,-280555,84278,174170,-298842,72461,-186380,-217401,-131289,210805,-57337,-238316,188012,-4578,281624,22118,-268599,-212524,-128124,-203307,188509,168681,279315
-221738,-245389,289966,-317240,240677,-64662,-163323,112046,320374,-33576,-226653,-291008,-282890,-124505,173546,252449,-307140,177081,262163,-48768,270880,325627,-45642,327366,-53814,320002,107195,-69131,-282511,128283,264841,176442,-100378,-273002,98549,-91254,-211518,1242,182928,305509,163656,-17883,-94787,-1169,35864,151587,-282628,-132027,-71788,157751,-32918,-238866,-218261,28363,-341911,-106061,-105254,-209916,-155718,49124,34422,-310467,205450,143869,229323,233822,109336,-312031,-202443,320605
-22250,136094,159153,-293099,287569,-76156,-282013,49341,320961,261989,275916,-275420,269758,332263,-103925,-80225,-62155,-81722,-70604,-168731,-18115,174288,332230,321012,220224,-324287,-137761,154497,179136,158313,145909,34266,291519,101216,-62483,-279448,30504,112022,132929,64743,87878,150180,342564,337145,122430,103956,146127,32085,25023,-334262,-164654,-40888,-243925,-274420,63808,-269278,15059,-72848,175306,-115773,299410,-80452,95590,-304597,-292138,117142,-127355,305626,78847,-298459
